レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
福岡,1,カタメン１一,1,3955,眞田英二,48,徳島,52,A2,5.35,33.71,5.35,37.84,28,24.44,168,36.17
福岡,1,カタメン１一,2,4327,加藤　翔,41,静岡,53,B1,4.16,19.78,3.94,11.11,16,30.91,117,42.86
福岡,1,カタメン１一,3,5319,近藤颯斗,24,愛知,52,B1,3.80,19.39,3.70,30.00,47,26.42,153,27.27
福岡,1,カタメン１一,4,4784,向井田真,37,広島,50,B1,4.60,29.33,4.40,20.00,55,14.89,102,32.00
福岡,1,カタメン１一,5,4521,小池公生,38,福岡,52,B1,5.73,37.21,6.38,44.30,37,38.18,118,38.46
福岡,1,カタメン１一,6,5367,赤松咲香,23,徳島,50,B2,1.23,0.00,0.00,0.00,66,17.65,170,37.50
福岡,2,一般戦,1,4526,池田雄祐,37,愛知,51,A1,6.43,44.94,8.14,66.67,14,23.81,157,28.95
福岡,2,一般戦,2,4011,堀之内紀,45,岡山,46,A2,5.65,38.32,5.30,30.00,57,14.29,160,48.72
福岡,2,一般戦,3,5175,島崎丈一,21,東京,53,B1,3.34,10.77,4.21,25.00,32,29.79,131,23.33
福岡,2,一般戦,4,4875,大塚康雅,30,東京,51,B1,4.68,24.49,4.71,29.41,61,27.50,167,20.00
福岡,2,一般戦,5,4988,牟田奨太,28,静岡,56,B1,4.11,28.75,0.00,0.00,53,15.79,110,29.27
福岡,2,一般戦,6,5270,小玉啓太,24,佐賀,52,B1,2.98,10.77,2.05,1.82,62,27.66,144,41.67
福岡,3,カタメン３一,1,3574,大神康司,52,福岡,53,B1,5.62,38.36,6.01,46.60,44,36.36,111,53.49
福岡,3,カタメン３一,2,3070,山室展弘,64,岡山,52,B1,4.00,14.29,6.07,46.67,12,23.91,141,35.85
福岡,3,カタメン３一,3,4536,喜井つか,35,岡山,47,A1,5.56,39.02,6.38,37.50,15,30.91,142,32.65
福岡,3,カタメン３一,4,4952,吉武真也,31,福岡,53,B1,4.08,15.00,4.80,15.22,19,6.90,159,40.82
福岡,3,カタメン３一,5,4592,小林孝弘,44,山口,51,B1,4.62,25.29,4.70,25.29,69,22.22,156,26.32
福岡,3,カタメン３一,6,3687,花田和明,55,愛知,52,B1,5.30,31.82,4.79,21.05,65,21.88,171,48.00
福岡,4,一般戦,1,3987,後藤正宗,47,静岡,53,A2,5.74,41.80,2.67,11.11,24,29.09,127,25.00
福岡,4,一般戦,2,3563,堤　昇,55,静岡,53,A2,5.37,33.59,4.17,27.59,58,23.68,106,32.08
福岡,4,一般戦,3,4007,榮田将彦,46,山口,49,B1,4.64,25.00,5.03,23.68,34,35.00,169,41.67
福岡,4,一般戦,4,4813,宮内直哉,35,東京,52,B1,3.96,24.68,5.05,35.00,67,33.33,155,42.50
福岡,4,一般戦,5,4822,百武　翔,32,佐賀,51,A2,5.85,41.38,5.47,32.65,75,26.83,123,43.18
福岡,4,一般戦,6,3747,國崎良春,50,福岡,54,B1,5.25,34.65,5.58,43.88,51,37.88,145,10.71
福岡,5,一般戦,1,4530,小野生奈,36,福岡,46,A2,6.86,55.56,6.17,36.21,30,26.32,125,36.54
福岡,5,一般戦,2,4336,松田竜馬,41,福岡,54,A2,5.02,31.87,5.52,39.13,71,26.53,147,31.25
福岡,5,一般戦,3,3974,深山祐二,48,佐賀,52,B1,4.05,19.51,4.40,32.00,56,36.59,103,30.61
福岡,5,一般戦,4,4839,四宮与寛,34,徳島,52,A2,6.58,51.33,6.86,57.14,29,33.33,107,17.95
福岡,5,一般戦,5,3863,海老澤泰,51,東京,57,B1,4.93,30.21,4.93,30.00,23,28.57,104,24.53
福岡,5,一般戦,6,3641,一瀬　明,54,東京,51,A2,5.88,39.09,6.00,46.15,48,26.15,146,31.91
福岡,6,一般戦,1,3813,佐藤大介,49,愛知,54,A1,6.38,45.79,6.60,40.00,50,33.33,152,23.81
福岡,6,一般戦,2,3211,北川敏弘,63,佐賀,56,B1,3.82,15.28,5.60,37.78,20,33.33,119,27.91
福岡,6,一般戦,3,4327,加藤　翔,41,静岡,53,B1,4.16,19.78,3.94,11.11,16,30.91,117,42.86
福岡,6,一般戦,4,4988,牟田奨太,28,静岡,56,B1,4.11,28.75,0.00,0.00,53,15.79,110,29.27
福岡,6,一般戦,5,5175,島崎丈一,21,東京,53,B1,3.34,10.77,4.21,25.00,32,29.79,131,23.33
福岡,6,一般戦,6,4089,妹尾忠幸,44,岡山,55,A1,5.85,37.98,7.12,48.00,70,31.67,148,50.00
福岡,7,一般戦,1,4433,川野芽唯,39,福岡,47,A1,6.41,45.83,6.71,53.19,36,37.50,172,31.25
福岡,7,一般戦,2,3470,新田芳美,55,徳島,47,B1,4.63,22.86,6.40,50.00,73,30.51,139,11.11
福岡,7,一般戦,3,4011,堀之内紀,45,岡山,46,A2,5.65,38.32,5.30,30.00,57,14.29,160,48.72
福岡,7,一般戦,4,4536,喜井つか,35,岡山,47,A1,5.56,39.02,6.38,37.50,15,30.91,142,32.65
福岡,7,一般戦,5,5367,赤松咲香,23,徳島,50,B2,1.23,0.00,0.00,0.00,66,17.65,170,37.50
福岡,7,一般戦,6,4479,矢野真梨,37,山口,45,B2,4.04,20.83,0.00,0.00,60,44.93,129,21.95
福岡,8,一般戦,1,4822,百武　翔,32,佐賀,51,A2,5.85,41.38,5.47,32.65,75,26.83,123,43.18
福岡,8,一般戦,2,5270,小玉啓太,24,佐賀,52,B1,2.98,10.77,2.05,1.82,62,27.66,144,41.67
福岡,8,一般戦,3,4952,吉武真也,31,福岡,53,B1,4.08,15.00,4.80,15.22,19,6.90,159,40.82
福岡,8,一般戦,4,4007,榮田将彦,46,山口,49,B1,4.64,25.00,5.03,23.68,34,35.00,169,41.67
福岡,8,一般戦,5,5240,高橋龍治,24,福岡,55,B1,3.79,17.50,2.49,8.22,41,38.98,143,31.91
福岡,8,一般戦,6,5319,近藤颯斗,24,愛知,52,B1,3.80,19.39,3.70,30.00,47,26.42,153,27.27
福岡,9,ペラ坊特選,1,3434,松尾宣邦,56,福岡,52,B1,4.91,31.34,4.95,30.23,35,24.14,164,22.73
福岡,9,ペラ坊特選,2,4592,小林孝弘,44,山口,51,B1,4.62,25.29,4.70,25.29,69,22.22,156,26.32
福岡,9,ペラ坊特選,3,3641,一瀬　明,54,東京,51,A2,5.88,39.09,6.00,46.15,48,26.15,146,31.91
福岡,9,ペラ坊特選,4,3955,眞田英二,48,徳島,52,A2,5.35,33.71,5.35,37.84,28,24.44,168,36.17
福岡,9,ペラ坊特選,5,4813,宮内直哉,35,東京,52,B1,3.96,24.68,5.05,35.00,67,33.33,155,42.50
福岡,9,ペラ坊特選,6,4875,大塚康雅,30,東京,51,B1,4.68,24.49,4.71,29.41,61,27.50,167,20.00
