レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
唐津,1,一般,1,4901,出口舞有,28,愛知,46,A2,5.75,41.82,5.29,35.29,25,31.37,44,27.17
唐津,1,一般,2,4246,喜多那由,38,静岡,49,B1,4.11,20.31,3.00,5.88,34,34.35,78,34.76
唐津,1,一般,3,4400,加藤奈月,32,福井,54,B1,3.79,12.70,3.67,11.11,43,44.14,90,31.03
唐津,1,一般,4,3357,福島陽子,52,岡山,49,B1,4.30,18.31,4.56,11.11,42,30.63,50,40.33
唐津,1,一般,5,4473,藤堂里香,33,福井,44,B1,3.92,20.41,0.00,0.00,69,41.44,56,31.31
唐津,1,一般,6,4987,島倉　都,23,群馬,48,B1,3.85,13.24,3.00,10.00,39,26.05,76,42.39
唐津,2,一般,1,4773,中川りな,27,福岡,49,A2,6.14,36.57,5.14,25.00,62,30.30,68,38.54
唐津,2,一般,2,4909,薮内瑞希,25,岡山,44,B1,4.59,22.22,3.36,9.09,29,32.08,53,31.90
唐津,2,一般,3,5118,野田なづ,20,佐賀,47,B2,1.81,1.12,1.38,0.00,64,30.97,58,32.14
唐津,2,一般,4,4730,土屋実沙,32,静岡,46,A2,6.15,49.12,5.11,36.84,36,47.41,60,30.96
唐津,2,一般,5,4781,西舘果里,34,東京,51,B1,6.11,40.91,3.00,0.00,35,36.29,33,28.25
唐津,2,一般,6,5069,山崎小葉,20,群馬,44,B1,2.44,4.84,0.00,0.00,17,36.89,67,40.56
唐津,3,一般,1,3994,茶谷　桜,41,滋賀,46,A2,5.35,30.61,5.67,33.33,44,28.33,51,33.66
唐津,3,一般,2,3355,橋谷田佳,52,東京,42,B1,3.56,8.33,3.89,18.92,26,31.15,79,37.50
唐津,3,一般,3,4941,孫崎百世,32,滋賀,47,B1,3.89,12.12,0.00,0.00,68,28.70,69,29.47
唐津,3,一般,4,4997,濱崎寿里,27,埼玉,49,B1,2.21,2.33,1.11,0.00,24,38.78,82,25.86
唐津,3,一般,5,5072,吉田杏美,26,埼玉,51,B2,1.66,0.00,1.25,0.00,14,45.95,46,31.25
唐津,3,一般,6,5094,生田波美,18,東京,50,B1,3.71,21.74,0.00,0.00,61,29.46,80,26.77
唐津,4,一般,1,5021,計盛　光,26,大阪,47,B1,2.52,5.80,2.00,0.00,31,29.91,57,31.03
唐津,4,一般,2,3551,藤田美代,49,福岡,44,B1,4.61,18.89,0.00,0.00,59,28.57,89,26.63
唐津,4,一般,3,4819,蜂須瑞生,29,群馬,46,B1,4.97,27.59,4.08,19.23,58,26.17,40,35.92
唐津,4,一般,4,4825,倉持莉々,27,東京,51,A2,5.09,23.21,5.58,31.58,65,43.86,66,36.41
唐津,4,一般,5,4726,島田なぎ,33,埼玉,46,B1,5.25,35.16,4.81,29.63,18,33.33,77,26.90
