レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
福岡,1,カタメン１予,1,3435,寺田千恵,55,岡山,46,A1,6.67,51.11,6.38,41.67,27,29.73,122,27.78
福岡,1,カタメン１予,2,4246,喜多那由,42,静岡,48,B1,4.61,27.27,0.00,0.00,19,37.50,144,21.82
福岡,1,カタメン１予,3,4014,片岡恵里,44,山口,48,B1,4.51,20.87,6.40,45.00,44,30.26,123,41.67
福岡,1,カタメン１予,4,5165,小林愛実,24,岡山,46,B1,4.34,12.87,3.00,0.00,35,38.89,151,29.63
福岡,1,カタメン１予,5,4385,鈴木祐美,38,三重,50,B1,4.18,21.82,0.00,0.00,30,30.67,155,27.27
福岡,1,カタメン１予,6,5358,増本杏珠,18,福岡,48,B2,0.00,0.00,0.00,0.00,40,48.48,120,36.21
福岡,2,予選,1,3834,細川明人,49,岡山,55,B1,4.33,22.62,4.55,17.74,37,45.76,145,25.00
福岡,2,予選,2,4041,小林基樹,44,山口,54,B1,4.35,24.18,3.35,15.38,56,16.67,174,26.83
福岡,2,予選,3,4027,松江秀徳,46,佐賀,54,A2,5.78,41.04,6.20,46.30,13,35.48,124,26.53
福岡,2,予選,4,4642,松尾夏海,32,香川,47,A2,6.66,51.61,8.13,75.00,60,34.48,110,22.03
福岡,2,予選,5,3024,西島義則,62,広島,56,A1,6.40,49.23,6.99,57.75,20,30.30,107,37.93
福岡,2,予選,6,5210,藤井公人,25,福岡,55,B1,4.05,18.35,2.00,0.00,46,22.22,166,38.89
福岡,3,カタメン３予,1,3284,渡邊伸太,56,佐賀,53,B1,4.80,27.59,6.59,44.83,53,21.95,130,32.76
福岡,3,カタメン３予,2,4154,森安弘雅,43,香川,52,B1,5.23,35.34,3.89,21.05,22,35.19,167,51.79
福岡,3,カタメン３予,3,4189,川上　剛,43,福岡,55,A1,6.17,45.64,6.12,42.11,68,23.40,140,31.15
福岡,3,カタメン３予,4,3769,佐竹恒彦,50,滋賀,53,B1,5.27,26.67,0.00,0.00,17,39.13,170,45.45
福岡,3,カタメン３予,5,5261,岡　暢祐,26,長崎,53,B1,2.88,9.78,1.19,0.00,33,20.00,132,29.63
福岡,3,カタメン３予,6,5212,西川拓利,25,福岡,56,B1,3.44,14.29,2.56,4.40,58,30.77,108,33.90
福岡,4,予選,1,5192,中尾優香,22,福岡,47,B1,3.27,13.86,2.63,9.38,12,31.03,134,25.00
福岡,4,予選,2,4847,佐藤隆太,30,東京,55,A1,7.67,67.50,6.00,45.00,74,36.07,121,37.50
福岡,4,予選,3,3998,冨成謙児,44,佐賀,52,B1,5.13,33.01,4.97,33.33,72,32.84,101,51.92
福岡,4,予選,4,4630,岩永雅人,37,愛知,53,A2,6.02,41.50,5.44,33.33,38,26.79,119,36.84
福岡,4,予選,5,4397,西村拓也,37,大阪,52,A1,6.54,42.98,7.89,66.67,67,35.71,154,26.00
福岡,4,予選,6,3714,梶原　正,49,福岡,57,B1,4.49,18.00,3.88,19.30,49,30.77,127,39.29
福岡,5,予選,1,4146,柳橋宏紀,42,滋賀,54,B1,5.15,30.85,4.37,13.33,36,44.64,117,39.66
福岡,5,予選,2,4363,大野芳顕,39,福岡,54,A2,6.01,38.18,4.95,32.26,21,33.85,150,45.10
福岡,5,予選,3,5100,栗原一馬,27,群馬,56,B1,4.50,23.33,0.00,0.00,41,34.55,128,38.10
福岡,5,予選,4,4522,古澤光紀,36,福岡,54,A1,6.62,49.45,6.78,51.13,69,27.12,172,26.42
福岡,5,予選,5,5165,小林愛実,24,岡山,46,B1,4.34,12.87,3.00,0.00,35,38.89,151,29.63
福岡,5,予選,6,4016,西川新太,44,愛知,55,A2,5.42,36.80,5.67,33.33,25,30.91,162,35.71
福岡,6,予選,1,3859,多羅尾達,50,東京,51,B1,3.39,17.39,5.50,40.00,11,28.81,173,27.78
福岡,6,予選,2,3701,大西隆洋,51,香川,58,B1,3.79,17.28,1.63,0.00,57,33.85,104,18.97
福岡,6,予選,3,4351,里岡右貴,38,福岡,54,A1,6.53,49.17,6.61,50.50,54,22.22,152,33.87
福岡,6,予選,4,4014,片岡恵里,44,山口,48,B1,4.51,20.87,6.40,45.00,44,30.26,123,41.67
福岡,6,予選,5,4323,山田佑樹,37,岡山,53,A2,5.48,37.50,6.28,38.89,23,26.79,116,25.00
福岡,6,予選,6,4561,藤山翔大,33,大阪,54,A1,6.42,58.10,6.43,47.62,32,32.31,112,30.36
福岡,7,予選,1,3582,吉川昭男,51,滋賀,52,A2,5.94,44.74,6.52,55.56,45,38.60,169,23.64
福岡,7,予選,2,5270,小玉啓太,23,佐賀,53,B2,2.44,5.81,1.86,0.00,43,26.15,106,32.08
福岡,7,予選,3,5212,西川拓利,25,福岡,56,B1,3.44,14.29,2.56,4.40,58,30.77,108,33.90
福岡,7,予選,4,4715,村上　遼,31,長崎,54,A1,6.83,50.83,6.58,54.24,39,15.79,171,19.57
福岡,7,予選,5,4642,松尾夏海,32,香川,47,A2,6.66,51.61,8.13,75.00,60,34.48,110,22.03
福岡,7,予選,6,5258,仲本　舜,18,福岡,52,B1,3.13,0.00,2.15,5.06,42,15.00,115,32.76
福岡,8,予選,1,4236,松村　敏,40,福岡,54,A1,7.17,55.37,6.80,52.50,65,38.98,111,34.04
福岡,8,予選,2,3714,梶原　正,49,福岡,57,B1,4.49,18.00,3.88,19.30,49,30.77,127,39.29
福岡,8,予選,3,3105,内山文典,60,東京,52,A2,5.29,29.82,6.10,38.10,63,22.64,129,52.54
福岡,8,予選,4,4154,森安弘雅,43,香川,52,B1,5.23,35.34,3.89,21.05,22,35.19,167,51.79
福岡,8,予選,5,3834,細川明人,49,岡山,55,B1,4.33,22.62,4.55,17.74,37,45.76,145,25.00
福岡,8,予選,6,4357,田中和也,39,大阪,53,A1,6.57,50.00,5.72,43.75,15,26.67,161,25.00
福岡,9,予選特賞,1,3663,木山和幸,54,広島,50,A2,4.61,28.13,3.91,14.29,75,29.58,105,23.64
福岡,9,予選特賞,2,4397,西村拓也,37,大阪,52,A1,6.54,42.98,7.89,66.67,67,35.71,154,26.00
福岡,9,予選特賞,3,4385,鈴木祐美,38,三重,50,B1,4.18,21.82,0.00,0.00,30,30.67,155,27.27
福岡,9,予選特賞,4,3284,渡邊伸太,56,佐賀,53,B1,4.80,27.59,6.59,44.83,53,21.95,130,32.76
福岡,9,予選特賞,5,4041,小林基樹,44,山口,54,B1,4.35,24.18,3.35,15.38,56,16.67,174,26.83
福岡,9,予選特賞,6,4645,上村純一,43,群馬,53,A1,6.20,47.14,4.35,17.65,47,24.10,165,35.19
福岡,9,予選特賞,1,3740,大澤普司,50,群馬,55,A1,6.05,42.64,0.00,0.00,61,37.50,156,30.77
福岡,9,予選特賞,2,4016,西川新太,44,愛知,55,A2,5.42,36.80,5.67,33.33,25,30.91,162,35.71
福岡,9,予選特賞,3,3514,山一鉄也,57,福岡,52,A2,5.41,36.30,5.64,39.58,62,8.89,168,49.09
福岡,9,予選特賞,4,4027,松江秀徳,46,佐賀,54,A2,5.78,41.04,6.20,46.30,13,35.48,124,26.53
福岡,9,予選特賞,5,4351,里岡右貴,38,福岡,54,A1,6.53,49.17,6.61,50.50,54,22.22,152,33.87
福岡,9,予選特賞,6,3769,佐竹恒彦,50,滋賀,53,B1,5.27,26.67,0.00,0.00,17,39.13,170,45.45
福岡,9,予選特賞,1,3024,西島義則,62,広島,56,A1,6.40,49.23,6.99,57.75,20,30.30,107,37.93
福岡,9,予選特賞,2,4189,川上　剛,43,福岡,55,A1,6.17,45.64,6.12,42.11,68,23.40,140,31.15
