レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
福岡,1,カタメン１予,1,4584,村岡賢人,35,岡山,52,A1,6.69,49.59,6.69,51.72,70,45.45,162,33.33
福岡,1,カタメン１予,2,4179,広次　修,42,山口,52,B1,4.97,28.97,4.40,10.00,74,0.00,166,0.00
福岡,1,カタメン１予,3,3812,山崎聖司,49,東京,51,B1,4.36,19.57,0.00,0.00,71,36.36,135,45.45
福岡,1,カタメン１予,4,4664,東口　晃,41,福井,54,B1,3.66,18.60,4.61,27.78,26,11.11,131,0.00
福岡,1,カタメン１予,5,5384,八戸琉楓,20,長崎,54,B2,1.20,0.00,0.00,0.00,57,36.36,150,33.33
福岡,1,カタメン１予,6,3297,藤丸光一,58,福岡,50,B1,5.10,34.41,5.90,44.23,39,40.00,144,80.00
福岡,2,予選,1,5138,村本大成,24,福岡,54,B2,3.10,6.90,3.05,4.92,22,33.33,151,10.00
福岡,2,予選,2,5044,渡邉　健,25,東京,58,B1,5.53,40.78,4.00,22.22,40,20.00,149,11.11
福岡,2,予選,3,3863,海老澤泰,50,東京,56,B1,4.66,27.72,4.26,21.05,42,42.86,142,45.45
福岡,2,予選,4,4154,森安弘雅,44,香川,52,B1,5.85,38.18,5.24,35.29,48,20.00,159,54.55
福岡,2,予選,5,4293,鈴木智啓,39,愛知,59,A2,5.30,36.46,4.77,31.82,37,40.00,143,33.33
福岡,2,予選,6,4513,河野真也,35,福岡,52,A2,5.84,39.17,5.83,39.76,33,23.08,156,0.00
福岡,3,カタメン３予,1,4957,竹之内極,29,福岡,56,B1,4.64,30.17,5.29,31.33,34,27.27,101,47.62
福岡,3,カタメン３予,2,3211,北川敏弘,63,佐賀,55,B1,3.97,20.51,5.86,40.00,20,45.45,170,60.00
福岡,3,カタメン３予,3,4594,谷川祐一,43,滋賀,52,A1,6.11,44.25,5.60,32.00,49,80.00,102,20.00
