日付,レース場,レース番号,舟券種,組合せ,払戻金
2020-01-02,芦屋,1,単勝,1,110
2020-01-02,芦屋,1,複勝,1,110
2020-01-02,芦屋,1,複勝,5,610
2020-01-02,芦屋,1,２連単,1-5,1340
2020-01-02,芦屋,1,２連複,1-5,1000
2020-01-02,芦屋,1,拡連複,1-5,390
2020-01-02,芦屋,1,３連単,1-5-2,11490
2020-01-02,芦屋,1,３連複,1-2-5,4190
2020-01-02,芦屋,2,単勝,1,130
2020-01-02,芦屋,2,複勝,1,170
2020-01-02,芦屋,2,複勝,6,420
2020-01-02,芦屋,2,２連単,1-6,1400
2020-01-02,芦屋,2,２連複,1-6,800
2020-01-02,芦屋,2,拡連複,1-6,300
2020-01-02,芦屋,2,３連単,1-6-3,3470
2020-01-02,芦屋,2,３連複,1-3-6,1630
2020-01-02,芦屋,3,単勝,6,1630
2020-01-02,芦屋,3,複勝,6,710
2020-01-02,芦屋,3,複勝,1,140
2020-01-02,芦屋,3,２連単,6-1,14610
2020-01-02,芦屋,3,２連複,1-6,2770
2020-01-02,芦屋,3,拡連複,1-6,530
2020-01-02,芦屋,3,３連単,6-1-3,37850
2020-01-02,芦屋,3,３連複,1-3-6,980
2020-01-02,芦屋,4,単勝,1,100
2020-01-02,芦屋,4,複勝,1,100
2020-01-02,芦屋,4,複勝,2,120
2020-01-02,芦屋,4,２連単,1-2,200
2020-01-02,芦屋,4,２連複,1-2,210
2020-01-02,芦屋,4,拡連複,1-2,140
2020-01-02,芦屋,4,３連単,1-2-6,1250
2020-01-02,芦屋,4,３連複,1-2-6,1020
2020-01-02,芦屋,5,単勝,2,180
2020-01-02,芦屋,5,複勝,2,100
2020-01-02,芦屋,5,複勝,1,120
2020-01-02,芦屋,5,２連単,2-1,450
2020-01-02,芦屋,5,２連複,1-2,230
2020-01-02,芦屋,5,拡連複,1-2,160
2020-01-02,芦屋,5,３連単,2-1-6,940
2020-01-02,芦屋,5,３連複,1-2-6,290
