日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-08-14,大村,1,単勝,5,870
2023-08-14,大村,1,複勝,5,350
2023-08-14,大村,1,複勝,1,140
2023-08-14,大村,1,２連単,5-1,1340
2023-08-14,大村,1,２連複,1-5,550
2023-08-14,大村,1,拡連複,1-5,230
2023-08-14,大村,1,３連単,5-1-3,10810
2023-08-14,大村,1,３連複,1-3-5,1530
2023-08-14,大村,2,単勝,1,190
2023-08-14,大村,2,複勝,1,4510
2023-08-14,大村,2,複勝,4,8060
2023-08-14,大村,2,２連単,1-4,1080
2023-08-14,大村,2,２連複,1-4,840
2023-08-14,大村,2,拡連複,1-4,260
2023-08-14,大村,2,３連単,1-4-6,2820
2023-08-14,大村,2,３連複,1-4-6,850
2023-08-14,大村,3,単勝,1,190
2023-08-14,大村,3,複勝,1,130
2023-08-14,大村,3,複勝,5,290
2023-08-14,大村,3,２連単,1-5,890
2023-08-14,大村,3,２連複,1-5,590
2023-08-14,大村,3,拡連複,1-5,190
2023-08-14,大村,3,３連単,1-5-4,4060
2023-08-14,大村,3,３連複,1-4-5,1080
2023-08-14,大村,4,単勝,2,8670
2023-08-14,大村,4,複勝,2,390
2023-08-14,大村,4,複勝,1,240
2023-08-14,大村,4,２連単,2-1,10770
2023-08-14,大村,4,２連複,1-2,1710
2023-08-14,大村,4,拡連複,1-2,1070
2023-08-14,大村,4,３連単,2-1-5,43040
2023-08-14,大村,4,３連複,1-2-5,4460
2023-08-14,大村,5,単勝,2,180
2023-08-14,大村,5,複勝,2,100
2023-08-14,大村,5,複勝,4,110
2023-08-14,大村,5,２連単,2-4,390
2023-08-14,大村,5,２連複,2-4,270
2023-08-14,大村,5,拡連複,2-4,160
2023-08-14,大村,5,３連単,2-4-3,2500
2023-08-14,大村,5,３連複,2-3-4,1030
2023-08-14,大村,6,単勝,1,130
2023-08-14,大村,6,複勝,1,100
2023-08-14,大村,6,複勝,2,120
2023-08-14,大村,6,２連単,1-2,160
2023-08-14,大村,6,２連複,1-2,160
2023-08-14,大村,6,拡連複,1-2,120
2023-08-14,大村,6,３連単,1-2-6,2840
2023-08-14,大村,6,３連複,1-2-6,1930
2023-08-14,大村,7,単勝,1,100
2023-08-14,大村,7,複勝,1,100
2023-08-14,大村,7,複勝,3,140
2023-08-14,大村,7,２連単,1-3,300
2023-08-14,大村,7,２連複,1-3,360
2023-08-14,大村,7,拡連複,1-3,110
2023-08-14,大村,7,３連単,1-3-4,800
2023-08-14,大村,7,３連複,1-3-4,450
2023-08-14,大村,8,単勝,1,190
2023-08-14,大村,8,複勝,1,100
2023-08-14,大村,8,複勝,3,340
2023-08-14,大村,8,２連単,1-3,930
2023-08-14,大村,8,２連複,1-3,630
2023-08-14,大村,8,拡連複,1-3,180
2023-08-14,大村,8,３連単,1-3-4,1730
2023-08-14,大村,8,３連複,1-3-4,620
2023-08-14,大村,9,単勝,1,150
2023-08-14,大村,9,複勝,1,120
2023-08-14,大村,9,複勝,2,180
2023-08-14,大村,9,２連単,1-2,570
2023-08-14,大村,9,２連複,1-2,580
2023-08-14,大村,9,拡連複,1-2,260
2023-08-14,大村,9,３連単,1-2-6,2730
2023-08-14,大村,9,３連複,1-2-6,1300
2023-08-14,大村,10,単勝,4,610
2023-08-14,大村,10,複勝,4,270
2023-08-14,大村,10,複勝,5,410
2023-08-14,大村,10,２連単,4-5,2910
2023-08-14,大村,10,２連複,4-5,1480
2023-08-14,大村,10,拡連複,4-5,510
2023-08-14,大村,10,３連単,4-5-2,13220
2023-08-14,大村,10,３連複,2-4-5,4480
2023-08-14,大村,11,単勝,1,110
2023-08-14,大村,11,複勝,1,100
2023-08-14,大村,11,複勝,2,100
2023-08-14,大村,11,２連単,1-2,330
2023-08-14,大村,11,２連複,1-2,220
2023-08-14,大村,11,拡連複,1-2,150
2023-08-14,大村,11,３連単,1-2-3,840
2023-08-14,大村,11,３連複,1-2-3,360
2023-08-14,大村,12,単勝,1,110
2023-08-14,大村,12,複勝,1,100
2023-08-14,大村,12,複勝,3,190
2023-08-14,大村,12,２連単,1-3,440
2023-08-14,大村,12,２連複,1-3,440
2023-08-14,大村,12,拡連複,1-3,180
2023-08-14,大村,12,３連単,1-3-6,2670
2023-08-14,大村,12,３連複,1-3-6,1940
2023-08-14,唐津,1,単勝,1,100
2023-08-14,唐津,1,複勝,1,100
2023-08-14,唐津,1,複勝,3,180
2023-08-14,唐津,1,２連単,1-3,250
2023-08-14,唐津,1,２連複,1-3,210
2023-08-14,唐津,1,拡連複,1-3,130
2023-08-14,唐津,1,３連単,1-3-2,560
2023-08-14,唐津,1,３連複,1-2-3,270
2023-08-14,唐津,2,単勝,1,120
2023-08-14,唐津,2,複勝,1,100
2023-08-14,唐津,2,複勝,2,120
2023-08-14,唐津,2,２連単,1-2,140
2023-08-14,唐津,2,２連複,1-2,120
2023-08-14,唐津,2,拡連複,1-2,100
2023-08-14,唐津,2,３連単,1-2-6,940
2023-08-14,唐津,2,３連複,1-2-6,510
2023-08-14,唐津,3,単勝,3,320
2023-08-14,唐津,3,複勝,3,110
2023-08-14,唐津,3,複勝,1,190
2023-08-14,唐津,3,２連単,3-1,340
2023-08-14,唐津,3,２連複,1-3,180
2023-08-14,唐津,3,拡連複,1-3,130
2023-08-14,唐津,3,３連単,3-1-6,1490
2023-08-14,唐津,3,３連複,1-3-6,590
2023-08-14,唐津,4,単勝,4,1960
2023-08-14,唐津,4,複勝,4,1650
2023-08-14,唐津,4,複勝,1,110
2023-08-14,唐津,4,２連単,4-1,9430
2023-08-14,唐津,4,２連複,1-4,1790
2023-08-14,唐津,4,拡連複,1-4,380
2023-08-14,唐津,4,３連単,4-1-6,44020
2023-08-14,唐津,4,３連複,1-4-6,6880
2023-08-14,唐津,5,単勝,2,220
2023-08-14,唐津,5,複勝,2,120
2023-08-14,唐津,5,複勝,6,120
2023-08-14,唐津,5,２連単,2-6,800
2023-08-14,唐津,5,２連複,2-6,620
2023-08-14,唐津,5,拡連複,2-6,290
2023-08-14,唐津,5,３連単,2-6-3,4490
2023-08-14,唐津,5,３連複,2-3-6,1180
2023-08-14,唐津,6,単勝,4,270
2023-08-14,唐津,6,複勝,4,110
2023-08-14,唐津,6,複勝,3,100
2023-08-14,唐津,6,２連単,4-3,440
2023-08-14,唐津,6,２連複,3-4,220
2023-08-14,唐津,6,拡連複,3-4,200
2023-08-14,唐津,6,３連単,4-3-6,1200
2023-08-14,唐津,6,３連複,3-4-6,450
2023-08-14,唐津,7,単勝,2,140
2023-08-14,唐津,7,複勝,2,100
2023-08-14,唐津,7,複勝,3,140
2023-08-14,唐津,7,２連単,2-3,400
2023-08-14,唐津,7,２連複,2-3,260
2023-08-14,唐津,7,拡連複,2-3,130
2023-08-14,唐津,7,３連単,2-3-5,670
2023-08-14,唐津,7,３連複,2-3-5,240
2023-08-14,唐津,8,単勝,1,380
2023-08-14,唐津,8,複勝,1,160
2023-08-14,唐津,8,複勝,2,100
2023-08-14,唐津,8,２連単,1-2,430
2023-08-14,唐津,8,２連複,1-2,200
2023-08-14,唐津,8,拡連複,1-2,140
2023-08-14,唐津,8,３連単,1-2-4,1230
2023-08-14,唐津,8,３連複,1-2-4,260
2023-08-14,唐津,9,単勝,4,290
2023-08-14,唐津,9,複勝,4,140
2023-08-14,唐津,9,複勝,6,960
2023-08-14,唐津,9,２連単,4-6,1350
2023-08-14,唐津,9,２連複,4-6,940
2023-08-14,唐津,9,拡連複,4-6,250
2023-08-14,唐津,9,３連単,4-6-5,7260
2023-08-14,唐津,9,３連複,4-5-6,2960
2023-08-14,唐津,10,単勝,2,1170
2023-08-14,唐津,10,複勝,2,300
2023-08-14,唐津,10,複勝,3,100
2023-08-14,唐津,10,２連単,2-3,8050
2023-08-14,唐津,10,２連複,2-3,1260
