日付,レース場,レース番号,舟券種,組合せ,払戻金
2020-06-25,芦屋,1,単勝,1,110
2020-06-25,芦屋,1,複勝,1,100
2020-06-25,芦屋,1,複勝,5,270
2020-06-25,芦屋,1,２連単,1-5,530
2020-06-25,芦屋,1,２連複,1-5,520
2020-06-25,芦屋,1,拡連複,1-5,200
2020-06-25,芦屋,1,３連単,1-5-4,1700
2020-06-25,芦屋,1,３連複,1-4-5,630
2020-06-25,芦屋,2,単勝,1,110
2020-06-25,芦屋,2,複勝,1,150
2020-06-25,芦屋,2,複勝,2,190
2020-06-25,芦屋,2,２連単,1-2,420
2020-06-25,芦屋,2,２連複,1-2,310
2020-06-25,芦屋,2,拡連複,1-2,140
2020-06-25,芦屋,2,３連単,1-2-4,680
2020-06-25,芦屋,2,３連複,1-2-4,220
2020-06-25,芦屋,3,単勝,1,120
2020-06-25,芦屋,3,複勝,1,100
2020-06-25,芦屋,3,複勝,2,140
2020-06-25,芦屋,3,２連単,1-2,520
2020-06-25,芦屋,3,２連複,1-2,510
2020-06-25,芦屋,3,拡連複,1-2,280
2020-06-25,芦屋,3,３連単,1-2-5,2560
2020-06-25,芦屋,3,３連複,1-2-5,1790
2020-06-25,芦屋,4,単勝,1,100
2020-06-25,芦屋,4,複勝,1,100
2020-06-25,芦屋,4,複勝,2,180
2020-06-25,芦屋,4,２連単,1-2,230
2020-06-25,芦屋,4,２連複,1-2,230
2020-06-25,芦屋,4,拡連複,1-2,130
2020-06-25,芦屋,4,３連単,1-2-3,470
2020-06-25,芦屋,4,３連複,1-2-3,210
2020-06-25,芦屋,5,単勝,1,110
2020-06-25,芦屋,5,複勝,1,100
2020-06-25,芦屋,5,複勝,2,160
2020-06-25,芦屋,5,２連単,1-2,190
2020-06-25,芦屋,5,２連複,1-2,140
2020-06-25,芦屋,5,拡連複,1-2,150
2020-06-25,芦屋,5,３連単,1-2-4,790
2020-06-25,芦屋,5,３連複,1-2-4,360
2020-06-25,芦屋,6,単勝,1,150
2020-06-25,芦屋,6,複勝,1,100
2020-06-25,芦屋,6,複勝,4,130
2020-06-25,芦屋,6,２連単,1-4,430
2020-06-25,芦屋,6,２連複,1-4,210
2020-06-25,芦屋,6,拡連複,1-4,140
2020-06-25,芦屋,6,３連単,1-4-3,1550
2020-06-25,芦屋,6,３連複,1-3-4,610
2020-06-25,芦屋,7,単勝,1,130
2020-06-25,芦屋,7,複勝,1,120
2020-06-25,芦屋,7,複勝,5,460
2020-06-25,芦屋,7,２連単,1-5,1390
2020-06-25,芦屋,7,２連複,1-5,1380
2020-06-25,芦屋,7,拡連複,1-5,410
2020-06-25,芦屋,7,３連単,1-5-2,6480
2020-06-25,芦屋,7,３連複,1-2-5,1390
2020-06-25,芦屋,8,単勝,1,130
2020-06-25,芦屋,8,複勝,1,120
2020-06-25,芦屋,8,複勝,6,240
2020-06-25,芦屋,8,２連単,1-6,280
2020-06-25,芦屋,8,２連複,1-6,170
2020-06-25,芦屋,8,拡連複,1-6,120
2020-06-25,芦屋,8,３連単,1-6-2,680
2020-06-25,芦屋,8,３連複,1-2-6,250
2020-06-25,芦屋,9,単勝,1,130
2020-06-25,芦屋,9,複勝,1,100
2020-06-25,芦屋,9,複勝,4,250
2020-06-25,芦屋,9,２連単,1-4,340
2020-06-25,芦屋,9,２連複,1-4,350
2020-06-25,芦屋,9,拡連複,1-4,150
2020-06-25,芦屋,9,３連単,1-4-6,3830
2020-06-25,芦屋,9,３連複,1-4-6,1490
2020-06-25,芦屋,10,単勝,3,1720
2020-06-25,芦屋,10,複勝,3,760
2020-06-25,芦屋,10,複勝,1,290
2020-06-25,芦屋,10,２連単,3-1,2620
2020-06-25,芦屋,10,２連複,1-3,460
2020-06-25,芦屋,10,拡連複,1-3,190
2020-06-25,芦屋,10,３連単,3-1-6,12090
2020-06-25,芦屋,10,３連複,1-3-6,1200
2020-06-25,芦屋,11,単勝,1,130
2020-06-25,芦屋,11,複勝,1,200
2020-06-25,芦屋,11,複勝,4,180
2020-06-25,芦屋,11,２連単,1-4,590
2020-06-25,芦屋,11,２連複,1-4,610
2020-06-25,芦屋,11,拡連複,1-4,160
2020-06-25,芦屋,11,３連単,1-4-5,2180
2020-06-25,芦屋,11,３連複,1-4-5,900
2020-06-25,芦屋,12,単勝,2,310
2020-06-25,芦屋,12,複勝,2,140
2020-06-25,芦屋,12,複勝,1,110
2020-06-25,芦屋,12,２連単,2-1,480
2020-06-25,芦屋,12,２連複,1-2,190
2020-06-25,芦屋,12,拡連複,1-2,120
2020-06-25,芦屋,12,３連単,2-1-4,2060
2020-06-25,芦屋,12,３連複,1-2-4,490
2020-06-25,若松,1,単勝,4,580
2020-06-25,若松,1,複勝,4,100
2020-06-25,若松,1,複勝,1,180
2020-06-25,若松,1,２連単,4-1,710
2020-06-25,若松,1,２連複,1-4,300
2020-06-25,若松,1,拡連複,1-4,210
2020-06-25,若松,1,３連単,4-1-6,3120
2020-06-25,若松,1,３連複,1-4-6,650
2020-06-25,若松,2,単勝,6,430
2020-06-25,若松,2,複勝,6,220
2020-06-25,若松,2,複勝,2,230
2020-06-25,若松,2,２連単,6-2,1350
2020-06-25,若松,2,２連複,2-6,920
2020-06-25,若松,2,拡連複,2-6,160
2020-06-25,若松,2,３連単,6-2-3,2740
2020-06-25,若松,2,３連複,2-3-6,630
2020-06-25,若松,3,単勝,4,1330
2020-06-25,若松,3,複勝,4,210
2020-06-25,若松,3,複勝,2,110
2020-06-25,若松,3,２連単,4-2,2920
2020-06-25,若松,3,２連複,2-4,910
2020-06-25,若松,3,拡連複,2-4,310
2020-06-25,若松,3,３連単,4-2-3,8800
2020-06-25,若松,3,３連複,2-3-4,670
2020-06-25,若松,4,単勝,5,250
2020-06-25,若松,4,複勝,5,110
