日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-03-11,若松,1,単勝,2,530
2022-03-11,若松,1,複勝,2,240
2022-03-11,若松,1,複勝,4,550
2022-03-11,若松,1,２連単,2-4,2240
2022-03-11,若松,1,２連複,2-4,1540
2022-03-11,若松,1,拡連複,2-4,400
2022-03-11,若松,1,３連単,2-4-6,14030
2022-03-11,若松,1,３連複,2-4-6,3890
2022-03-11,若松,2,単勝,2,610
2022-03-11,若松,2,複勝,2,100
2022-03-11,若松,2,複勝,1,100
2022-03-11,若松,2,２連単,2-1,1130
2022-03-11,若松,2,２連複,1-2,160
2022-03-11,若松,2,拡連複,1-2,150
2022-03-11,若松,2,３連単,2-1-6,8880
2022-03-11,若松,2,３連複,1-2-6,1700
2022-03-11,若松,3,単勝,3,540
2022-03-11,若松,3,複勝,3,170
2022-03-11,若松,3,複勝,2,450
2022-03-11,若松,3,２連単,3-2,4130
2022-03-11,若松,3,２連複,2-3,2270
2022-03-11,若松,3,拡連複,2-3,430
2022-03-11,若松,3,３連単,3-2-1,11140
2022-03-11,若松,3,３連複,1-2-3,530
2022-03-11,若松,4,単勝,1,120
2022-03-11,若松,4,複勝,1,100
2022-03-11,若松,4,複勝,2,150
2022-03-11,若松,4,２連単,1-2,360
2022-03-11,若松,4,２連複,1-2,350
2022-03-11,若松,4,拡連複,1-2,140
2022-03-11,若松,4,３連単,1-2-5,890
2022-03-11,若松,4,３連複,1-2-5,370
2022-03-11,若松,5,単勝,6,490
2022-03-11,若松,5,複勝,6,390
2022-03-11,若松,5,複勝,4,350
2022-03-11,若松,5,２連単,6-4,4440
2022-03-11,若松,5,２連複,4-6,2470
2022-03-11,若松,5,拡連複,4-6,610
2022-03-11,若松,5,３連単,6-4-3,26920
2022-03-11,若松,5,３連複,3-4-6,3760
2022-03-11,若松,6,単勝,1,110
2022-03-11,若松,6,複勝,1,180
2022-03-11,若松,6,複勝,2,690
2022-03-11,若松,6,２連単,1-2,560
2022-03-11,若松,6,２連複,1-2,400
2022-03-11,若松,6,拡連複,1-2,220
2022-03-11,若松,6,３連単,1-2-6,3010
2022-03-11,若松,6,３連複,1-2-6,1540
2022-03-11,若松,7,単勝,1,120
2022-03-11,若松,7,複勝,1,100
2022-03-11,若松,7,複勝,4,100
2022-03-11,若松,7,２連単,1-4,300
2022-03-11,若松,7,２連複,1-4,250
2022-03-11,若松,7,拡連複,1-4,140
2022-03-11,若松,7,３連単,1-4-3,1110
2022-03-11,若松,7,３連複,1-3-4,460
2022-03-11,若松,8,単勝,1,120
2022-03-11,若松,8,複勝,1,100
2022-03-11,若松,8,複勝,2,180
2022-03-11,若松,8,２連単,1-2,330
2022-03-11,若松,8,２連複,1-2,290
2022-03-11,若松,8,拡連複,1-2,160
2022-03-11,若松,8,３連単,1-2-5,1000
2022-03-11,若松,8,３連複,1-2-5,470
2022-03-11,若松,9,単勝,1,110
2022-03-11,若松,9,複勝,1,100
2022-03-11,若松,9,複勝,2,160
2022-03-11,若松,9,２連単,1-2,320
2022-03-11,若松,9,２連複,1-2,270
2022-03-11,若松,9,拡連複,1-2,190
2022-03-11,若松,9,３連単,1-2-6,3050
2022-03-11,若松,9,３連複,1-2-6,1900
2022-03-11,若松,10,単勝,1,110
2022-03-11,若松,10,複勝,1,100
2022-03-11,若松,10,複勝,6,340
2022-03-11,若松,10,２連単,1-6,1720
2022-03-11,若松,10,２連複,1-6,1280
2022-03-11,若松,10,拡連複,1-6,390
2022-03-11,若松,10,３連単,1-6-5,6960
2022-03-11,若松,10,３連複,1-5-6,2040
2022-03-11,若松,11,単勝,2,760
2022-03-11,若松,11,複勝,2,400
2022-03-11,若松,11,複勝,4,880
2022-03-11,若松,11,２連単,2-4,6520
2022-03-11,若松,11,２連複,2-4,2940
2022-03-11,若松,11,拡連複,2-4,510
2022-03-11,若松,11,３連単,2-4-5,26530
2022-03-11,若松,11,３連複,2-4-5,5080
2022-03-11,若松,12,単勝,1,110
2022-03-11,若松,12,複勝,1,110
2022-03-11,若松,12,複勝,3,260
2022-03-11,若松,12,２連単,1-3,370
2022-03-11,若松,12,２連複,1-3,290
2022-03-11,若松,12,拡連複,1-3,140
2022-03-11,若松,12,３連単,1-3-6,890
2022-03-11,若松,12,３連複,1-3-6,440
2022-03-11,徳山,1,単勝,1,110
2022-03-11,徳山,1,複勝,1,100
2022-03-11,徳山,1,複勝,2,180
2022-03-11,徳山,1,２連単,1-2,230
2022-03-11,徳山,1,２連複,1-2,220
2022-03-11,徳山,1,拡連複,1-2,110
2022-03-11,徳山,1,３連単,1-2-4,570
2022-03-11,徳山,1,３連複,1-2-4,320
2022-03-11,徳山,2,単勝,1,100
2022-03-11,徳山,2,複勝,1,100
2022-03-11,徳山,2,複勝,3,180
2022-03-11,徳山,2,２連単,1-3,290
2022-03-11,徳山,2,２連複,1-3,220
2022-03-11,徳山,2,拡連複,1-3,150
2022-03-11,徳山,2,３連単,1-3-2,990
2022-03-11,徳山,2,３連複,1-2-3,410
2022-03-11,徳山,3,単勝,3,220
2022-03-11,徳山,3,複勝,3,100
2022-03-11,徳山,3,複勝,1,100
2022-03-11,徳山,3,２連単,3-1,490
2022-03-11,徳山,3,２連複,1-3,220
2022-03-11,徳山,3,拡連複,1-3,150
2022-03-11,徳山,3,３連単,3-1-4,880
2022-03-11,徳山,3,３連複,1-3-4,230
2022-03-11,徳山,4,単勝,2,930
2022-03-11,徳山,4,複勝,2,150
2022-03-11,徳山,4,複勝,1,100
2022-03-11,徳山,4,２連単,2-1,1650
2022-03-11,徳山,4,２連複,1-2,150
2022-03-11,徳山,4,拡連複,1-2,120
2022-03-11,徳山,4,３連単,2-1-3,4900
2022-03-11,徳山,4,３連複,1-2-3,220
2022-03-11,徳山,5,単勝,2,990
2022-03-11,徳山,5,複勝,2,230
2022-03-11,徳山,5,複勝,1,110
2022-03-11,徳山,5,２連単,2-1,3160
2022-03-11,徳山,5,２連複,1-2,350
2022-03-11,徳山,5,拡連複,1-2,190
2022-03-11,徳山,5,３連単,2-1-3,5200
2022-03-11,徳山,5,３連複,1-2-3,330
2022-03-11,徳山,6,単勝,1,140
2022-03-11,徳山,6,複勝,1,150
2022-03-11,徳山,6,複勝,2,160
2022-03-11,徳山,6,２連単,1-2,660
2022-03-11,徳山,6,２連複,1-2,480
2022-03-11,徳山,6,拡連複,1-2,150
2022-03-11,徳山,6,３連単,1-2-3,1120
2022-03-11,徳山,6,３連複,1-2-3,270
2022-03-11,徳山,7,単勝,3,430
2022-03-11,徳山,7,複勝,3,160
