日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-01-01,大村,1,単勝,1,180
2022-01-01,大村,1,複勝,1,230
2022-01-01,大村,1,複勝,5,480
2022-01-01,大村,1,２連単,1-5,920
2022-01-01,大村,1,２連複,1-5,720
2022-01-01,大村,1,拡連複,1-5,310
2022-01-01,大村,1,３連単,1-5-3,5460
2022-01-01,大村,1,３連複,1-3-5,1130
2022-01-01,大村,2,単勝,2,840
2022-01-01,大村,2,複勝,2,270
2022-01-01,大村,2,複勝,1,140
2022-01-01,大村,2,２連単,2-1,2020
2022-01-01,大村,2,２連複,1-2,570
2022-01-01,大村,2,拡連複,1-2,320
2022-01-01,大村,2,３連単,2-1-6,12850
2022-01-01,大村,2,３連複,1-2-6,1780
2022-01-01,大村,3,単勝,1,100
2022-01-01,大村,3,複勝,1,100
2022-01-01,大村,3,複勝,2,120
2022-01-01,大村,3,２連単,1-2,330
2022-01-01,大村,3,２連複,1-2,280
2022-01-01,大村,3,拡連複,1-2,130
2022-01-01,大村,3,３連単,1-2-3,870
2022-01-01,大村,3,３連複,1-2-3,470
2022-01-01,大村,4,単勝,1,190
2022-01-01,大村,4,複勝,1,220
2022-01-01,大村,4,複勝,3,160
2022-01-01,大村,4,２連単,1-3,270
2022-01-01,大村,4,２連複,1-3,140
2022-01-01,大村,4,拡連複,1-3,150
2022-01-01,大村,4,３連単,1-3-4,1110
2022-01-01,大村,4,３連複,1-3-4,530
2022-01-01,大村,5,単勝,1,130
2022-01-01,大村,5,複勝,1,100
2022-01-01,大村,5,複勝,2,220
2022-01-01,大村,5,２連単,1-2,190
2022-01-01,大村,5,２連複,1-2,200
2022-01-01,大村,5,拡連複,1-2,130
2022-01-01,大村,5,３連単,1-2-5,1220
2022-01-01,大村,5,３連複,1-2-5,790
2022-01-01,大村,6,単勝,4,400
2022-01-01,大村,6,複勝,4,130
2022-01-01,大村,6,複勝,1,110
2022-01-01,大村,6,２連単,4-1,680
2022-01-01,大村,6,２連複,1-4,140
2022-01-01,大村,6,拡連複,1-4,120
2022-01-01,大村,6,３連単,4-1-3,2540
2022-01-01,大村,6,３連複,1-3-4,300
2022-01-01,大村,7,単勝,4,240
2022-01-01,大村,7,複勝,4,100
2022-01-01,大村,7,複勝,3,470
2022-01-01,大村,7,２連単,4-3,3190
2022-01-01,大村,7,２連複,3-4,2090
2022-01-01,大村,7,拡連複,3-4,300
2022-01-01,大村,7,３連単,4-3-1,7090
2022-01-01,大村,7,３連複,1-3-4,410
2022-01-01,大村,8,単勝,1,100
2022-01-01,大村,8,複勝,1,100
2022-01-01,大村,8,複勝,3,180
2022-01-01,大村,8,２連単,1-3,430
2022-01-01,大村,8,２連複,1-3,290
2022-01-01,大村,8,拡連複,1-3,180
2022-01-01,大村,8,３連単,1-3-4,2060
2022-01-01,大村,8,３連複,1-3-4,1330
2022-01-01,大村,9,単勝,1,150
2022-01-01,大村,9,複勝,1,110
2022-01-01,大村,9,複勝,2,280
2022-01-01,大村,9,２連単,1-2,330
2022-01-01,大村,9,２連複,1-2,270
2022-01-01,大村,9,拡連複,1-2,120
2022-01-01,大村,9,３連単,1-2-6,1010
2022-01-01,大村,9,３連複,1-2-6,460
2022-01-01,大村,10,単勝,1,120
2022-01-01,大村,10,複勝,1,100
2022-01-01,大村,10,複勝,2,140
2022-01-01,大村,10,２連単,1-2,260
2022-01-01,大村,10,２連複,1-2,220
2022-01-01,大村,10,拡連複,1-2,130
2022-01-01,大村,10,３連単,1-2-4,640
2022-01-01,大村,10,３連複,1-2-4,290
2022-01-01,大村,11,単勝,1,110
2022-01-01,大村,11,複勝,1,110
2022-01-01,大村,11,複勝,2,170
2022-01-01,大村,11,２連単,1-2,240
2022-01-01,大村,11,２連複,1-2,240
2022-01-01,大村,11,拡連複,1-2,120
2022-01-01,大村,11,３連単,1-2-3,670
2022-01-01,大村,11,３連複,1-2-3,360
2022-01-01,大村,12,単勝,2,560
2022-01-01,大村,12,複勝,2,260
2022-01-01,大村,12,複勝,4,350
2022-01-01,大村,12,２連単,2-4,12380
2022-01-01,大村,12,２連複,2-4,3450
2022-01-01,大村,12,拡連複,2-4,480
2022-01-01,大村,12,３連単,2-4-3,66850
2022-01-01,大村,12,３連複,2-3-4,4990
2022-01-01,唐津,1,単勝,5,370
2022-01-01,唐津,1,複勝,5,600
2022-01-01,唐津,1,複勝,2,240
2022-01-01,唐津,1,２連単,5-2,4110
2022-01-01,唐津,1,２連複,2-5,4220
2022-01-01,唐津,1,拡連複,2-5,410
2022-01-01,唐津,1,３連単,5-2-1,13880
2022-01-01,唐津,1,３連複,1-2-5,380
2022-01-01,唐津,2,単勝,2,130
2022-01-01,唐津,2,複勝,2,100
2022-01-01,唐津,2,複勝,3,220
2022-01-01,唐津,2,２連単,2-3,1390
2022-01-01,唐津,2,２連複,2-3,810
2022-01-01,唐津,2,拡連複,2-3,300
2022-01-01,唐津,2,３連単,2-3-4,3200
2022-01-01,唐津,2,３連複,2-3-4,1100
2022-01-01,唐津,3,単勝,3,620
2022-01-01,唐津,3,複勝,3,110
2022-01-01,唐津,3,複勝,1,100
2022-01-01,唐津,3,２連単,3-1,940
2022-01-01,唐津,3,２連複,1-3,120
2022-01-01,唐津,3,拡連複,1-3,120
2022-01-01,唐津,3,３連単,3-1-4,2470
2022-01-01,唐津,3,３連複,1-3-4,230
2022-01-01,唐津,4,単勝,2,380
2022-01-01,唐津,4,複勝,2,130
2022-01-01,唐津,4,複勝,3,260
