日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-03-25,唐津,1,単勝,1,100
2022-03-25,唐津,1,複勝,1,100
2022-03-25,唐津,1,複勝,2,130
2022-03-25,唐津,1,２連単,1-2,170
2022-03-25,唐津,1,２連複,1-2,150
2022-03-25,唐津,1,拡連複,1-2,130
2022-03-25,唐津,1,３連単,1-2-3,670
2022-03-25,唐津,1,３連複,1-2-3,290
2022-03-25,唐津,2,単勝,1,100
2022-03-25,唐津,2,複勝,1,180
2022-03-25,唐津,2,複勝,6,660
2022-03-25,唐津,2,２連単,1-6,1250
2022-03-25,唐津,2,２連複,1-6,1520
2022-03-25,唐津,2,拡連複,1-6,360
2022-03-25,唐津,2,３連単,1-6-3,17350
2022-03-25,唐津,2,３連複,1-3-6,2880
2022-03-25,唐津,3,単勝,1,100
2022-03-25,唐津,3,複勝,1,150
2022-03-25,唐津,3,複勝,6,560
2022-03-25,唐津,3,２連単,1-6,640
2022-03-25,唐津,3,２連複,1-6,560
2022-03-25,唐津,3,拡連複,1-6,170
2022-03-25,唐津,3,３連単,1-6-3,1030
2022-03-25,唐津,3,３連複,1-3-6,260
2022-03-25,唐津,4,単勝,1,310
2022-03-25,唐津,4,複勝,1,150
2022-03-25,唐津,4,複勝,5,250
2022-03-25,唐津,4,２連単,1-5,1340
2022-03-25,唐津,4,２連複,1-5,1410
2022-03-25,唐津,4,拡連複,1-5,240
2022-03-25,唐津,4,３連単,1-5-4,3910
2022-03-25,唐津,4,３連複,1-4-5,510
2022-03-25,唐津,5,単勝,1,260
2022-03-25,唐津,5,複勝,1,120
2022-03-25,唐津,5,複勝,4,100
2022-03-25,唐津,5,２連単,1-4,220
2022-03-25,唐津,5,２連複,1-4,330
2022-03-25,唐津,5,拡連複,1-4,150
2022-03-25,唐津,5,３連単,1-4-5,1010
2022-03-25,唐津,5,３連複,1-4-5,300
2022-03-25,唐津,6,単勝,4,100
2022-03-25,唐津,6,複勝,4,580
2022-03-25,唐津,6,複勝,3,790
2022-03-25,唐津,6,２連単,4-3,910
2022-03-25,唐津,6,２連複,3-4,740
2022-03-25,唐津,6,拡連複,3-4,180
2022-03-25,唐津,6,３連単,4-3-2,2930
2022-03-25,唐津,6,３連複,2-3-4,680
2022-03-25,唐津,7,単勝,4,260
2022-03-25,唐津,7,複勝,4,100
2022-03-25,唐津,7,複勝,1,150
2022-03-25,唐津,7,２連単,4-1,440
2022-03-25,唐津,7,２連複,1-4,240
2022-03-25,唐津,7,拡連複,1-4,100
2022-03-25,唐津,7,３連単,4-1-3,1180
2022-03-25,唐津,7,３連複,1-3-4,300
2022-03-25,唐津,8,単勝,2,1900
2022-03-25,唐津,8,複勝,2,730
2022-03-25,唐津,8,複勝,4,290
2022-03-25,唐津,8,２連単,2-4,12240
2022-03-25,唐津,8,２連複,2-4,5640
2022-03-25,唐津,8,拡連複,2-4,2260
2022-03-25,唐津,8,３連単,2-4-1,58690
2022-03-25,唐津,8,３連複,1-2-4,1850
2022-03-25,唐津,9,単勝,5,650
