日付,レース場,レース番号,舟券種,組合せ,払戻金
2025-05-04,唐津,1,単勝,2,190
2025-05-04,唐津,1,複勝,2,130
2025-05-04,唐津,1,複勝,5,330
2025-05-04,唐津,1,２連単,2-5,1570
2025-05-04,唐津,1,２連複,2-5,1400
2025-05-04,唐津,1,拡連複,2-5,340
2025-05-04,唐津,1,３連単,2-5-6,6050
2025-05-04,唐津,1,３連複,2-5-6,1060
2025-05-04,唐津,2,単勝,3,290
2025-05-04,唐津,2,複勝,3,150
2025-05-04,唐津,2,複勝,1,150
2025-05-04,唐津,2,２連単,3-1,520
2025-05-04,唐津,2,２連複,1-3,180
2025-05-04,唐津,2,拡連複,1-3,100
2025-05-04,唐津,2,３連単,3-1-2,2560
2025-05-04,唐津,2,３連複,1-2-3,360
2025-05-04,唐津,3,単勝,4,1110
2025-05-04,唐津,3,複勝,4,550
2025-05-04,唐津,3,複勝,2,310
2025-05-04,唐津,3,２連単,4-2,11530
2025-05-04,唐津,3,２連複,2-4,4710
2025-05-04,唐津,3,拡連複,2-4,740
2025-05-04,唐津,3,３連単,4-2-6,84630
2025-05-04,唐津,3,３連複,2-4-6,14830
2025-05-04,唐津,4,単勝,3,780
2025-05-04,唐津,4,複勝,3,340
2025-05-04,唐津,4,複勝,4,210
2025-05-04,唐津,4,２連単,3-4,9230
2025-05-04,唐津,4,２連複,3-4,5160
2025-05-04,唐津,4,拡連複,3-4,690
2025-05-04,唐津,4,３連単,3-4-6,37900
2025-05-04,唐津,4,３連複,3-4-6,4950
2025-05-04,唐津,5,単勝,1,120
2025-05-04,唐津,5,複勝,1,110
2025-05-04,唐津,5,複勝,3,180
2025-05-04,唐津,5,２連単,1-3,390
2025-05-04,唐津,5,２連複,1-3,410
2025-05-04,唐津,5,拡連複,1-3,130
2025-05-04,唐津,5,３連単,1-3-2,870
2025-05-04,唐津,5,３連複,1-2-3,230
2025-05-04,唐津,6,単勝,6,380
2025-05-04,唐津,6,複勝,6,100
2025-05-04,唐津,6,複勝,1,110
2025-05-04,唐津,6,２連単,6-1,400
2025-05-04,唐津,6,２連複,1-6,170
2025-05-04,唐津,6,拡連複,1-6,170
2025-05-04,唐津,6,３連単,6-1-2,2010
2025-05-04,唐津,6,３連複,1-2-6,540
2025-05-04,唐津,7,単勝,1,100
2025-05-04,唐津,7,複勝,1,140
2025-05-04,唐津,7,複勝,5,1290
2025-05-04,唐津,7,２連単,1-5,7110
2025-05-04,唐津,7,２連複,1-5,5900
2025-05-04,唐津,7,拡連複,1-5,1070
2025-05-04,唐津,7,３連単,1-5-4,47830
2025-05-04,唐津,7,３連複,1-4-5,5690
2025-05-04,唐津,8,単勝,2,270
2025-05-04,唐津,8,複勝,2,150
2025-05-04,唐津,8,複勝,1,100
2025-05-04,唐津,8,２連単,2-1,1080
2025-05-04,唐津,8,２連複,1-2,390
2025-05-04,唐津,8,拡連複,1-2,260
2025-05-04,唐津,8,３連単,2-1-6,2280
2025-05-04,唐津,8,３連複,1-2-6,620
2025-05-04,唐津,9,単勝,1,330
2025-05-04,唐津,9,複勝,1,100
2025-05-04,唐津,9,複勝,6,110
2025-05-04,唐津,9,２連単,1-6,380
2025-05-04,唐津,9,２連複,1-6,220
2025-05-04,唐津,9,拡連複,1-6,150
2025-05-04,唐津,9,３連単,1-6-5,2230
2025-05-04,唐津,9,３連複,1-5-6,920
2025-05-04,唐津,10,単勝,2,620
2025-05-04,唐津,10,複勝,2,120
2025-05-04,唐津,10,複勝,1,100
