日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-08-10,大村,1,単勝,2,300
2024-08-10,大村,1,複勝,2,130
2024-08-10,大村,1,複勝,3,450
2024-08-10,大村,1,２連単,2-3,8330
2024-08-10,大村,1,２連複,2-3,2720
2024-08-10,大村,1,拡連複,2-3,540
2024-08-10,大村,1,３連単,2-3-5,10680
2024-08-10,大村,1,３連複,2-3-5,1710
2024-08-10,大村,2,単勝,4,790
2024-08-10,大村,2,複勝,4,270
2024-08-10,大村,2,複勝,1,100
2024-08-10,大村,2,２連単,4-1,1240
2024-08-10,大村,2,２連複,1-4,320
2024-08-10,大村,2,拡連複,1-4,210
2024-08-10,大村,2,３連単,4-1-3,6820
2024-08-10,大村,2,３連複,1-3-4,540
2024-08-10,大村,3,単勝,4,200
2024-08-10,大村,3,複勝,4,160
2024-08-10,大村,3,複勝,2,230
2024-08-10,大村,3,２連単,4-2,1890
2024-08-10,大村,3,２連複,2-4,1090
2024-08-10,大村,3,拡連複,2-4,230
2024-08-10,大村,3,３連単,4-2-5,5170
2024-08-10,大村,3,３連複,2-4-5,790
2024-08-10,大村,4,単勝,1,130
2024-08-10,大村,4,複勝,1,100
2024-08-10,大村,4,複勝,3,270
2024-08-10,大村,4,２連単,1-3,550
2024-08-10,大村,4,２連複,1-3,480
2024-08-10,大村,4,拡連複,1-3,450
2024-08-10,大村,4,３連単,1-3-4,2420
2024-08-10,大村,4,３連複,1-3-4,1260
2024-08-10,大村,5,単勝,1,190
2024-08-10,大村,5,複勝,1,110
2024-08-10,大村,5,複勝,4,170
2024-08-10,大村,5,２連単,1-4,580
2024-08-10,大村,5,２連複,1-4,290
2024-08-10,大村,5,拡連複,1-4,190
2024-08-10,大村,5,３連単,1-4-5,6610
2024-08-10,大村,5,３連複,1-4-5,2970
2024-08-10,大村,6,単勝,1,130
2024-08-10,大村,6,複勝,1,100
2024-08-10,大村,6,複勝,3,220
2024-08-10,大村,6,２連単,1-3,310
2024-08-10,大村,6,２連複,1-3,220
2024-08-10,大村,6,拡連複,1-3,130
2024-08-10,大村,6,３連単,1-3-5,1800
2024-08-10,大村,6,３連複,1-3-5,1070
2024-08-10,大村,7,単勝,1,160
2024-08-10,大村,7,複勝,1,120
2024-08-10,大村,7,複勝,5,410
2024-08-10,大村,7,２連単,1-5,2410
2024-08-10,大村,7,２連複,1-5,1020
2024-08-10,大村,7,拡連複,1-5,480
2024-08-10,大村,7,３連単,1-5-6,13240
2024-08-10,大村,7,３連複,1-5-6,7680
2024-08-10,大村,8,単勝,1,120
2024-08-10,大村,8,複勝,1,100
2024-08-10,大村,8,複勝,2,180
2024-08-10,大村,8,２連単,1-2,300
2024-08-10,大村,8,２連複,1-2,260
2024-08-10,大村,8,拡連複,1-2,210
2024-08-10,大村,8,３連単,1-2-6,880
2024-08-10,大村,8,３連複,1-2-6,320
2024-08-10,大村,9,単勝,1,110
2024-08-10,大村,9,複勝,1,100
2024-08-10,大村,9,複勝,4,280
2024-08-10,大村,9,２連単,1-4,460
2024-08-10,大村,9,２連複,1-4,450
2024-08-10,大村,9,拡連複,1-4,170
2024-08-10,大村,9,３連単,1-4-2,1320
