日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-11-30,大村,1,単勝,1,130
2023-11-30,大村,1,複勝,1,100
2023-11-30,大村,1,複勝,2,120
2023-11-30,大村,1,２連単,1-2,180
2023-11-30,大村,1,２連複,1-2,200
2023-11-30,大村,1,拡連複,1-2,140
2023-11-30,大村,1,３連単,1-2-6,800
2023-11-30,大村,1,３連複,1-2-6,460
2023-11-30,大村,2,単勝,1,270
2023-11-30,大村,2,複勝,1,100
2023-11-30,大村,2,複勝,2,400
2023-11-30,大村,2,２連単,1-2,970
2023-11-30,大村,2,２連複,1-2,320
2023-11-30,大村,2,拡連複,1-2,410
2023-11-30,大村,2,３連単,1-2-5,5870
2023-11-30,大村,2,３連複,1-2-5,2770
2023-11-30,大村,3,単勝,4,320
2023-11-30,大村,3,複勝,4,230
2023-11-30,大村,3,複勝,2,310
2023-11-30,大村,3,２連単,4-2,1820
2023-11-30,大村,3,２連複,2-4,810
2023-11-30,大村,3,拡連複,2-4,150
2023-11-30,大村,3,３連単,4-2-6,5740
2023-11-30,大村,3,３連複,2-4-6,1610
2023-11-30,大村,4,単勝,1,120
2023-11-30,大村,4,複勝,1,190
2023-11-30,大村,4,複勝,3,340
2023-11-30,大村,4,２連単,1-3,1150
2023-11-30,大村,4,２連複,1-3,690
2023-11-30,大村,4,拡連複,1-3,240
2023-11-30,大村,4,３連単,1-3-4,1830
2023-11-30,大村,4,３連複,1-3-4,730
2023-11-30,大村,5,単勝,3,300
2023-11-30,大村,5,複勝,3,140
2023-11-30,大村,5,複勝,2,190
2023-11-30,大村,5,２連単,3-2,1120
2023-11-30,大村,5,２連複,2-3,410
2023-11-30,大村,5,拡連複,2-3,320
2023-11-30,大村,5,３連単,3-2-1,4670
2023-11-30,大村,5,３連複,1-2-3,830
2023-11-30,大村,6,単勝,3,260
2023-11-30,大村,6,複勝,3,130
2023-11-30,大村,6,複勝,1,130
2023-11-30,大村,6,２連単,3-1,1420
2023-11-30,大村,6,２連複,1-3,560
2023-11-30,大村,6,拡連複,1-3,270
2023-11-30,大村,6,３連単,3-1-5,3040
2023-11-30,大村,6,３連複,1-3-5,240
2023-11-30,大村,7,単勝,3,320
2023-11-30,大村,7,複勝,3,120
2023-11-30,大村,7,複勝,1,100
2023-11-30,大村,7,２連単,3-1,720
2023-11-30,大村,7,２連複,1-3,170
2023-11-30,大村,7,拡連複,1-3,100
2023-11-30,大村,7,３連単,3-1-4,1230
2023-11-30,大村,7,３連複,1-3-4,170
2023-11-30,大村,8,単勝,4,1520
2023-11-30,大村,8,複勝,4,730
2023-11-30,大村,8,複勝,3,280
2023-11-30,大村,8,２連単,4-3,4490
2023-11-30,大村,8,２連複,3-4,960
2023-11-30,大村,8,拡連複,3-4,200
2023-11-30,大村,8,３連単,4-3-6,18280
2023-11-30,大村,8,３連複,3-4-6,2070
2023-11-30,大村,9,単勝,1,150
2023-11-30,大村,9,複勝,1,100
2023-11-30,大村,9,複勝,5,260
2023-11-30,大村,9,２連単,1-5,2170
2023-11-30,大村,9,２連複,1-5,1590
2023-11-30,大村,9,拡連複,1-5,300
2023-11-30,大村,9,３連単,1-5-2,4330
2023-11-30,大村,9,３連複,1-2-5,610
2023-11-30,大村,10,単勝,1,210
2023-11-30,大村,10,複勝,1,160
2023-11-30,大村,10,複勝,4,190
2023-11-30,大村,10,２連単,1-4,400
2023-11-30,大村,10,２連複,1-4,420
2023-11-30,大村,10,拡連複,1-4,140
2023-11-30,大村,10,３連単,1-4-3,960
2023-11-30,大村,10,３連複,1-3-4,240
2023-11-30,大村,11,単勝,2,420
2023-11-30,大村,11,複勝,2,250
2023-11-30,大村,11,複勝,3,320
2023-11-30,大村,11,２連単,2-3,1720
2023-11-30,大村,11,２連複,2-3,680
2023-11-30,大村,11,拡連複,2-3,420
2023-11-30,大村,11,３連単,2-3-6,17000
2023-11-30,大村,11,３連複,2-3-6,11020
2023-11-30,大村,12,単勝,1,140
2023-11-30,大村,12,複勝,1,140
2023-11-30,大村,12,複勝,3,240
2023-11-30,大村,12,２連単,1-3,320
2023-11-30,大村,12,２連複,1-3,350
2023-11-30,大村,12,拡連複,1-3,160
2023-11-30,大村,12,３連単,1-3-6,1230
2023-11-30,大村,12,３連複,1-3-6,840
2023-11-30,唐津,1,単勝,5,1170
2023-11-30,唐津,1,複勝,5,240
2023-11-30,唐津,1,複勝,1,110
2023-11-30,唐津,1,２連単,5-1,1330
2023-11-30,唐津,1,２連複,1-5,540
2023-11-30,唐津,1,拡連複,1-5,200
2023-11-30,唐津,1,３連単,5-1-3,13790
2023-11-30,唐津,1,３連複,1-3-5,1260
2023-11-30,唐津,2,単勝,1,110
2023-11-30,唐津,2,複勝,1,110
2023-11-30,唐津,2,複勝,4,180
2023-11-30,唐津,2,２連単,1-4,520
2023-11-30,唐津,2,２連複,1-4,480
2023-11-30,唐津,2,拡連複,1-4,230
2023-11-30,唐津,2,３連単,1-4-5,1380
2023-11-30,唐津,2,３連複,1-4-5,420
2023-11-30,唐津,3,単勝,1,180
2023-11-30,唐津,3,複勝,1,160
2023-11-30,唐津,3,複勝,3,160
2023-11-30,唐津,3,２連単,1-3,520
2023-11-30,唐津,3,２連複,1-3,250
2023-11-30,唐津,3,拡連複,1-3,160
2023-11-30,唐津,3,３連単,1-3-2,1140
2023-11-30,唐津,3,３連複,1-2-3,190
2023-11-30,唐津,4,単勝,4,150
2023-11-30,唐津,4,複勝,4,100
2023-11-30,唐津,4,複勝,3,290
2023-11-30,唐津,4,２連単,4-3,1030
2023-11-30,唐津,4,２連複,3-4,540
2023-11-30,唐津,4,拡連複,3-4,220
2023-11-30,唐津,4,３連単,4-3-6,1550
2023-11-30,唐津,4,３連複,3-4-6,270
2023-11-30,唐津,5,単勝,1,200
2023-11-30,唐津,5,複勝,1,120
2023-11-30,唐津,5,複勝,5,250
2023-11-30,唐津,5,２連単,1-5,750
2023-11-30,唐津,5,２連複,1-5,430
2023-11-30,唐津,5,拡連複,1-5,170
2023-11-30,唐津,5,３連単,1-5-3,3490
2023-11-30,唐津,5,３連複,1-3-5,1380
2023-11-30,唐津,6,単勝,2,600
2023-11-30,唐津,6,複勝,2,150
2023-11-30,唐津,6,複勝,6,100
2023-11-30,唐津,6,２連単,2-6,2250
2023-11-30,唐津,6,２連複,2-6,700
2023-11-30,唐津,6,拡連複,2-6,180
2023-11-30,唐津,6,３連単,2-6-3,7340
2023-11-30,唐津,6,３連複,2-3-6,890
2023-11-30,唐津,7,単勝,1,190
2023-11-30,唐津,7,複勝,1,150
2023-11-30,唐津,7,複勝,3,170
2023-11-30,唐津,7,２連単,1-3,580
2023-11-30,唐津,7,２連複,1-3,500
2023-11-30,唐津,7,拡連複,1-3,200
2023-11-30,唐津,7,３連単,1-3-6,1130
2023-11-30,唐津,7,３連複,1-3-6,260
2023-11-30,唐津,8,単勝,3,900
2023-11-30,唐津,8,複勝,3,560
2023-11-30,唐津,8,複勝,4,560
2023-11-30,唐津,8,２連単,3-4,6280
2023-11-30,唐津,8,２連複,3-4,5480
2023-11-30,唐津,8,拡連複,3-4,910
2023-11-30,唐津,8,３連単,3-4-5,42730
2023-11-30,唐津,8,３連複,3-4-5,13150
2023-11-30,唐津,9,単勝,1,150
2023-11-30,唐津,9,複勝,1,160
2023-11-30,唐津,9,複勝,2,120
2023-11-30,唐津,9,２連単,1-2,380
2023-11-30,唐津,9,２連複,1-2,230
2023-11-30,唐津,9,拡連複,1-2,170
2023-11-30,唐津,9,３連単,1-2-5,1660
2023-11-30,唐津,9,３連複,1-2-5,1110
2023-11-30,唐津,10,単勝,1,100
2023-11-30,唐津,10,複勝,1,100
2023-11-30,唐津,10,複勝,3,260
2023-11-30,唐津,10,２連単,1-3,340
2023-11-30,唐津,10,２連複,1-3,370
2023-11-30,唐津,10,拡連複,1-3,230
2023-11-30,唐津,10,３連単,1-3-5,1920
2023-11-30,唐津,10,３連複,1-3-5,1240
2023-11-30,唐津,11,単勝,1,130
2023-11-30,唐津,11,複勝,1,100
2023-11-30,唐津,11,複勝,2,130
2023-11-30,唐津,11,２連単,1-2,160
2023-11-30,唐津,11,２連複,1-2,140
2023-11-30,唐津,11,拡連複,1-2,100
2023-11-30,唐津,11,３連単,1-2-3,340
2023-11-30,唐津,11,３連複,1-2-3,200
2023-11-30,唐津,12,単勝,1,180
2023-11-30,唐津,12,複勝,1,100
2023-11-30,唐津,12,複勝,4,140
2023-11-30,唐津,12,２連単,1-4,270
2023-11-30,唐津,12,２連複,1-4,240
2023-11-30,唐津,12,拡連複,1-4,100
2023-11-30,唐津,12,３連単,1-4-2,700
2023-11-30,唐津,12,３連複,1-2-4,300
2023-11-30,芦屋,1,単勝,1,100
2023-11-30,芦屋,1,複勝,1,100
2023-11-30,芦屋,1,複勝,2,240
2023-11-30,芦屋,1,２連単,1-2,400
2023-11-30,芦屋,1,２連複,1-2,430
2023-11-30,芦屋,1,拡連複,1-2,260
2023-11-30,芦屋,1,３連単,1-2-3,950
2023-11-30,芦屋,1,３連複,1-2-3,380
2023-11-30,芦屋,2,単勝,1,180
2023-11-30,芦屋,2,複勝,1,100
2023-11-30,芦屋,2,複勝,4,120
2023-11-30,芦屋,2,２連単,1-4,270
2023-11-30,芦屋,2,２連複,1-4,160
2023-11-30,芦屋,2,拡連複,1-4,160
2023-11-30,芦屋,2,３連単,1-4-6,1700
2023-11-30,芦屋,2,３連複,1-4-6,730
2023-11-30,芦屋,3,単勝,4,2080
2023-11-30,芦屋,3,複勝,4,450
2023-11-30,芦屋,3,複勝,1,100
2023-11-30,芦屋,3,２連単,4-1,6250
2023-11-30,芦屋,3,２連複,1-4,1360
2023-11-30,芦屋,3,拡連複,1-4,460
2023-11-30,芦屋,3,３連単,4-1-3,15790
2023-11-30,芦屋,3,３連複,1-3-4,420
2023-11-30,芦屋,4,単勝,1,110
2023-11-30,芦屋,4,複勝,1,100
2023-11-30,芦屋,4,複勝,5,300
2023-11-30,芦屋,4,２連単,1-5,890
2023-11-30,芦屋,4,２連複,1-5,690
2023-11-30,芦屋,4,拡連複,1-5,310
2023-11-30,芦屋,4,３連単,1-5-6,3780
2023-11-30,芦屋,4,３連複,1-5-6,2780
2023-11-30,芦屋,5,単勝,1,120
2023-11-30,芦屋,5,複勝,1,100
2023-11-30,芦屋,5,複勝,6,340
2023-11-30,芦屋,5,２連単,1-6,1210
2023-11-30,芦屋,5,２連複,1-6,850
2023-11-30,芦屋,5,拡連複,1-6,260
