日付,レース場,レース番号,舟券種,組合せ,払戻金
2025-06-17,唐津,1,単勝,4,520
2025-06-17,唐津,1,複勝,4,190
2025-06-17,唐津,1,複勝,6,480
2025-06-17,唐津,1,２連単,4-6,2100
2025-06-17,唐津,1,２連複,4-6,2510
2025-06-17,唐津,1,拡連複,4-6,290
2025-06-17,唐津,1,３連単,4-6-1,3610
2025-06-17,唐津,1,３連複,1-4-6,450
2025-06-17,唐津,2,単勝,2,600
2025-06-17,唐津,2,複勝,2,160
2025-06-17,唐津,2,複勝,1,120
2025-06-17,唐津,2,２連単,2-1,1090
2025-06-17,唐津,2,２連複,1-2,270
2025-06-17,唐津,2,拡連複,1-2,130
2025-06-17,唐津,2,３連単,2-1-3,1970
2025-06-17,唐津,2,３連複,1-2-3,240
2025-06-17,唐津,3,単勝,1,120
2025-06-17,唐津,3,複勝,1,100
2025-06-17,唐津,3,複勝,2,190
2025-06-17,唐津,3,２連単,1-2,400
2025-06-17,唐津,3,２連複,1-2,270
2025-06-17,唐津,3,拡連複,1-2,220
2025-06-17,唐津,3,３連単,1-2-4,870
2025-06-17,唐津,3,３連複,1-2-4,330
2025-06-17,唐津,4,単勝,6,710
2025-06-17,唐津,4,複勝,6,180
2025-06-17,唐津,4,複勝,2,200
2025-06-17,唐津,4,２連単,6-2,2690
2025-06-17,唐津,4,２連複,2-6,660
2025-06-17,唐津,4,拡連複,2-6,250
2025-06-17,唐津,4,３連単,6-2-1,8290
2025-06-17,唐津,4,３連複,1-2-6,580
2025-06-17,唐津,5,単勝,1,130
2025-06-17,唐津,5,複勝,1,100
2025-06-17,唐津,5,複勝,2,140
2025-06-17,唐津,5,２連単,1-2,340
2025-06-17,唐津,5,２連複,1-2,250
2025-06-17,唐津,5,拡連複,1-2,170
2025-06-17,唐津,5,３連単,1-2-5,3870
2025-06-17,唐津,5,３連複,1-2-5,1790
2025-06-17,唐津,6,単勝,1,200
2025-06-17,唐津,6,複勝,1,100
2025-06-17,唐津,6,複勝,5,100
2025-06-17,唐津,6,２連単,1-5,500
2025-06-17,唐津,6,２連複,1-5,390
2025-06-17,唐津,6,拡連複,1-5,200
2025-06-17,唐津,6,３連単,1-5-6,1790
2025-06-17,唐津,6,３連複,1-5-6,510
2025-06-17,唐津,7,単勝,4,280
2025-06-17,唐津,7,複勝,4,100
2025-06-17,唐津,7,複勝,5,170
2025-06-17,唐津,7,２連単,4-5,430
