日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-07-23,大村,1,単勝,1,170
2023-07-23,大村,1,複勝,1,130
2023-07-23,大村,1,複勝,5,200
2023-07-23,大村,1,２連単,1-5,2450
2023-07-23,大村,1,２連複,1-5,2040
2023-07-23,大村,1,拡連複,1-5,310
2023-07-23,大村,1,３連単,1-5-3,4660
2023-07-23,大村,1,３連複,1-3-5,1220
2023-07-23,大村,2,単勝,1,250
2023-07-23,大村,2,複勝,1,100
2023-07-23,大村,2,複勝,2,250
2023-07-23,大村,2,２連単,1-2,330
2023-07-23,大村,2,２連複,1-2,370
2023-07-23,大村,2,拡連複,1-2,140
2023-07-23,大村,2,３連単,1-2-6,1540
2023-07-23,大村,2,３連複,1-2-6,1050
2023-07-23,大村,3,単勝,1,130
2023-07-23,大村,3,複勝,1,100
2023-07-23,大村,3,複勝,5,150
2023-07-23,大村,3,２連単,1-5,1030
2023-07-23,大村,3,２連複,1-5,670
2023-07-23,大村,3,拡連複,1-5,140
2023-07-23,大村,3,３連単,1-5-4,2670
2023-07-23,大村,3,３連複,1-4-5,710
2023-07-23,大村,4,単勝,3,730
2023-07-23,大村,4,複勝,3,480
2023-07-23,大村,4,複勝,6,320
2023-07-23,大村,4,２連単,3-6,3030
2023-07-23,大村,4,２連複,3-6,1090
2023-07-23,大村,4,拡連複,3-6,1190
2023-07-23,大村,4,３連単,3-6-4,5850
2023-07-23,大村,4,３連複,3-4-6,1330
2023-07-23,大村,5,単勝,2,510
2023-07-23,大村,5,複勝,2,400
2023-07-23,大村,5,複勝,1,120
2023-07-23,大村,5,２連単,2-1,2900
2023-07-23,大村,5,２連複,1-2,200
2023-07-23,大村,5,拡連複,1-2,180
2023-07-23,大村,5,３連単,2-1-5,10440
2023-07-23,大村,5,３連複,1-2-5,400
2023-07-23,大村,6,単勝,6,210
2023-07-23,大村,6,複勝,6,160
2023-07-23,大村,6,複勝,4,180
2023-07-23,大村,6,２連単,6-4,1800
2023-07-23,大村,6,２連複,4-6,560
2023-07-23,大村,6,拡連複,4-6,190
2023-07-23,大村,6,３連単,6-4-5,14410
2023-07-23,大村,6,３連複,4-5-6,2710
2023-07-23,大村,7,単勝,1,110
2023-07-23,大村,7,複勝,1,100
2023-07-23,大村,7,複勝,3,270
2023-07-23,大村,7,２連単,1-3,490
2023-07-23,大村,7,２連複,1-3,430
2023-07-23,大村,7,拡連複,1-3,340
2023-07-23,大村,7,３連単,1-3-4,2130
2023-07-23,大村,7,３連複,1-3-4,860
2023-07-23,大村,8,単勝,1,120
2023-07-23,大村,8,複勝,1,100
2023-07-23,大村,8,複勝,6,410
2023-07-23,大村,8,２連単,1-6,3110
2023-07-23,大村,8,２連複,1-6,1650
2023-07-23,大村,8,拡連複,1-6,270
2023-07-23,大村,8,３連単,1-6-4,10360
2023-07-23,大村,8,３連複,1-4-6,1650
2023-07-23,大村,9,単勝,3,870
2023-07-23,大村,9,複勝,3,350
2023-07-23,大村,9,複勝,2,470
2023-07-23,大村,9,２連単,3-2,3450
2023-07-23,大村,9,２連複,2-3,1780
2023-07-23,大村,9,拡連複,2-3,240
2023-07-23,大村,9,３連単,3-2-1,9330
2023-07-23,大村,9,３連複,1-2-3,310
2023-07-23,大村,10,単勝,1,170
2023-07-23,大村,10,複勝,1,100
2023-07-23,大村,10,複勝,2,150
2023-07-23,大村,10,２連単,1-2,320
2023-07-23,大村,10,２連複,1-2,260
2023-07-23,大村,10,拡連複,1-2,140
2023-07-23,大村,10,３連単,1-2-4,550
2023-07-23,大村,10,３連複,1-2-4,210
2023-07-23,大村,11,単勝,3,680
2023-07-23,大村,11,複勝,3,290
2023-07-23,大村,11,複勝,4,900
2023-07-23,大村,11,２連単,3-4,3960
2023-07-23,大村,11,２連複,3-4,2990
2023-07-23,大村,11,拡連複,3-4,610
2023-07-23,大村,11,３連単,3-4-2,10180
2023-07-23,大村,11,３連複,2-3-4,1260
2023-07-23,大村,12,単勝,2,250
2023-07-23,大村,12,複勝,2,120
2023-07-23,大村,12,複勝,1,100
2023-07-23,大村,12,２連単,2-1,490
2023-07-23,大村,12,２連複,1-2,160
2023-07-23,大村,12,拡連複,1-2,160
2023-07-23,大村,12,３連単,2-1-6,4950
2023-07-23,大村,12,３連複,1-2-6,1440
2023-07-23,唐津,1,単勝,1,130
2023-07-23,唐津,1,複勝,1,110
2023-07-23,唐津,1,複勝,2,100
2023-07-23,唐津,1,２連単,1-2,220
2023-07-23,唐津,1,２連複,1-2,160
2023-07-23,唐津,1,拡連複,1-2,100
2023-07-23,唐津,1,３連単,1-2-5,470
2023-07-23,唐津,1,３連複,1-2-5,250
2023-07-23,唐津,2,単勝,1,150
2023-07-23,唐津,2,複勝,1,100
2023-07-23,唐津,2,複勝,2,100
2023-07-23,唐津,2,２連単,1-2,230
2023-07-23,唐津,2,２連複,1-2,200
2023-07-23,唐津,2,拡連複,1-2,140
2023-07-23,唐津,2,３連単,1-2-3,550
2023-07-23,唐津,2,３連複,1-2-3,330
2023-07-23,唐津,3,単勝,1,240
2023-07-23,唐津,3,複勝,1,100
2023-07-23,唐津,3,複勝,3,100
2023-07-23,唐津,3,２連単,1-3,280
2023-07-23,唐津,3,２連複,1-3,170
2023-07-23,唐津,3,拡連複,1-3,130
2023-07-23,唐津,3,３連単,1-3-4,610
2023-07-23,唐津,3,３連複,1-3-4,260
2023-07-23,唐津,4,単勝,3,110
2023-07-23,唐津,4,複勝,3,100
2023-07-23,唐津,4,複勝,4,160
2023-07-23,唐津,4,２連単,3-4,450
2023-07-23,唐津,4,２連複,3-4,430
2023-07-23,唐津,4,拡連複,3-4,210
2023-07-23,唐津,4,３連単,3-4-2,1950
2023-07-23,唐津,4,３連複,2-3-4,770
2023-07-23,唐津,5,単勝,1,220
2023-07-23,唐津,5,複勝,1,130
2023-07-23,唐津,5,複勝,3,350
2023-07-23,唐津,5,２連単,1-3,1130
2023-07-23,唐津,5,２連複,1-3,670
2023-07-23,唐津,5,拡連複,1-3,300
2023-07-23,唐津,5,３連単,1-3-4,2860
2023-07-23,唐津,5,３連複,1-3-4,540
2023-07-23,唐津,6,単勝,4,370
2023-07-23,唐津,6,複勝,4,140
2023-07-23,唐津,6,複勝,5,120
2023-07-23,唐津,6,２連単,4-5,800
2023-07-23,唐津,6,２連複,4-5,690
2023-07-23,唐津,6,拡連複,4-5,250
2023-07-23,唐津,6,３連単,4-5-3,5430
2023-07-23,唐津,6,３連複,3-4-5,1920
2023-07-23,唐津,7,単勝,1,250
2023-07-23,唐津,7,複勝,1,180
2023-07-23,唐津,7,複勝,3,270
2023-07-23,唐津,7,２連単,1-3,800
2023-07-23,唐津,7,２連複,1-3,670
2023-07-23,唐津,7,拡連複,1-3,340
2023-07-23,唐津,7,３連単,1-3-2,2190
2023-07-23,唐津,7,３連複,1-2-3,420
2023-07-23,唐津,8,単勝,1,260
2023-07-23,唐津,8,複勝,1,170
2023-07-23,唐津,8,複勝,6,950
2023-07-23,唐津,8,２連単,1-6,11370
2023-07-23,唐津,8,２連複,1-6,2870
2023-07-23,唐津,8,拡連複,1-6,1030
2023-07-23,唐津,8,３連単,1-6-2,47660
2023-07-23,唐津,8,３連複,1-2-6,11190
2023-07-23,唐津,9,単勝,5,4350
2023-07-23,唐津,9,複勝,5,500
2023-07-23,唐津,9,複勝,3,210
2023-07-23,唐津,9,２連単,5-3,12800
2023-07-23,唐津,9,２連複,3-5,7410
2023-07-23,唐津,9,拡連複,3-5,1090
2023-07-23,唐津,9,３連単,5-3-4,50260
2023-07-23,唐津,9,３連複,3-4-5,1870
2023-07-23,唐津,10,単勝,2,120
2023-07-23,唐津,10,複勝,2,100
2023-07-23,唐津,10,複勝,4,130
2023-07-23,唐津,10,２連単,2-4,370
