日付,レース場,レース番号,舟券種,組合せ,払戻金
2021-03-19,芦屋,1,単勝,1,110
2021-03-19,芦屋,1,複勝,1,100
2021-03-19,芦屋,1,複勝,3,140
2021-03-19,芦屋,1,２連単,1-3,190
2021-03-19,芦屋,1,２連複,1-3,190
2021-03-19,芦屋,1,拡連複,1-3,120
2021-03-19,芦屋,1,３連単,1-3-6,550
2021-03-19,芦屋,1,３連複,1-3-6,320
2021-03-19,芦屋,2,単勝,1,140
2021-03-19,芦屋,2,複勝,1,100
2021-03-19,芦屋,2,複勝,4,100
2021-03-19,芦屋,2,２連単,1-4,190
2021-03-19,芦屋,2,２連複,1-4,150
2021-03-19,芦屋,2,拡連複,1-4,100
2021-03-19,芦屋,2,３連単,1-4-3,500
2021-03-19,芦屋,2,３連複,1-3-4,210
2021-03-19,芦屋,3,単勝,3,170
2021-03-19,芦屋,3,複勝,3,130
2021-03-19,芦屋,3,複勝,5,260
2021-03-19,芦屋,3,２連単,3-5,640
2021-03-19,芦屋,3,２連複,3-5,760
2021-03-19,芦屋,3,拡連複,3-5,170
2021-03-19,芦屋,3,３連単,3-5-1,1510
2021-03-19,芦屋,3,３連複,1-3-5,250
2021-03-19,芦屋,4,単勝,1,110
2021-03-19,芦屋,4,複勝,1,100
2021-03-19,芦屋,4,複勝,3,510
2021-03-19,芦屋,4,２連単,1-3,1260
2021-03-19,芦屋,4,２連複,1-3,700
2021-03-19,芦屋,4,拡連複,1-3,320
2021-03-19,芦屋,4,３連単,1-3-4,2550
2021-03-19,芦屋,4,３連複,1-3-4,760
2021-03-19,芦屋,5,単勝,1,160
2021-03-19,芦屋,5,複勝,1,100
2021-03-19,芦屋,5,複勝,4,100
2021-03-19,芦屋,5,２連単,1-4,400
2021-03-19,芦屋,5,２連複,1-4,260
2021-03-19,芦屋,5,拡連複,1-4,110
2021-03-19,芦屋,5,３連単,1-4-3,880
2021-03-19,芦屋,5,３連複,1-3-4,250
2021-03-19,芦屋,6,単勝,3,930
2021-03-19,芦屋,6,複勝,3,180
2021-03-19,芦屋,6,複勝,1,140
2021-03-19,芦屋,6,２連単,3-1,1470
2021-03-19,芦屋,6,２連複,1-3,400
2021-03-19,芦屋,6,拡連複,1-3,140
2021-03-19,芦屋,6,３連単,3-1-2,7370
2021-03-19,芦屋,6,３連複,1-2-3,540
2021-03-19,芦屋,7,単勝,1,140
2021-03-19,芦屋,7,複勝,1,110
2021-03-19,芦屋,7,複勝,4,250
2021-03-19,芦屋,7,２連単,1-4,600
2021-03-19,芦屋,7,２連複,1-4,340
2021-03-19,芦屋,7,拡連複,1-4,180
2021-03-19,芦屋,7,３連単,1-4-2,1560
2021-03-19,芦屋,7,３連複,1-2-4,610
2021-03-19,芦屋,8,単勝,1,100
2021-03-19,芦屋,8,複勝,1,100
2021-03-19,芦屋,8,複勝,3,150
2021-03-19,芦屋,8,２連単,1-3,230
2021-03-19,芦屋,8,２連複,1-3,270
2021-03-19,芦屋,8,拡連複,1-3,110
2021-03-19,芦屋,8,３連単,1-3-6,750
2021-03-19,芦屋,8,３連複,1-3-6,500
2021-03-19,芦屋,9,単勝,1,250
2021-03-19,芦屋,9,複勝,1,170
2021-03-19,芦屋,9,複勝,3,280
2021-03-19,芦屋,9,２連単,1-3,620
2021-03-19,芦屋,9,２連複,1-3,490
2021-03-19,芦屋,9,拡連複,1-3,180
2021-03-19,芦屋,9,３連単,1-3-5,4330
2021-03-19,芦屋,9,３連複,1-3-5,1900
2021-03-19,芦屋,10,単勝,1,160
2021-03-19,芦屋,10,複勝,1,190
2021-03-19,芦屋,10,複勝,4,520
2021-03-19,芦屋,10,２連単,1-4,1000
2021-03-19,芦屋,10,２連複,1-4,700
2021-03-19,芦屋,10,拡連複,1-4,340
2021-03-19,芦屋,10,３連単,1-4-6,5280
2021-03-19,芦屋,10,３連複,1-4-6,1900
2021-03-19,芦屋,11,単勝,4,320
2021-03-19,芦屋,11,複勝,4,120
2021-03-19,芦屋,11,複勝,1,100
2021-03-19,芦屋,11,２連単,4-1,1000
2021-03-19,芦屋,11,２連複,1-4,300
2021-03-19,芦屋,11,拡連複,1-4,170
2021-03-19,芦屋,11,３連単,4-1-5,2260
2021-03-19,芦屋,11,３連複,1-4-5,570
2021-03-19,芦屋,12,単勝,1,100
2021-03-19,芦屋,12,複勝,1,100
2021-03-19,芦屋,12,複勝,3,170
2021-03-19,芦屋,12,２連単,1-3,330
2021-03-19,芦屋,12,２連複,1-3,370
2021-03-19,芦屋,12,拡連複,1-3,170
2021-03-19,芦屋,12,３連単,1-3-5,2270
2021-03-19,芦屋,12,３連複,1-3-5,1440
2021-03-19,下関,1,単勝,1,110
2021-03-19,下関,1,複勝,1,100
2021-03-19,下関,1,複勝,5,560
2021-03-19,下関,1,２連単,1-5,1490
2021-03-19,下関,1,２連複,1-5,720
2021-03-19,下関,1,拡連複,1-5,490
2021-03-19,下関,1,３連単,1-5-6,12580
2021-03-19,下関,1,３連複,1-5-6,4770
2021-03-19,下関,2,単勝,1,180
2021-03-19,下関,2,複勝,1,100
2021-03-19,下関,2,複勝,3,180
2021-03-19,下関,2,２連単,1-3,650
2021-03-19,下関,2,２連複,1-3,480
2021-03-19,下関,2,拡連複,1-3,300
2021-03-19,下関,2,３連単,1-3-2,2470
2021-03-19,下関,2,３連複,1-2-3,1050
2021-03-19,下関,3,単勝,4,270
2021-03-19,下関,3,複勝,4,160
2021-03-19,下関,3,複勝,1,140
2021-03-19,下関,3,２連単,4-1,1740
2021-03-19,下関,3,２連複,1-4,370
2021-03-19,下関,3,拡連複,1-4,180
2021-03-19,下関,3,３連単,4-1-6,2740
2021-03-19,下関,3,３連複,1-4-6,520
2021-03-19,下関,4,単勝,1,320
2021-03-19,下関,4,複勝,1,120
2021-03-19,下関,4,複勝,4,630
2021-03-19,下関,4,２連単,1-4,1490
2021-03-19,下関,4,２連複,1-4,990
2021-03-19,下関,4,拡連複,1-4,330
2021-03-19,下関,4,３連単,1-4-5,14640
2021-03-19,下関,4,３連複,1-4-5,6530
2021-03-19,下関,5,単勝,1,130
2021-03-19,下関,5,複勝,1,100
2021-03-19,下関,5,複勝,3,130
2021-03-19,下関,5,２連単,1-3,230
2021-03-19,下関,5,２連複,1-3,400
2021-03-19,下関,5,拡連複,1-3,320
2021-03-19,下関,5,３連単,1-3-6,6830
2021-03-19,下関,5,３連複,1-3-6,3950
2021-03-19,下関,6,単勝,1,190
2021-03-19,下関,6,複勝,1,170
2021-03-19,下関,6,複勝,4,430
2021-03-19,下関,6,２連単,1-4,1930
2021-03-19,下関,6,２連複,1-4,1260
2021-03-19,下関,6,拡連複,1-4,360
2021-03-19,下関,6,３連単,1-4-3,4210
2021-03-19,下関,6,３連複,1-3-4,490
2021-03-19,下関,7,単勝,6,1840
2021-03-19,下関,7,複勝,6,360
2021-03-19,下関,7,複勝,1,110
2021-03-19,下関,7,２連単,6-1,4390
2021-03-19,下関,7,２連複,1-6,1280
2021-03-19,下関,7,拡連複,1-6,310
2021-03-19,下関,7,３連単,6-1-5,16880
2021-03-19,下関,7,３連複,1-5-6,1800
2021-03-19,下関,8,単勝,2,760
2021-03-19,下関,8,複勝,2,370
2021-03-19,下関,8,複勝,1,150
2021-03-19,下関,8,２連単,2-1,1540
2021-03-19,下関,8,２連複,1-2,420
2021-03-19,下関,8,拡連複,1-2,250
2021-03-19,下関,8,３連単,2-1-3,4760
2021-03-19,下関,8,３連複,1-2-3,440
2021-03-19,下関,9,単勝,1,270
2021-03-19,下関,9,複勝,1,130
2021-03-19,下関,9,複勝,5,530
2021-03-19,下関,9,２連単,1-5,2650
2021-03-19,下関,9,２連複,1-5,1590
2021-03-19,下関,9,拡連複,1-5,230
2021-03-19,下関,9,３連単,1-5-2,5680
2021-03-19,下関,9,３連複,1-2-5,680
2021-03-19,下関,10,単勝,2,1020
2021-03-19,下関,10,複勝,2,130
2021-03-19,下関,10,複勝,1,100
2021-03-19,下関,10,２連単,2-1,1480
2021-03-19,下関,10,２連複,1-2,170
2021-03-19,下関,10,拡連複,1-2,140
2021-03-19,下関,10,３連単,2-1-5,5730
2021-03-19,下関,10,３連複,1-2-5,550
2021-03-19,下関,11,単勝,1,110
2021-03-19,下関,11,複勝,1,100
2021-03-19,下関,11,複勝,2,100
2021-03-19,下関,11,２連単,1-2,250
2021-03-19,下関,11,２連複,1-2,240
2021-03-19,下関,11,拡連複,1-2,120
2021-03-19,下関,11,３連単,1-2-3,530
2021-03-19,下関,11,３連複,1-2-3,240
2021-03-19,下関,12,単勝,1,120
2021-03-19,下関,12,複勝,1,110
2021-03-19,下関,12,複勝,6,750
2021-03-19,下関,12,２連単,1-6,3860
2021-03-19,下関,12,２連複,1-6,2440
2021-03-19,下関,12,拡連複,1-6,820
2021-03-19,下関,12,３連単,1-6-4,15010
2021-03-19,下関,12,３連複,1-4-6,2270
2021-03-19,徳山,1,単勝,1,110
2021-03-19,徳山,1,複勝,1,100
2021-03-19,徳山,1,複勝,3,150
2021-03-19,徳山,1,２連単,1-3,260
2021-03-19,徳山,1,２連複,1-3,290
2021-03-19,徳山,1,拡連複,1-3,110
2021-03-19,徳山,1,３連単,1-3-4,580
2021-03-19,徳山,1,３連複,1-3-4,310
2021-03-19,徳山,2,単勝,1,110
2021-03-19,徳山,2,複勝,1,100
2021-03-19,徳山,2,複勝,5,180
2021-03-19,徳山,2,２連単,1-5,310
2021-03-19,徳山,2,２連複,1-5,220
2021-03-19,徳山,2,拡連複,1-5,140
2021-03-19,徳山,2,３連単,1-5-3,1560
2021-03-19,徳山,2,３連複,1-3-5,880
2021-03-19,徳山,3,単勝,1,100
2021-03-19,徳山,3,複勝,1,100
2021-03-19,徳山,3,複勝,6,160
2021-03-19,徳山,3,２連単,1-6,530
2021-03-19,徳山,3,２連複,1-6,500
2021-03-19,徳山,3,拡連複,1-6,120
2021-03-19,徳山,3,３連単,1-6-3,1010
2021-03-19,徳山,3,３連複,1-3-6,330
2021-03-19,徳山,4,単勝,2,770
2021-03-19,徳山,4,複勝,2,210
2021-03-19,徳山,4,複勝,4,280
2021-03-19,徳山,4,２連単,2-4,6230
2021-03-19,徳山,4,２連複,2-4,1790
2021-03-19,徳山,4,拡連複,2-4,270
2021-03-19,徳山,4,３連単,2-4-3,32360
2021-03-19,徳山,4,３連複,2-3-4,6230
2021-03-19,徳山,5,単勝,6,1280
2021-03-19,徳山,5,複勝,6,700
2021-03-19,徳山,5,複勝,1,120
2021-03-19,徳山,5,２連単,6-1,7710
2021-03-19,徳山,5,２連複,1-6,2850
2021-03-19,徳山,5,拡連複,1-6,320
2021-03-19,徳山,5,３連単,6-1-3,26650
2021-03-19,徳山,5,３連複,1-3-6,1400
2021-03-19,徳山,6,単勝,1,390
2021-03-19,徳山,6,複勝,1,150
2021-03-19,徳山,6,複勝,3,100
2021-03-19,徳山,6,２連単,1-3,520
2021-03-19,徳山,6,２連複,1-3,230
2021-03-19,徳山,6,拡連複,1-3,180
2021-03-19,徳山,6,３連単,1-3-4,870
2021-03-19,徳山,6,３連複,1-3-4,280
2021-03-19,徳山,7,単勝,1,180
2021-03-19,徳山,7,複勝,1,150
2021-03-19,徳山,7,複勝,3,160
2021-03-19,徳山,7,２連単,1-3,610
2021-03-19,徳山,7,２連複,1-3,590
2021-03-19,徳山,7,拡連複,1-3,270
2021-03-19,徳山,7,３連単,1-3-4,940
2021-03-19,徳山,7,３連複,1-3-4,220
2021-03-19,徳山,8,単勝,1,150
2021-03-19,徳山,8,複勝,1,130
2021-03-19,徳山,8,複勝,2,160
2021-03-19,徳山,8,２連単,1-2,250
2021-03-19,徳山,8,２連複,1-2,180
2021-03-19,徳山,8,拡連複,1-2,130
2021-03-19,徳山,8,３連単,1-2-5,520
2021-03-19,徳山,8,３連複,1-2-5,200
2021-03-19,徳山,9,単勝,1,130
2021-03-19,徳山,9,複勝,1,100
2021-03-19,徳山,9,複勝,2,110
2021-03-19,徳山,9,２連単,1-2,200
2021-03-19,徳山,9,２連複,1-2,180
2021-03-19,徳山,9,拡連複,1-2,130
2021-03-19,徳山,9,３連単,1-2-6,3010
2021-03-19,徳山,9,３連複,1-2-6,1870
2021-03-19,徳山,10,単勝,1,100
2021-03-19,徳山,10,複勝,1,100
2021-03-19,徳山,10,複勝,3,180
2021-03-19,徳山,10,２連単,1-3,290
2021-03-19,徳山,10,２連複,1-3,280
2021-03-19,徳山,10,拡連複,1-3,150
2021-03-19,徳山,10,３連単,1-3-4,980
2021-03-19,徳山,10,３連複,1-3-4,540
2021-03-19,徳山,11,単勝,1,100
2021-03-19,徳山,11,複勝,1,100
2021-03-19,徳山,11,複勝,2,110
2021-03-19,徳山,11,２連単,1-2,220
2021-03-19,徳山,11,２連複,1-2,210
2021-03-19,徳山,11,拡連複,1-2,130
2021-03-19,徳山,11,３連単,1-2-3,430
2021-03-19,徳山,11,３連複,1-2-3,200
2021-03-19,徳山,12,単勝,1,110
2021-03-19,徳山,12,複勝,1,110
2021-03-19,徳山,12,複勝,3,110
2021-03-19,徳山,12,２連単,1-3,340
2021-03-19,徳山,12,２連複,1-3,240
2021-03-19,徳山,12,拡連複,1-3,130
2021-03-19,徳山,12,３連単,1-3-4,920
2021-03-19,徳山,12,３連複,1-3-4,510
2021-03-19,宮島,1,単勝,3,270
2021-03-19,宮島,1,複勝,3,160
2021-03-19,宮島,1,複勝,4,110
2021-03-19,宮島,1,２連単,3-4,1760
2021-03-19,宮島,1,２連複,3-4,1110
2021-03-19,宮島,1,拡連複,3-4,180
2021-03-19,宮島,1,３連単,3-4-1,4400
2021-03-19,宮島,1,３連複,1-3-4,200
2021-03-19,宮島,2,単勝,2,560
2021-03-19,宮島,2,複勝,2,120
2021-03-19,宮島,2,複勝,1,100
2021-03-19,宮島,2,２連単,2-1,1610
2021-03-19,宮島,2,２連複,1-2,300
2021-03-19,宮島,2,拡連複,1-2,200
