日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-12-30,唐津,1,単勝,1,120
2024-12-30,唐津,1,複勝,1,100
2024-12-30,唐津,1,複勝,3,220
2024-12-30,唐津,1,２連単,1-3,360
2024-12-30,唐津,1,２連複,1-3,430
2024-12-30,唐津,1,拡連複,1-3,150
2024-12-30,唐津,1,３連単,1-3-2,990
2024-12-30,唐津,1,３連複,1-2-3,490
2024-12-30,唐津,2,単勝,2,270
2024-12-30,唐津,2,複勝,2,100
2024-12-30,唐津,2,複勝,6,210
2024-12-30,唐津,2,２連単,2-6,1830
2024-12-30,唐津,2,２連複,2-6,1160
2024-12-30,唐津,2,拡連複,2-6,290
2024-12-30,唐津,2,３連単,2-6-4,3710
2024-12-30,唐津,2,３連複,2-4-6,1130
2024-12-30,唐津,3,単勝,3,180
2024-12-30,唐津,3,複勝,3,120
2024-12-30,唐津,3,複勝,1,130
2024-12-30,唐津,3,２連単,3-1,250
2024-12-30,唐津,3,２連複,1-3,160
2024-12-30,唐津,3,拡連複,1-3,110
2024-12-30,唐津,3,３連単,3-1-6,1140
2024-12-30,唐津,3,３連複,1-3-6,490
2024-12-30,唐津,4,単勝,3,210
2024-12-30,唐津,4,複勝,3,110
2024-12-30,唐津,4,複勝,1,130
2024-12-30,唐津,4,２連単,3-1,340
2024-12-30,唐津,4,２連複,1-3,150
2024-12-30,唐津,4,拡連複,1-3,120
2024-12-30,唐津,4,３連単,3-1-4,950
2024-12-30,唐津,4,３連複,1-3-4,260
2024-12-30,唐津,5,単勝,4,220
2024-12-30,唐津,5,複勝,4,100
2024-12-30,唐津,5,複勝,3,150
2024-12-30,唐津,5,２連単,4-3,550
2024-12-30,唐津,5,２連複,3-4,340
2024-12-30,唐津,5,拡連複,3-4,160
2024-12-30,唐津,5,３連単,4-3-5,1450
2024-12-30,唐津,5,３連複,3-4-5,790
2024-12-30,唐津,6,単勝,4,110
2024-12-30,唐津,6,複勝,4,250
2024-12-30,唐津,6,複勝,3,690
2024-12-30,唐津,6,２連単,4-3,2040
2024-12-30,唐津,6,２連複,3-4,1770
2024-12-30,唐津,6,拡連複,3-4,490
2024-12-30,唐津,6,３連単,4-3-1,8880
2024-12-30,唐津,6,３連複,1-3-4,1350
2024-12-30,唐津,7,単勝,3,350
2024-12-30,唐津,7,複勝,3,340
2024-12-30,唐津,7,複勝,1,250
2024-12-30,唐津,7,２連単,3-1,2400
2024-12-30,唐津,7,２連複,1-3,780
2024-12-30,唐津,7,拡連複,1-3,240
2024-12-30,唐津,7,３連単,3-1-5,9130
2024-12-30,唐津,7,３連複,1-3-5,2290
2024-12-30,唐津,8,単勝,1,390
2024-12-30,唐津,8,複勝,1,170
2024-12-30,唐津,8,複勝,2,170
2024-12-30,唐津,8,２連単,1-2,2450
2024-12-30,唐津,8,２連複,1-2,510
2024-12-30,唐津,8,拡連複,1-2,320
2024-12-30,唐津,8,３連単,1-2-5,3910
2024-12-30,唐津,8,３連複,1-2-5,420
2024-12-30,唐津,9,単勝,1,150
2024-12-30,唐津,9,複勝,1,100
2024-12-30,唐津,9,複勝,2,190
2024-12-30,唐津,9,２連単,1-2,760
2024-12-30,唐津,9,２連複,1-2,350
2024-12-30,唐津,9,拡連複,1-2,230
2024-12-30,唐津,9,３連単,1-2-3,1990
2024-12-30,唐津,9,３連複,1-2-3,710
2024-12-30,唐津,10,単勝,1,250
2024-12-30,唐津,10,複勝,1,220
2024-12-30,唐津,10,複勝,5,230
2024-12-30,唐津,10,２連単,1-5,450
2024-12-30,唐津,10,２連複,1-5,220
2024-12-30,唐津,10,拡連複,1-5,170
2024-12-30,唐津,10,３連単,1-5-4,2420
2024-12-30,唐津,10,３連複,1-4-5,680
2024-12-30,唐津,11,単勝,1,100
2024-12-30,唐津,11,複勝,1,100
2024-12-30,唐津,11,複勝,2,310
2024-12-30,唐津,11,２連単,1-2,520
2024-12-30,唐津,11,２連複,1-2,480
2024-12-30,唐津,11,拡連複,1-2,140
2024-12-30,唐津,11,３連単,1-2-4,680
