日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-10-12,大村,1,単勝,1,150
2023-10-12,大村,1,複勝,1,100
2023-10-12,大村,1,複勝,2,180
2023-10-12,大村,1,２連単,1-2,320
2023-10-12,大村,1,２連複,1-2,190
2023-10-12,大村,1,拡連複,1-2,140
2023-10-12,大村,1,３連単,1-2-6,1240
2023-10-12,大村,1,３連複,1-2-6,610
2023-10-12,大村,2,単勝,3,1150
2023-10-12,大村,2,複勝,3,320
2023-10-12,大村,2,複勝,1,120
2023-10-12,大村,2,２連単,3-1,2440
2023-10-12,大村,2,２連複,1-3,610
2023-10-12,大村,2,拡連複,1-3,240
2023-10-12,大村,2,３連単,3-1-6,9670
2023-10-12,大村,2,３連複,1-3-6,840
2023-10-12,大村,3,単勝,1,130
2023-10-12,大村,3,複勝,1,110
2023-10-12,大村,3,複勝,3,230
2023-10-12,大村,3,２連単,1-3,340
2023-10-12,大村,3,２連複,1-3,300
2023-10-12,大村,3,拡連複,1-3,140
2023-10-12,大村,3,３連単,1-3-4,700
2023-10-12,大村,3,３連複,1-3-4,300
2023-10-12,大村,4,単勝,3,610
2023-10-12,大村,4,複勝,3,230
2023-10-12,大村,4,複勝,4,260
2023-10-12,大村,4,２連単,3-4,1490
2023-10-12,大村,4,２連複,3-4,920
2023-10-12,大村,4,拡連複,3-4,450
2023-10-12,大村,4,３連単,3-4-1,10000
2023-10-12,大村,4,３連複,1-3-4,1670
2023-10-12,大村,5,単勝,3,140
2023-10-12,大村,5,複勝,3,100
2023-10-12,大村,5,複勝,4,320
2023-10-12,大村,5,２連単,3-4,410
2023-10-12,大村,5,２連複,3-4,440
2023-10-12,大村,5,拡連複,3-4,230
2023-10-12,大村,5,３連単,3-4-2,1530
2023-10-12,大村,5,３連複,2-3-4,510
2023-10-12,大村,6,単勝,1,340
2023-10-12,大村,6,複勝,1,150
2023-10-12,大村,6,複勝,3,100
2023-10-12,大村,6,２連単,1-3,660
2023-10-12,大村,6,２連複,1-3,280
2023-10-12,大村,6,拡連複,1-3,140
2023-10-12,大村,6,３連単,1-3-2,1650
2023-10-12,大村,6,３連複,1-2-3,410
2023-10-12,大村,7,単勝,1,310
2023-10-12,大村,7,複勝,1,100
2023-10-12,大村,7,複勝,3,100
2023-10-12,大村,7,２連単,1-3,290
2023-10-12,大村,7,２連複,1-3,140
2023-10-12,大村,7,拡連複,1-3,100
2023-10-12,大村,7,３連単,1-3-6,3260
2023-10-12,大村,7,３連複,1-3-6,1530
2023-10-12,大村,8,単勝,4,450
2023-10-12,大村,8,複勝,4,200
2023-10-12,大村,8,複勝,3,470
2023-10-12,大村,8,２連単,4-3,6100
2023-10-12,大村,8,２連複,3-4,2400
2023-10-12,大村,8,拡連複,3-4,580
2023-10-12,大村,8,３連単,4-3-2,24690
2023-10-12,大村,8,３連複,2-3-4,3730
2023-10-12,大村,9,単勝,1,130
2023-10-12,大村,9,複勝,1,100
2023-10-12,大村,9,複勝,3,280
2023-10-12,大村,9,２連単,1-3,450
2023-10-12,大村,9,２連複,1-3,350
2023-10-12,大村,9,拡連複,1-3,170
2023-10-12,大村,9,３連単,1-3-4,1040
2023-10-12,大村,9,３連複,1-3-4,510
2023-10-12,大村,10,単勝,1,100
2023-10-12,大村,10,複勝,1,100
2023-10-12,大村,10,複勝,3,100
2023-10-12,大村,10,２連単,1-3,300
2023-10-12,大村,10,２連複,1-3,290
2023-10-12,大村,10,拡連複,1-3,150
2023-10-12,大村,10,３連単,1-3-2,1530
2023-10-12,大村,10,３連複,1-2-3,670
2023-10-12,大村,11,単勝,1,110
2023-10-12,大村,11,複勝,1,100
2023-10-12,大村,11,複勝,2,120
2023-10-12,大村,11,２連単,1-2,250
2023-10-12,大村,11,２連複,1-2,190
2023-10-12,大村,11,拡連複,1-2,100
2023-10-12,大村,11,３連単,1-2-6,500
2023-10-12,大村,11,３連複,1-2-6,310
2023-10-12,大村,12,単勝,1,120
2023-10-12,大村,12,複勝,1,130
2023-10-12,大村,12,複勝,3,450
2023-10-12,大村,12,２連単,1-3,920
2023-10-12,大村,12,２連複,1-3,640
2023-10-12,大村,12,拡連複,1-3,260
2023-10-12,大村,12,３連単,1-3-5,1730
2023-10-12,大村,12,３連複,1-3-5,640
2023-10-12,福岡,1,単勝,1,160
2023-10-12,福岡,1,複勝,1,100
2023-10-12,福岡,1,複勝,4,110
2023-10-12,福岡,1,２連単,1-4,470
2023-10-12,福岡,1,２連複,1-4,350
2023-10-12,福岡,1,拡連複,1-4,170
2023-10-12,福岡,1,３連単,1-4-5,1980
2023-10-12,福岡,1,３連複,1-4-5,1330
2023-10-12,福岡,2,単勝,3,380
2023-10-12,福岡,2,複勝,3,240
2023-10-12,福岡,2,複勝,4,250
2023-10-12,福岡,2,２連単,3-4,1980
2023-10-12,福岡,2,２連複,3-4,1050
2023-10-12,福岡,2,拡連複,3-4,290
2023-10-12,福岡,2,３連単,3-4-1,3800
2023-10-12,福岡,2,３連複,1-3-4,390
2023-10-12,福岡,3,単勝,5,1120
2023-10-12,福岡,3,複勝,5,830
2023-10-12,福岡,3,複勝,3,330
2023-10-12,福岡,3,２連単,5-3,10140
2023-10-12,福岡,3,２連複,3-5,2730
2023-10-12,福岡,3,拡連複,3-5,680
2023-10-12,福岡,3,３連単,5-3-2,29060
2023-10-12,福岡,3,３連複,2-3-5,1870
2023-10-12,福岡,4,単勝,5,690
2023-10-12,福岡,4,複勝,5,280
2023-10-12,福岡,4,複勝,4,260
2023-10-12,福岡,4,２連単,5-4,3240
2023-10-12,福岡,4,２連複,4-5,1020
2023-10-12,福岡,4,拡連複,4-5,390
2023-10-12,福岡,4,３連単,5-4-2,9890
2023-10-12,福岡,4,３連複,2-4-5,1290
2023-10-12,福岡,5,単勝,1,130
2023-10-12,福岡,5,複勝,1,170
2023-10-12,福岡,5,複勝,2,290
2023-10-12,福岡,5,２連単,1-2,450
2023-10-12,福岡,5,２連複,1-2,320
2023-10-12,福岡,5,拡連複,1-2,180
2023-10-12,福岡,5,３連単,1-2-4,3520
2023-10-12,福岡,5,３連複,1-2-4,1640
2023-10-12,福岡,6,単勝,1,250
2023-10-12,福岡,6,複勝,1,180
2023-10-12,福岡,6,複勝,3,310
2023-10-12,福岡,6,２連単,1-3,550
2023-10-12,福岡,6,２連複,1-3,410
2023-10-12,福岡,6,拡連複,1-3,210
2023-10-12,福岡,6,３連単,1-3-6,1290
2023-10-12,福岡,6,３連複,1-3-6,430
2023-10-12,福岡,7,単勝,3,550
2023-10-12,福岡,7,複勝,3,100
2023-10-12,福岡,7,複勝,2,210
2023-10-12,福岡,7,２連単,3-2,1800
2023-10-12,福岡,7,２連複,2-3,840
2023-10-12,福岡,7,拡連複,2-3,280
2023-10-12,福岡,7,３連単,3-2-6,18270
2023-10-12,福岡,7,３連複,2-3-6,6660
2023-10-12,福岡,8,単勝,2,500
2023-10-12,福岡,8,複勝,2,180
2023-10-12,福岡,8,複勝,1,130
2023-10-12,福岡,8,２連単,2-1,1950
2023-10-12,福岡,8,２連複,1-2,320
2023-10-12,福岡,8,拡連複,1-2,200
2023-10-12,福岡,8,３連単,2-1-4,7730
2023-10-12,福岡,8,３連複,1-2-4,600
2023-10-12,福岡,9,単勝,1,100
2023-10-12,福岡,9,複勝,1,100
2023-10-12,福岡,9,複勝,2,220
2023-10-12,福岡,9,２連単,1-2,350
2023-10-12,福岡,9,２連複,1-2,270
2023-10-12,福岡,9,拡連複,1-2,170
2023-10-12,福岡,9,３連単,1-2-6,2650
2023-10-12,福岡,9,３連複,1-2-6,1610
2023-10-12,福岡,10,単勝,3,1870
2023-10-12,福岡,10,複勝,3,240
2023-10-12,福岡,10,複勝,5,530
2023-10-12,福岡,10,２連単,3-5,4720
2023-10-12,福岡,10,２連複,3-5,3190
2023-10-12,福岡,10,拡連複,3-5,220
2023-10-12,福岡,10,３連単,3-5-1,10250
2023-10-12,福岡,10,３連複,1-3-5,410
2023-10-12,福岡,11,単勝,2,450
2023-10-12,福岡,11,複勝,2,450
2023-10-12,福岡,11,複勝,6,660
2023-10-12,福岡,11,２連単,2-6,6010
2023-10-12,福岡,11,２連複,2-6,3970
2023-10-12,福岡,11,拡連複,2-6,520
2023-10-12,福岡,11,３連単,2-6-1,17890
2023-10-12,福岡,11,３連複,1-2-6,990
2023-10-12,福岡,12,単勝,1,100
2023-10-12,福岡,12,複勝,1,100
2023-10-12,福岡,12,複勝,3,240
2023-10-12,福岡,12,２連単,1-3,330
2023-10-12,福岡,12,２連複,1-3,330
2023-10-12,福岡,12,拡連複,1-3,190
2023-10-12,福岡,12,３連単,1-3-2,820
2023-10-12,福岡,12,３連複,1-2-3,320
2023-10-12,芦屋,1,単勝,1,110
2023-10-12,芦屋,1,複勝,1,100
2023-10-12,芦屋,1,複勝,3,150
2023-10-12,芦屋,1,２連単,1-3,300
2023-10-12,芦屋,1,２連複,1-3,280
2023-10-12,芦屋,1,拡連複,1-3,120
2023-10-12,芦屋,1,３連単,1-3-2,650
2023-10-12,芦屋,1,３連複,1-2-3,270
2023-10-12,芦屋,2,単勝,1,120
2023-10-12,芦屋,2,複勝,1,100
2023-10-12,芦屋,2,複勝,4,100
2023-10-12,芦屋,2,２連単,1-4,200
2023-10-12,芦屋,2,２連複,1-4,170
2023-10-12,芦屋,2,拡連複,1-4,120
2023-10-12,芦屋,2,３連単,1-4-6,1210
2023-10-12,芦屋,2,３連複,1-4-6,820
2023-10-12,芦屋,3,単勝,1,230
2023-10-12,芦屋,3,複勝,1,100
2023-10-12,芦屋,3,複勝,2,140
2023-10-12,芦屋,3,２連単,1-2,480
2023-10-12,芦屋,3,２連複,1-2,380
2023-10-12,芦屋,3,拡連複,1-2,170
2023-10-12,芦屋,3,３連単,1-2-3,1210
2023-10-12,芦屋,3,３連複,1-2-3,450
2023-10-12,芦屋,4,単勝,1,100
2023-10-12,芦屋,4,複勝,1,100
2023-10-12,芦屋,4,複勝,6,320
2023-10-12,芦屋,4,２連単,1-6,1140
2023-10-12,芦屋,4,２連複,1-6,790
2023-10-12,芦屋,4,拡連複,1-6,280
2023-10-12,芦屋,4,３連単,1-6-3,3070
2023-10-12,芦屋,4,３連複,1-3-6,640
2023-10-12,芦屋,5,単勝,5,790
2023-10-12,芦屋,5,複勝,5,110
2023-10-12,芦屋,5,複勝,1,100
2023-10-12,芦屋,5,２連単,5-1,870
2023-10-12,芦屋,5,２連複,1-5,140
2023-10-12,芦屋,5,拡連複,1-5,100
2023-10-12,芦屋,5,３連単,5-1-2,2130
2023-10-12,芦屋,5,３連複,1-2-5,250
2023-10-12,芦屋,6,単勝,1,150
2023-10-12,芦屋,6,複勝,1,100
2023-10-12,芦屋,6,複勝,2,200
2023-10-12,芦屋,6,２連単,1-2,1220
2023-10-12,芦屋,6,２連複,1-2,1610
2023-10-12,芦屋,6,拡連複,1-2,380
2023-10-12,芦屋,6,３連単,1-2-4,4020
2023-10-12,芦屋,6,３連複,1-2-4,1130
2023-10-12,芦屋,7,単勝,1,110
2023-10-12,芦屋,7,複勝,1,100
2023-10-12,芦屋,7,複勝,6,480
2023-10-12,芦屋,7,２連単,1-6,3120
2023-10-12,芦屋,7,２連複,1-6,2500
2023-10-12,芦屋,7,拡連複,1-6,280
2023-10-12,芦屋,7,３連単,1-6-2,6170
2023-10-12,芦屋,7,３連複,1-2-6,1360
2023-10-12,芦屋,8,単勝,6,520
2023-10-12,芦屋,8,複勝,6,210
2023-10-12,芦屋,8,複勝,1,100
