日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-09-05,徳山,1,単勝,1,130
2022-09-05,徳山,1,複勝,1,140
2022-09-05,徳山,1,複勝,2,820
2022-09-05,徳山,1,２連単,1-2,420
2022-09-05,徳山,1,２連複,1-2,350
2022-09-05,徳山,1,拡連複,1-2,150
2022-09-05,徳山,1,３連単,1-2-3,940
2022-09-05,徳山,1,３連複,1-2-3,380
2022-09-05,徳山,2,単勝,1,130
2022-09-05,徳山,2,複勝,1,110
2022-09-05,徳山,2,複勝,2,160
2022-09-05,徳山,2,２連単,1-2,220
2022-09-05,徳山,2,２連複,1-2,210
2022-09-05,徳山,2,拡連複,1-2,120
2022-09-05,徳山,2,３連単,1-2-4,1960
2022-09-05,徳山,2,３連複,1-2-4,1350
2022-09-05,徳山,3,単勝,1,110
2022-09-05,徳山,3,複勝,1,100
2022-09-05,徳山,3,複勝,4,200
2022-09-05,徳山,3,２連単,1-4,410
2022-09-05,徳山,3,２連複,1-4,330
2022-09-05,徳山,3,拡連複,1-4,190
2022-09-05,徳山,3,３連単,1-4-3,910
2022-09-05,徳山,3,３連複,1-3-4,410
2022-09-05,徳山,4,単勝,1,110
2022-09-05,徳山,4,複勝,1,110
2022-09-05,徳山,4,複勝,2,110
2022-09-05,徳山,4,２連単,1-2,160
2022-09-05,徳山,4,２連複,1-2,120
2022-09-05,徳山,4,拡連複,1-2,150
2022-09-05,徳山,4,３連単,1-2-5,390
2022-09-05,徳山,4,３連複,1-2-5,250
2022-09-05,徳山,5,単勝,4,390
2022-09-05,徳山,5,複勝,4,200
2022-09-05,徳山,5,複勝,5,780
2022-09-05,徳山,5,２連単,4-5,1500
2022-09-05,徳山,5,２連複,4-5,1030
2022-09-05,徳山,5,拡連複,4-5,280
2022-09-05,徳山,5,３連単,4-5-1,4440
2022-09-05,徳山,5,３連複,1-4-5,690
2022-09-05,徳山,6,単勝,4,780
2022-09-05,徳山,6,複勝,4,600
2022-09-05,徳山,6,複勝,5,190
2022-09-05,徳山,6,２連単,4-5,1950
2022-09-05,徳山,6,２連複,4-5,1100
2022-09-05,徳山,6,拡連複,4-5,260
2022-09-05,徳山,6,３連単,4-5-1,5670
2022-09-05,徳山,6,３連複,1-4-5,400
2022-09-05,徳山,7,単勝,2,270
2022-09-05,徳山,7,複勝,2,120
2022-09-05,徳山,7,複勝,4,250
2022-09-05,徳山,7,２連単,2-4,900
2022-09-05,徳山,7,２連複,2-4,780
2022-09-05,徳山,7,拡連複,2-4,230
2022-09-05,徳山,7,３連単,2-4-5,8580
2022-09-05,徳山,7,３連複,2-4-5,4620
2022-09-05,徳山,8,単勝,1,240
2022-09-05,徳山,8,複勝,1,120
2022-09-05,徳山,8,複勝,3,100
2022-09-05,徳山,8,２連単,1-3,400
2022-09-05,徳山,8,２連複,1-3,250
2022-09-05,徳山,8,拡連複,1-3,200
2022-09-05,徳山,8,３連単,1-3-2,1590
2022-09-05,徳山,8,３連複,1-2-3,410
2022-09-05,徳山,9,単勝,1,170
2022-09-05,徳山,9,複勝,1,100
2022-09-05,徳山,9,複勝,6,100
2022-09-05,徳山,9,２連単,1-6,340
2022-09-05,徳山,9,２連複,1-6,220
2022-09-05,徳山,9,拡連複,1-6,150
2022-09-05,徳山,9,３連単,1-6-3,810
2022-09-05,徳山,9,３連複,1-3-6,310
2022-09-05,徳山,10,単勝,2,270
2022-09-05,徳山,10,複勝,2,100
2022-09-05,徳山,10,複勝,1,100
2022-09-05,徳山,10,２連単,2-1,570
2022-09-05,徳山,10,２連複,1-2,230
2022-09-05,徳山,10,拡連複,1-2,160
2022-09-05,徳山,10,３連単,2-1-3,1130
2022-09-05,徳山,10,３連複,1-2-3,220
2022-09-05,徳山,11,単勝,1,190
2022-09-05,徳山,11,複勝,1,210
2022-09-05,徳山,11,複勝,4,120
2022-09-05,徳山,11,２連単,1-4,990
2022-09-05,徳山,11,２連複,1-4,820
2022-09-05,徳山,11,拡連複,1-4,120
2022-09-05,徳山,11,３連単,1-4-2,6040
2022-09-05,徳山,11,３連複,1-2-4,2600
2022-09-05,徳山,12,単勝,1,140
2022-09-05,徳山,12,複勝,1,100
2022-09-05,徳山,12,複勝,3,240
2022-09-05,徳山,12,２連単,1-3,420
2022-09-05,徳山,12,２連複,1-3,370
2022-09-05,徳山,12,拡連複,1-3,270
2022-09-05,徳山,12,３連単,1-3-2,1700
2022-09-05,徳山,12,３連複,1-2-3,1010
2022-09-05,宮島,1,単勝,1,140
2022-09-05,宮島,1,複勝,1,100
2022-09-05,宮島,1,複勝,5,150
2022-09-05,宮島,1,２連単,1-5,450
