日付,レース場,レース番号,舟券種,組合せ,払戻金
2020-06-30,大村,1,単勝,1,190
2020-06-30,大村,1,複勝,1,120
2020-06-30,大村,1,複勝,2,220
2020-06-30,大村,1,２連単,1-2,280
2020-06-30,大村,1,２連複,1-2,150
2020-06-30,大村,1,拡連複,1-2,100
2020-06-30,大村,1,３連単,1-2-5,1110
2020-06-30,大村,1,３連複,1-2-5,590
2020-06-30,大村,2,単勝,1,160
2020-06-30,大村,2,複勝,1,100
2020-06-30,大村,2,複勝,3,150
2020-06-30,大村,2,２連単,1-3,270
2020-06-30,大村,2,２連複,1-3,300
2020-06-30,大村,2,拡連複,1-3,150
2020-06-30,大村,2,３連単,1-3-2,630
2020-06-30,大村,2,３連複,1-2-3,200
2020-06-30,大村,3,単勝,1,120
2020-06-30,大村,3,複勝,1,100
2020-06-30,大村,3,複勝,5,290
2020-06-30,大村,3,２連単,1-5,690
2020-06-30,大村,3,２連複,1-5,620
2020-06-30,大村,3,拡連複,1-5,200
2020-06-30,大村,3,３連単,1-5-3,1650
2020-06-30,大村,3,３連複,1-3-5,840
2020-06-30,大村,4,単勝,3,860
2020-06-30,大村,4,複勝,3,1120
2020-06-30,大村,4,複勝,5,1120
2020-06-30,大村,4,２連単,3-5,6810
2020-06-30,大村,4,２連複,3-5,6760
2020-06-30,大村,4,拡連複,3-5,660
2020-06-30,大村,4,３連単,3-5-6,30640
2020-06-30,大村,4,３連複,3-5-6,4970
2020-06-30,大村,5,単勝,1,150
2020-06-30,大村,5,複勝,1,110
2020-06-30,大村,5,複勝,4,130
2020-06-30,大村,5,２連単,1-4,230
2020-06-30,大村,5,２連複,1-4,200
2020-06-30,大村,5,拡連複,1-4,120
2020-06-30,大村,5,３連単,1-4-6,640
2020-06-30,大村,5,３連複,1-4-6,280
2020-06-30,大村,6,単勝,5,360
2020-06-30,大村,6,複勝,5,120
2020-06-30,大村,6,複勝,1,100
2020-06-30,大村,6,２連単,5-1,340
2020-06-30,大村,6,２連複,1-5,150
2020-06-30,大村,6,拡連複,1-5,100
2020-06-30,大村,6,３連単,5-1-4,1330
2020-06-30,大村,6,３連複,1-4-5,410
2020-06-30,大村,7,単勝,1,150
2020-06-30,大村,7,複勝,1,110
2020-06-30,大村,7,複勝,2,200
2020-06-30,大村,7,２連単,1-2,410
