日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-10-15,大村,1,単勝,1,180
2022-10-15,大村,1,複勝,1,100
2022-10-15,大村,1,複勝,3,230
2022-10-15,大村,1,２連単,1-3,290
2022-10-15,大村,1,２連複,1-3,390
2022-10-15,大村,1,拡連複,1-3,140
2022-10-15,大村,1,３連単,1-3-2,1000
2022-10-15,大村,1,３連複,1-2-3,200
2022-10-15,大村,2,単勝,3,260
2022-10-15,大村,2,複勝,3,110
2022-10-15,大村,2,複勝,2,210
2022-10-15,大村,2,２連単,3-2,1540
2022-10-15,大村,2,２連複,2-3,960
2022-10-15,大村,2,拡連複,2-3,410
2022-10-15,大村,2,３連単,3-2-4,6100
2022-10-15,大村,2,３連複,2-3-4,2160
2022-10-15,大村,3,単勝,3,400
2022-10-15,大村,3,複勝,3,170
2022-10-15,大村,3,複勝,5,140
2022-10-15,大村,3,２連単,3-5,2020
2022-10-15,大村,3,２連複,3-5,1010
2022-10-15,大村,3,拡連複,3-5,340
2022-10-15,大村,3,３連単,3-5-4,3840
2022-10-15,大村,3,３連複,3-4-5,410
2022-10-15,大村,4,単勝,3,830
2022-10-15,大村,4,複勝,3,420
2022-10-15,大村,4,複勝,5,570
2022-10-15,大村,4,２連単,3-5,5340
2022-10-15,大村,4,２連複,3-5,2320
2022-10-15,大村,4,拡連複,3-5,430
2022-10-15,大村,4,３連単,3-5-4,24970
2022-10-15,大村,4,３連複,3-4-5,3180
2022-10-15,大村,5,単勝,1,160
2022-10-15,大村,5,複勝,1,120
2022-10-15,大村,5,複勝,5,130
2022-10-15,大村,5,２連単,1-5,290
2022-10-15,大村,5,２連複,1-5,170
2022-10-15,大村,5,拡連複,1-5,170
2022-10-15,大村,5,３連単,1-5-2,630
2022-10-15,大村,5,３連複,1-2-5,330
2022-10-15,大村,6,単勝,1,230
2022-10-15,大村,6,複勝,1,100
2022-10-15,大村,6,複勝,2,230
2022-10-15,大村,6,２連単,1-2,240
2022-10-15,大村,6,２連複,1-2,190
2022-10-15,大村,6,拡連複,1-2,130
2022-10-15,大村,6,３連単,1-2-5,400
2022-10-15,大村,6,３連複,1-2-5,170
2022-10-15,大村,7,単勝,1,110
2022-10-15,大村,7,複勝,1,100
