日付,レース場,レース番号,舟券種,組合せ,払戻金
2020-04-12,大村,1,単勝,1,150
2020-04-12,大村,1,複勝,1,130
2020-04-12,大村,1,複勝,4,320
2020-04-12,大村,1,２連単,1-4,300
2020-04-12,大村,1,２連複,1-4,230
2020-04-12,大村,1,拡連複,1-4,130
2020-04-12,大村,1,３連単,1-4-3,1300
2020-04-12,大村,1,３連複,1-3-4,900
2020-04-12,大村,2,単勝,2,3000
2020-04-12,大村,2,複勝,2,350
2020-04-12,大村,2,複勝,3,270
2020-04-12,大村,2,２連単,2-3,3890
2020-04-12,大村,2,２連複,2-3,740
2020-04-12,大村,2,拡連複,2-3,280
2020-04-12,大村,2,３連単,2-3-5,10050
2020-04-12,大村,2,３連複,2-3-5,1200
2020-04-12,大村,3,単勝,1,120
2020-04-12,大村,3,複勝,1,100
2020-04-12,大村,3,複勝,3,300
2020-04-12,大村,3,２連単,1-3,560
2020-04-12,大村,3,２連複,1-3,410
2020-04-12,大村,3,拡連複,1-3,200
2020-04-12,大村,3,３連単,1-3-2,990
2020-04-12,大村,3,３連複,1-2-3,270
2020-04-12,大村,4,単勝,3,560
2020-04-12,大村,4,複勝,3,400
2020-04-12,大村,4,複勝,2,140
2020-04-12,大村,4,２連単,3-2,2720
2020-04-12,大村,4,２連複,2-3,1170
2020-04-12,大村,4,拡連複,2-3,300
2020-04-12,大村,4,３連単,3-2-4,12000
2020-04-12,大村,4,３連複,2-3-4,1600
2020-04-12,大村,5,単勝,3,170
2020-04-12,大村,5,複勝,3,330
2020-04-12,大村,5,複勝,4,400
2020-04-12,大村,5,２連単,3-4,3550
2020-04-12,大村,5,２連複,3-4,1760
2020-04-12,大村,5,拡連複,3-4,230
2020-04-12,大村,5,３連単,3-4-1,5130
2020-04-12,大村,5,３連複,1-3-4,340
2020-04-12,大村,6,単勝,1,140
2020-04-12,大村,6,複勝,1,210
2020-04-12,大村,6,複勝,5,1480
2020-04-12,大村,6,２連単,1-5,1140
2020-04-12,大村,6,２連複,1-5,1240
2020-04-12,大村,6,拡連複,1-5,450
2020-04-12,大村,6,３連単,1-5-4,9120
2020-04-12,大村,6,３連複,1-4-5,4380
2020-04-12,大村,7,単勝,1,100
2020-04-12,大村,7,複勝,1,100
2020-04-12,大村,7,複勝,3,100
2020-04-12,大村,7,２連単,1-3,190
2020-04-12,大村,7,２連複,1-3,160
2020-04-12,大村,7,拡連複,1-3,110
2020-04-12,大村,7,３連単,1-3-5,490
2020-04-12,大村,7,３連複,1-3-5,340
2020-04-12,大村,8,単勝,3,750
2020-04-12,大村,8,複勝,3,220
2020-04-12,大村,8,複勝,4,370
2020-04-12,大村,8,２連単,3-4,2620
2020-04-12,大村,8,２連複,3-4,1960
2020-04-12,大村,8,拡連複,3-4,230
2020-04-12,大村,8,３連単,3-4-1,7730
2020-04-12,大村,8,３連複,1-3-4,630
2020-04-12,大村,9,単勝,2,1200
2020-04-12,大村,9,複勝,2,250
2020-04-12,大村,9,複勝,5,490
2020-04-12,大村,9,２連単,2-5,6660
2020-04-12,大村,9,２連複,2-5,2330
2020-04-12,大村,9,拡連複,2-5,570
2020-04-12,大村,9,３連単,2-5-1,18060
2020-04-12,大村,9,３連複,1-2-5,1340
2020-04-12,大村,10,単勝,1,140
2020-04-12,大村,10,複勝,1,140
2020-04-12,大村,10,複勝,2,120
2020-04-12,大村,10,２連単,1-2,350
2020-04-12,大村,10,２連複,1-2,280
2020-04-12,大村,10,拡連複,1-2,160
2020-04-12,大村,10,３連単,1-2-3,650
2020-04-12,大村,10,３連複,1-2-3,270
2020-04-12,大村,11,単勝,2,770
2020-04-12,大村,11,複勝,2,210
2020-04-12,大村,11,複勝,1,110
2020-04-12,大村,11,２連単,2-1,1280
2020-04-12,大村,11,２連複,1-2,300
2020-04-12,大村,11,拡連複,1-2,160
2020-04-12,大村,11,３連単,2-1-3,3100
2020-04-12,大村,11,３連複,1-2-3,310
2020-04-12,大村,12,単勝,1,120
2020-04-12,大村,12,複勝,1,100
2020-04-12,大村,12,複勝,2,110
2020-04-12,大村,12,２連単,1-2,260
2020-04-12,大村,12,２連複,1-2,180
2020-04-12,大村,12,拡連複,1-2,120
2020-04-12,大村,12,３連単,1-2-4,550
2020-04-12,大村,12,３連複,1-2-4,260
2020-04-12,福岡,1,単勝,1,110
2020-04-12,福岡,1,複勝,1,100
2020-04-12,福岡,1,複勝,3,120
2020-04-12,福岡,1,２連単,1-3,260
2020-04-12,福岡,1,２連複,1-3,280
2020-04-12,福岡,1,拡連複,1-3,160
2020-04-12,福岡,1,３連単,1-3-4,880
2020-04-12,福岡,1,３連複,1-3-4,440
2020-04-12,福岡,2,単勝,2,410
2020-04-12,福岡,2,複勝,2,120
2020-04-12,福岡,2,複勝,1,100
2020-04-12,福岡,2,２連単,2-1,660
2020-04-12,福岡,2,２連複,1-2,180
2020-04-12,福岡,2,拡連複,1-2,130
2020-04-12,福岡,2,３連単,2-1-6,2700
2020-04-12,福岡,2,３連複,1-2-6,710
2020-04-12,福岡,3,単勝,2,610
2020-04-12,福岡,3,複勝,2,320
2020-04-12,福岡,3,複勝,1,140
2020-04-12,福岡,3,２連単,2-1,1350
