日付,レース場,レース番号,舟券種,組合せ,払戻金
2021-07-08,唐津,1,単勝,1,120
2021-07-08,唐津,1,複勝,1,110
2021-07-08,唐津,1,複勝,2,230
2021-07-08,唐津,1,２連単,1-2,390
2021-07-08,唐津,1,２連複,1-2,460
2021-07-08,唐津,1,拡連複,1-2,170
2021-07-08,唐津,1,３連単,1-2-4,1260
2021-07-08,唐津,1,３連複,1-2-4,700
2021-07-08,唐津,2,単勝,1,120
2021-07-08,唐津,2,複勝,1,100
2021-07-08,唐津,2,複勝,4,270
2021-07-08,唐津,2,２連単,1-4,780
2021-07-08,唐津,2,２連複,1-4,780
2021-07-08,唐津,2,拡連複,1-4,290
2021-07-08,唐津,2,３連単,1-4-6,6160
2021-07-08,唐津,2,３連複,1-4-6,3050
2021-07-08,唐津,3,単勝,1,100
2021-07-08,唐津,3,複勝,1,100
2021-07-08,唐津,3,複勝,2,120
2021-07-08,唐津,3,２連単,1-2,320
2021-07-08,唐津,3,２連複,1-2,250
2021-07-08,唐津,3,拡連複,1-2,130
2021-07-08,唐津,3,３連単,1-2-3,470
2021-07-08,唐津,3,３連複,1-2-3,220
2021-07-08,唐津,4,単勝,4,260
2021-07-08,唐津,4,複勝,4,110
2021-07-08,唐津,4,複勝,5,190
2021-07-08,唐津,4,２連単,4-5,670
2021-07-08,唐津,4,２連複,4-5,360
2021-07-08,唐津,4,拡連複,4-5,160
2021-07-08,唐津,4,３連単,4-5-6,1570
2021-07-08,唐津,4,３連複,4-5-6,760
2021-07-08,唐津,5,単勝,2,120
2021-07-08,唐津,5,複勝,2,300
2021-07-08,唐津,5,複勝,4,830
2021-07-08,唐津,5,２連単,2-4,530
2021-07-08,唐津,5,２連複,2-4,290
2021-07-08,唐津,5,拡連複,2-4,120
2021-07-08,唐津,5,３連単,2-4-5,900
2021-07-08,唐津,5,３連複,2-4-5,280
2021-07-08,唐津,6,単勝,1,530
2021-07-08,唐津,6,複勝,1,120
2021-07-08,唐津,6,複勝,4,120
2021-07-08,唐津,6,２連単,1-4,590
2021-07-08,唐津,6,２連複,1-4,340
2021-07-08,唐津,6,拡連複,1-4,130
2021-07-08,唐津,6,３連単,1-4-2,5680
2021-07-08,唐津,6,３連複,1-2-4,1520
2021-07-08,唐津,7,単勝,2,1330
2021-07-08,唐津,7,複勝,2,330
2021-07-08,唐津,7,複勝,4,270
2021-07-08,唐津,7,２連単,2-4,780
2021-07-08,唐津,7,２連複,2-4,560
2021-07-08,唐津,7,拡連複,2-4,200
2021-07-08,唐津,7,３連単,2-4-5,1420
2021-07-08,唐津,7,３連複,2-4-5,270
2021-07-08,唐津,8,単勝,2,490
2021-07-08,唐津,8,複勝,2,300
2021-07-08,唐津,8,複勝,4,300
2021-07-08,唐津,8,２連単,2-4,1800
2021-07-08,唐津,8,２連複,2-4,540
2021-07-08,唐津,8,拡連複,2-4,360
2021-07-08,唐津,8,３連単,2-4-5,8880
2021-07-08,唐津,8,３連複,2-4-5,2560
2021-07-08,唐津,9,単勝,2,370
2021-07-08,唐津,9,複勝,2,170
2021-07-08,唐津,9,複勝,5,180
2021-07-08,唐津,9,２連単,2-5,4010
2021-07-08,唐津,9,２連複,2-5,2450
2021-07-08,唐津,9,拡連複,2-5,330
2021-07-08,唐津,9,３連単,2-5-3,11150
2021-07-08,唐津,9,３連複,2-3-5,2240
2021-07-08,唐津,10,単勝,1,140
2021-07-08,唐津,10,複勝,1,100
2021-07-08,唐津,10,複勝,2,180
2021-07-08,唐津,10,２連単,1-2,210
2021-07-08,唐津,10,２連複,1-2,200
2021-07-08,唐津,10,拡連複,1-2,130
2021-07-08,唐津,10,３連単,1-2-3,400
2021-07-08,唐津,10,３連複,1-2-3,190
2021-07-08,唐津,11,単勝,1,100
2021-07-08,唐津,11,複勝,1,100
2021-07-08,唐津,11,複勝,4,280
2021-07-08,唐津,11,２連単,1-4,480
2021-07-08,唐津,11,２連複,1-4,440
2021-07-08,唐津,11,拡連複,1-4,220
2021-07-08,唐津,11,３連単,1-4-2,1210
2021-07-08,唐津,11,３連複,1-2-4,350
2021-07-08,唐津,12,単勝,1,100
2021-07-08,唐津,12,複勝,1,100
2021-07-08,唐津,12,複勝,2,170
2021-07-08,唐津,12,２連単,1-2,160
2021-07-08,唐津,12,２連複,1-2,170
2021-07-08,唐津,12,拡連複,1-2,100
2021-07-08,唐津,12,３連単,1-2-5,520
2021-07-08,唐津,12,３連複,1-2-5,400
2021-07-08,芦屋,1,単勝,1,100
2021-07-08,芦屋,1,複勝,1,100
2021-07-08,芦屋,1,複勝,2,160
2021-07-08,芦屋,1,２連単,1-2,170
2021-07-08,芦屋,1,２連複,1-2,170
2021-07-08,芦屋,1,拡連複,1-2,120
2021-07-08,芦屋,1,３連単,1-2-5,640
2021-07-08,芦屋,1,３連複,1-2-5,410
2021-07-08,芦屋,2,単勝,1,230
2021-07-08,芦屋,2,複勝,1,100
2021-07-08,芦屋,2,複勝,4,100
2021-07-08,芦屋,2,２連単,1-4,150
2021-07-08,芦屋,2,２連複,1-4,130
2021-07-08,芦屋,2,拡連複,1-4,100
2021-07-08,芦屋,2,３連単,1-4-3,550
2021-07-08,芦屋,2,３連複,1-3-4,260
2021-07-08,芦屋,3,単勝,1,130
2021-07-08,芦屋,3,複勝,1,160
2021-07-08,芦屋,3,複勝,3,190
2021-07-08,芦屋,3,２連単,1-3,170
