日付,レース場,レース番号,舟券種,組合せ,払戻金
2020-02-16,唐津,1,単勝,4,390
2020-02-16,唐津,1,複勝,4,310
2020-02-16,唐津,1,複勝,5,1600
2020-02-16,唐津,1,２連単,4-5,3070
2020-02-16,唐津,1,２連複,4-5,2440
2020-02-16,唐津,1,拡連複,4-5,740
2020-02-16,唐津,1,３連単,4-5-3,18420
2020-02-16,唐津,1,３連複,3-4-5,5120
2020-02-16,唐津,2,単勝,1,180
2020-02-16,唐津,2,複勝,1,100
2020-02-16,唐津,2,複勝,2,100
2020-02-16,唐津,2,２連単,1-2,320
2020-02-16,唐津,2,２連複,1-2,210
2020-02-16,唐津,2,拡連複,1-2,130
2020-02-16,唐津,2,３連単,1-2-3,1090
2020-02-16,唐津,2,３連複,1-2-3,390
2020-02-16,唐津,3,単勝,4,570
2020-02-16,唐津,3,複勝,4,150
2020-02-16,唐津,3,複勝,3,240
2020-02-16,唐津,3,２連単,4-3,3010
2020-02-16,唐津,3,２連複,3-4,1010
2020-02-16,唐津,3,拡連複,3-4,390
2020-02-16,唐津,3,３連単,4-3-6,24340
2020-02-16,唐津,3,３連複,3-4-6,4080
2020-02-16,唐津,4,単勝,1,130
2020-02-16,唐津,4,複勝,1,200
2020-02-16,唐津,4,複勝,3,320
2020-02-16,唐津,4,２連単,1-3,450
2020-02-16,唐津,4,２連複,1-3,480
2020-02-16,唐津,4,拡連複,1-3,230
2020-02-16,唐津,4,３連単,1-3-2,2030
2020-02-16,唐津,4,３連複,1-2-3,780
2020-02-16,唐津,5,単勝,3,750
2020-02-16,唐津,5,複勝,3,110
2020-02-16,唐津,5,複勝,1,130
2020-02-16,唐津,5,２連単,3-1,2880
2020-02-16,唐津,5,２連複,1-3,360
2020-02-16,唐津,5,拡連複,1-3,310
2020-02-16,唐津,5,３連単,3-1-4,9950
2020-02-16,唐津,5,３連複,1-3-4,1180
2020-02-16,唐津,6,単勝,1,160
2020-02-16,唐津,6,複勝,1,100
2020-02-16,唐津,6,複勝,2,160
2020-02-16,唐津,6,２連単,1-2,410
2020-02-16,唐津,6,２連複,1-2,330
2020-02-16,唐津,6,拡連複,1-2,200
2020-02-16,唐津,6,３連単,1-2-5,1340
2020-02-16,唐津,6,３連複,1-2-5,570
2020-02-16,唐津,7,単勝,1,120
2020-02-16,唐津,7,複勝,1,110
2020-02-16,唐津,7,複勝,3,120
2020-02-16,唐津,7,２連単,1-3,240
2020-02-16,唐津,7,２連複,1-3,210
2020-02-16,唐津,7,拡連複,1-3,150
2020-02-16,唐津,7,３連単,1-3-5,1110
2020-02-16,唐津,7,３連複,1-3-5,630
2020-02-16,唐津,8,単勝,1,150
2020-02-16,唐津,8,複勝,1,130
2020-02-16,唐津,8,複勝,2,100
2020-02-16,唐津,8,２連単,1-2,400
2020-02-16,唐津,8,２連複,1-2,300
2020-02-16,唐津,8,拡連複,1-2,150
2020-02-16,唐津,8,３連単,1-2-5,940
2020-02-16,唐津,8,３連複,1-2-5,310
2020-02-16,唐津,9,単勝,1,250
2020-02-16,唐津,9,複勝,1,160
2020-02-16,唐津,9,複勝,6,750
2020-02-16,唐津,9,２連単,1-6,2820
2020-02-16,唐津,9,２連複,1-6,2850
2020-02-16,唐津,9,拡連複,1-6,750
2020-02-16,唐津,9,３連単,1-6-4,14050
2020-02-16,唐津,9,３連複,1-4-6,4090
2020-02-16,唐津,10,単勝,3,900
2020-02-16,唐津,10,複勝,3,300
2020-02-16,唐津,10,複勝,4,340
2020-02-16,唐津,10,２連単,3-4,3100
2020-02-16,唐津,10,２連複,3-4,2500
2020-02-16,唐津,10,拡連複,3-4,310
2020-02-16,唐津,10,３連単,3-4-5,8120
2020-02-16,唐津,10,３連複,3-4-5,1600
2020-02-16,唐津,11,単勝,1,110
2020-02-16,唐津,11,複勝,1,190
2020-02-16,唐津,11,複勝,4,230
2020-02-16,唐津,11,２連単,1-4,1450
2020-02-16,唐津,11,２連複,1-4,1110
2020-02-16,唐津,11,拡連複,1-4,230
2020-02-16,唐津,11,３連単,1-4-2,2880
2020-02-16,唐津,11,３連複,1-2-4,370
2020-02-16,唐津,12,単勝,1,120
2020-02-16,唐津,12,複勝,1,110
2020-02-16,唐津,12,複勝,3,250
2020-02-16,唐津,12,２連単,1-3,340
2020-02-16,唐津,12,２連複,1-3,310
2020-02-16,唐津,12,拡連複,1-3,190
2020-02-16,唐津,12,３連単,1-3-5,4900
2020-02-16,唐津,12,３連複,1-3-5,2300
2020-02-16,徳山,1,単勝,1,110
2020-02-16,徳山,1,複勝,1,100
2020-02-16,徳山,1,複勝,3,190
2020-02-16,徳山,1,２連単,1-3,300
2020-02-16,徳山,1,２連複,1-3,270
2020-02-16,徳山,1,拡連複,1-3,150
2020-02-16,徳山,1,３連単,1-3-4,790
2020-02-16,徳山,1,３連複,1-3-4,440
2020-02-16,徳山,2,単勝,1,100
2020-02-16,徳山,2,複勝,1,100
2020-02-16,徳山,2,複勝,3,250
2020-02-16,徳山,2,２連単,1-3,320
2020-02-16,徳山,2,２連複,1-3,330
2020-02-16,徳山,2,拡連複,1-3,170
2020-02-16,徳山,2,３連単,1-3-5,1410
2020-02-16,徳山,2,３連複,1-3-5,1020
2020-02-16,徳山,3,単勝,4,610
2020-02-16,徳山,3,複勝,4,230
2020-02-16,徳山,3,複勝,3,260
2020-02-16,徳山,3,２連単,4-3,4160
2020-02-16,徳山,3,２連複,3-4,2650
2020-02-16,徳山,3,拡連複,3-4,200
2020-02-16,徳山,3,３連単,4-3-1,9030
2020-02-16,徳山,3,３連複,1-3-4,280
2020-02-16,徳山,4,単勝,1,100
2020-02-16,徳山,4,複勝,1,100
2020-02-16,徳山,4,複勝,6,440
2020-02-16,徳山,4,２連単,1-6,1680
2020-02-16,徳山,4,２連複,1-6,1400
2020-02-16,徳山,4,拡連複,1-6,490
2020-02-16,徳山,4,３連単,1-6-5,10790
2020-02-16,徳山,4,３連複,1-5-6,3040
2020-02-16,徳山,5,単勝,2,120
2020-02-16,徳山,5,複勝,2,100
2020-02-16,徳山,5,複勝,3,240
2020-02-16,徳山,5,２連単,2-3,300
2020-02-16,徳山,5,２連複,2-3,400
2020-02-16,徳山,5,拡連複,2-3,170
2020-02-16,徳山,5,３連単,2-3-4,840
2020-02-16,徳山,5,３連複,2-3-4,420
2020-02-16,徳山,6,単勝,2,310
2020-02-16,徳山,6,複勝,2,250
2020-02-16,徳山,6,複勝,3,450
2020-02-16,徳山,6,２連単,2-3,900
2020-02-16,徳山,6,２連複,2-3,540
2020-02-16,徳山,6,拡連複,2-3,170
2020-02-16,徳山,6,３連単,2-3-5,1500
2020-02-16,徳山,6,３連複,2-3-5,510
2020-02-16,徳山,7,単勝,3,570
2020-02-16,徳山,7,複勝,3,250
2020-02-16,徳山,7,複勝,4,330
2020-02-16,徳山,7,２連単,3-4,1010
2020-02-16,徳山,7,２連複,3-4,840
2020-02-16,徳山,7,拡連複,3-4,130
2020-02-16,徳山,7,３連単,3-4-1,4620
2020-02-16,徳山,7,３連複,1-3-4,390
2020-02-16,徳山,8,単勝,2,260
2020-02-16,徳山,8,複勝,2,100
2020-02-16,徳山,8,複勝,1,100
2020-02-16,徳山,8,２連単,2-1,330
2020-02-16,徳山,8,２連複,1-2,140
2020-02-16,徳山,8,拡連複,1-2,110
2020-02-16,徳山,8,３連単,2-1-3,530
2020-02-16,徳山,8,３連複,1-2-3,180
2020-02-16,徳山,9,単勝,2,140
2020-02-16,徳山,9,複勝,2,140
2020-02-16,徳山,9,複勝,1,150
2020-02-16,徳山,9,２連単,2-1,760
2020-02-16,徳山,9,２連複,1-2,260
2020-02-16,徳山,9,拡連複,1-2,150
2020-02-16,徳山,9,３連単,2-1-3,1910
2020-02-16,徳山,9,３連複,1-2-3,460
2020-02-16,徳山,10,単勝,2,360
2020-02-16,徳山,10,複勝,2,280
2020-02-16,徳山,10,複勝,6,160
2020-02-16,徳山,10,２連単,2-6,2170
2020-02-16,徳山,10,２連複,2-6,1790
2020-02-16,徳山,10,拡連複,2-6,280
2020-02-16,徳山,10,３連単,2-6-3,5780
2020-02-16,徳山,10,３連複,2-3-6,560
2020-02-16,徳山,11,単勝,1,290
2020-02-16,徳山,11,複勝,1,100
2020-02-16,徳山,11,複勝,3,230
2020-02-16,徳山,11,２連単,1-3,750
2020-02-16,徳山,11,２連複,1-3,790
2020-02-16,徳山,11,拡連複,1-3,220
2020-02-16,徳山,11,３連単,1-3-2,3370
2020-02-16,徳山,11,３連複,1-2-3,970
2020-02-16,徳山,12,単勝,1,100
2020-02-16,徳山,12,複勝,1,100
2020-02-16,徳山,12,複勝,3,190
2020-02-16,徳山,12,２連単,1-3,320
2020-02-16,徳山,12,２連複,1-3,300
2020-02-16,徳山,12,拡連複,1-3,220
2020-02-16,徳山,12,３連単,1-3-5,850
2020-02-16,徳山,12,３連複,1-3-5,570
2020-02-16,宮島,1,単勝,2,390
2020-02-16,宮島,1,複勝,2,160
2020-02-16,宮島,1,複勝,1,110
2020-02-16,宮島,1,２連単,2-1,950
2020-02-16,宮島,1,２連複,1-2,300
2020-02-16,宮島,1,拡連複,1-2,170
2020-02-16,宮島,1,３連単,2-1-6,1860
2020-02-16,宮島,1,３連複,1-2-6,430
2020-02-16,宮島,2,単勝,1,240
2020-02-16,宮島,2,複勝,1,190
2020-02-16,宮島,2,複勝,5,280
2020-02-16,宮島,2,２連単,1-5,2420
2020-02-16,宮島,2,２連複,1-5,1920
2020-02-16,宮島,2,拡連複,1-5,800
2020-02-16,宮島,2,３連単,1-5-4,14540
2020-02-16,宮島,2,３連複,1-4-5,2620
2020-02-16,宮島,3,単勝,3,620
2020-02-16,宮島,3,複勝,3,170
2020-02-16,宮島,3,複勝,2,220
2020-02-16,宮島,3,２連単,3-2,1530
2020-02-16,宮島,3,２連複,2-3,480
2020-02-16,宮島,3,拡連複,2-3,250
2020-02-16,宮島,3,３連単,3-2-5,6250
2020-02-16,宮島,3,３連複,2-3-5,1150
2020-02-16,宮島,4,単勝,2,250
2020-02-16,宮島,4,複勝,2,130
2020-02-16,宮島,4,複勝,1,180
2020-02-16,宮島,4,２連単,2-1,890
2020-02-16,宮島,4,２連複,1-2,380
2020-02-16,宮島,4,拡連複,1-2,140
2020-02-16,宮島,4,３連単,2-1-3,1020
2020-02-16,宮島,4,３連複,1-2-3,220
2020-02-16,宮島,5,単勝,1,120
2020-02-16,宮島,5,複勝,1,110
2020-02-16,宮島,5,複勝,6,540
2020-02-16,宮島,5,２連単,1-6,1680
2020-02-16,宮島,5,２連複,1-6,1850
2020-02-16,宮島,5,拡連複,1-6,340
2020-02-16,宮島,5,３連単,1-6-2,7400
2020-02-16,宮島,5,３連複,1-2-6,1850
2020-02-16,宮島,6,単勝,1,130
2020-02-16,宮島,6,複勝,1,200
2020-02-16,宮島,6,複勝,3,430
2020-02-16,宮島,6,２連単,1-3,330
2020-02-16,宮島,6,２連複,1-3,320
2020-02-16,宮島,6,拡連複,1-3,160
2020-02-16,宮島,6,３連単,1-3-2,1280
2020-02-16,宮島,6,３連複,1-2-3,410
2020-02-16,宮島,7,単勝,1,100
2020-02-16,宮島,7,複勝,1,100
2020-02-16,宮島,7,複勝,2,200
2020-02-16,宮島,7,２連単,1-2,420
2020-02-16,宮島,7,２連複,1-2,270
2020-02-16,宮島,7,拡連複,1-2,180
2020-02-16,宮島,7,３連単,1-2-4,1010
2020-02-16,宮島,7,３連複,1-2-4,400
2020-02-16,宮島,8,単勝,1,100
2020-02-16,宮島,8,複勝,1,130
2020-02-16,宮島,8,複勝,4,170
2020-02-16,宮島,8,２連単,1-4,780
2020-02-16,宮島,8,２連複,1-4,330
2020-02-16,宮島,8,拡連複,1-4,260
2020-02-16,宮島,8,３連単,1-4-5,3210
2020-02-16,宮島,8,３連複,1-4-5,1160
2020-02-16,宮島,9,単勝,1,110
2020-02-16,宮島,9,複勝,1,100
2020-02-16,宮島,9,複勝,3,140
2020-02-16,宮島,9,２連単,1-3,270
2020-02-16,宮島,9,２連複,1-3,210
2020-02-16,宮島,9,拡連複,1-3,120
2020-02-16,宮島,9,３連単,1-3-4,710
2020-02-16,宮島,9,３連複,1-3-4,350
2020-02-16,宮島,10,単勝,1,110
2020-02-16,宮島,10,複勝,1,100
2020-02-16,宮島,10,複勝,2,100
2020-02-16,宮島,10,２連単,1-2,230
2020-02-16,宮島,10,２連複,1-2,180
2020-02-16,宮島,10,拡連複,1-2,150
2020-02-16,宮島,10,３連単,1-2-5,1280
2020-02-16,宮島,10,３連複,1-2-5,820
2020-02-16,宮島,11,単勝,1,100
2020-02-16,宮島,11,複勝,1,100
2020-02-16,宮島,11,複勝,2,130
2020-02-16,宮島,11,２連単,1-2,300
2020-02-16,宮島,11,２連複,1-2,270
2020-02-16,宮島,11,拡連複,1-2,170
2020-02-16,宮島,11,３連単,1-2-3,780
2020-02-16,宮島,11,３連複,1-2-3,360
2020-02-16,宮島,12,単勝,1,130
2020-02-16,宮島,12,複勝,1,100
2020-02-16,宮島,12,複勝,3,180
2020-02-16,宮島,12,２連単,1-3,560
2020-02-16,宮島,12,２連複,1-3,520
2020-02-16,宮島,12,拡連複,1-3,230
2020-02-16,宮島,12,３連単,1-3-6,5930
2020-02-16,宮島,12,３連複,1-3-6,2410
2020-02-16,鳴門,1,単勝,5,3660
2020-02-16,鳴門,1,複勝,5,440
2020-02-16,鳴門,1,複勝,1,110
2020-02-16,鳴門,1,２連単,5-1,7280
2020-02-16,鳴門,1,２連複,1-5,1420
2020-02-16,鳴門,1,拡連複,1-5,410
2020-02-16,鳴門,1,３連単,5-1-4,50380
2020-02-16,鳴門,1,３連複,1-4-5,1610
2020-02-16,鳴門,2,単勝,2,400
2020-02-16,鳴門,2,複勝,2,160
2020-02-16,鳴門,2,複勝,1,140
2020-02-16,鳴門,2,２連単,2-1,630
2020-02-16,鳴門,2,２連複,1-2,240
2020-02-16,鳴門,2,拡連複,1-2,140
2020-02-16,鳴門,2,３連単,2-1-4,1590
2020-02-16,鳴門,2,３連複,1-2-4,370
2020-02-16,鳴門,3,単勝,1,110
2020-02-16,鳴門,3,複勝,1,100
2020-02-16,鳴門,3,複勝,4,270
2020-02-16,鳴門,3,２連単,1-4,810
2020-02-16,鳴門,3,２連複,1-4,660
2020-02-16,鳴門,3,拡連複,1-4,210
2020-02-16,鳴門,3,３連単,1-4-5,2750
2020-02-16,鳴門,3,３連複,1-4-5,990
2020-02-16,鳴門,4,単勝,1,100
2020-02-16,鳴門,4,複勝,1,110
2020-02-16,鳴門,4,複勝,5,450
2020-02-16,鳴門,4,２連単,1-5,910
2020-02-16,鳴門,4,２連複,1-5,760
2020-02-16,鳴門,4,拡連複,1-5,290
2020-02-16,鳴門,4,３連単,1-5-4,2280
2020-02-16,鳴門,4,３連複,1-4-5,650
2020-02-16,鳴門,5,単勝,2,280
2020-02-16,鳴門,5,複勝,2,220
2020-02-16,鳴門,5,複勝,3,250
2020-02-16,鳴門,5,２連単,2-3,1110
