日付,レース場,レース番号,1着艇,2着艇,3着艇,1号艇_登録番号,1号艇_年齢,1号艇_支部,1号艇_体重,1号艇_級別,1号艇_全国勝率,1号艇_全国2連対率,1号艇_当地勝率,1号艇_当地2連対率,1号艇_モーター番号,1号艇_モーター2連対率,1号艇_ボート番号,1号艇_ボート2連対率,1号艇_展示タイム,1号艇_平均ST,1号艇_全体平均ST,1号艇_1着率,1号艇_2-3着率,2号艇_登録番号,2号艇_年齢,2号艇_支部,2号艇_体重,2号艇_級別,2号艇_全国勝率,2号艇_全国2連対率,2号艇_当地勝率,2号艇_当地2連対率,2号艇_モーター番号,2号艇_モーター2連対率,2号艇_ボート番号,2号艇_ボート2連対率,2号艇_展示タイム,2号艇_平均ST,2号艇_全体平均ST,2号艇_1着率,2号艇_2-3着率,3号艇_登録番号,3号艇_年齢,3号艇_支部,3号艇_体重,3号艇_級別,3号艇_全国勝率,3号艇_全国2連対率,3号艇_当地勝率,3号艇_当地2連対率,3号艇_モーター番号,3号艇_モーター2連対率,3号艇_ボート番号,3号艇_ボート2連対率,3号艇_展示タイム,3号艇_平均ST,3号艇_全体平均ST,3号艇_1着率,3号艇_2-3着率,4号艇_登録番号,4号艇_年齢,4号艇_支部,4号艇_体重,4号艇_級別,4号艇_全国勝率,4号艇_全国2連対率,4号艇_当地勝率,4号艇_当地2連対率,4号艇_モーター番号,4号艇_モーター2連対率,4号艇_ボート番号,4号艇_ボート2連対率,4号艇_展示タイム,4号艇_平均ST,4号艇_全体平均ST,4号艇_1着率,4号艇_2-3着率,5号艇_登録番号,5号艇_年齢,5号艇_支部,5号艇_体重,5号艇_級別,5号艇_全国勝率,5号艇_全国2連対率,5号艇_当地勝率,5号艇_当地2連対率,5号艇_モーター番号,5号艇_モーター2連対率,5号艇_ボート番号,5号艇_ボート2連対率,5号艇_展示タイム,5号艇_平均ST,5号艇_全体平均ST,5号艇_1着率,5号艇_2-3着率,6号艇_登録番号,6号艇_年齢,6号艇_支部,6号艇_体重,6号艇_級別,6号艇_全国勝率,6号艇_全国2連対率,6号艇_当地勝率,6号艇_当地2連対率,6号艇_モーター番号,6号艇_モーター2連対率,6号艇_ボート番号,6号艇_ボート2連対率,6号艇_展示タイム,6号艇_平均ST,6号艇_全体平均ST,6号艇_1着率,6号艇_2-3着率,1号艇が勝つか,2号艇勝利確率,3号艇勝利確率,4号艇勝利確率,5号艇勝利確率,6号艇勝利確率,1号艇以外で予測1着艇
2025-03-05,三国,7,3,2,6,4400.0,36.0,福井,55.0,B1,3.64,17.57,4.87,24.0,13.0,0.0,17.0,0.0,6.84,0.1699999999999999,0.1872777777777778,0.1153846153846153,0.3076923076923077,4994.0,26.0,佐賀,46.0,B1,5.49,24.32,5.4,30.0,63.0,0.0,48.0,0.0,6.86,0.1944,0.1892537313432835,0.12,0.5,5265.0,25.0,香川,46.0,B1,2.91,8.59,1.38,0.0,52.0,0.0,19.0,0.0,6.79,0.178235294117647,0.1771610169491525,0.1136363636363636,0.4772727272727273,5317.0,24.0,岡山,45.0,B1,3.29,7.26,0.0,0.0,19.0,0.0,23.0,0.0,6.75,0.2236923076923077,0.2205687203791469,0.0975609756097561,0.2682926829268293,5264.0,25.0,兵庫,46.0,B1,4.28,27.08,3.56,22.22,11.0,0.0,31.0,0.0,6.81,0.1956862745098039,0.1856410256410256,0.0,0.2413793103448276,4974,31,岡山,48,B1,5.11,30.1,4.88,32.0,60,0.0,20,0.0,6.79,0.1609090909090909,0.1657657657657657,0.0,0.3333333333333333,0,0.5517892397712927,0.1470559802229244,0.12352661318677695,0.11006915863897915,0.06755900818002676,2
2025-03-05,三国,8,1,3,6,4179.0,42.0,山口,51.0,B1,5.05,30.17,5.15,38.46,32.0,0.0,34.0,0.0,6.71,0.1433333333333333,0.1557407407407407,0.0,0.5,4565.0,37.0,愛知,53.0,B1,5.02,27.27,3.47,10.53,20.0,0.0,51.0,0.0,6.75,0.1685294117647059,0.1626344086021505,0.0,0.2,3282.0,58.0,広島,52.0,B1,4.53,21.74,0.0,0.0,35.0,0.0,24.0,0.0,6.88,0.175609756097561,0.181875,0.0,0.25,4529.0,36.0,香川,56.0,B1,5.54,33.64,6.06,35.29,53.0,0.0,13.0,0.0,6.86,0.1321621621621621,0.1450480769230769,0.0,0.0,4594.0,43.0,滋賀,52.0,A1,6.33,48.03,6.22,38.89,55.0,0.0,42.0,0.0,6.86,0.1266666666666666,0.144172932330827,0.0,0.1666666666666666,3828,51,兵庫,52,A2,5.83,41.25,5.59,37.04,39,0.0,57,0.0,6.77,0.2065714285714285,0.1761722488038277,0.3823529411764705,0.2058823529411764,0,0.26626974664680697,0.12065562905260474,0.26663586178156956,0.30666759280509315,0.03977116971392553,5
2025-03-05,三国,9,3,1,4,4706.0,36.0,愛知,49.0,A2,6.18,42.4,5.87,33.33,36.0,0.0,53.0,0.0,6.86,0.1673469387755101,0.1623694779116465,0.0263157894736842,0.4473684210526316,3981.0,47.0,静岡,53.0,B1,3.31,15.12,3.45,10.0,16.0,0.0,18.0,0.0,6.81,0.1851612903225806,0.179,0.09375,0.46875,4197.0,42.0,静岡,53.0,B1,4.62,27.13,4.15,21.95,23.0,0.0,26.0,0.0,6.82,0.1832608695652174,0.1902777777777778,0.1,0.2,4962.0,28.0,三重,53.0,B1,5.67,37.3,4.85,37.04,22.0,0.0,28.0,0.0,6.84,0.1672727272727272,0.1631954887218045,0.037037037037037,0.4444444444444444,4491.0,38.0,群馬,53.0,B1,4.91,28.21,4.95,35.0,15.0,0.0,40.0,0.0,6.82,0.181578947368421,0.1767078189300411,0.027027027027027,0.2162162162162162,4106,45,佐賀,51,B1,4.45,24.18,2.0,0.0,21,0.0,36,0.0,6.9,0.2175757575757575,0.2068229166666666,0.275,0.45,1,0.12692595761248834,0.24272480980276342,0.474784858267455,0.12681828755245395,0.028746086764839307,4
2025-03-05,下関,1,2,3,1,4056.0,46.0,福井,53.0,B1,4.64,27.71,3.9,19.51,15.0,37.17,75.0,41.78,6.89,0.13875,0.1541148325358851,0.05,0.4,4981.0,28.0,佐賀,53.0,A2,5.77,42.05,3.75,15.0,24.0,31.3,36.0,31.17,6.91,0.1479487179487179,0.158287037037037,0.0,0.3428571428571428,3539.0,56.0,山口,54.0,B1,4.05,18.18,4.01,16.67,67.0,38.89,26.0,33.18,6.9,0.1813513513513513,0.1819900497512437,0.2307692307692307,0.4102564102564102,4394.0,38.0,福岡,53.0,B1,5.42,31.82,3.67,16.67,13.0,31.51,15.0,33.77,6.86,0.1666666666666666,0.1576767676767676,0.1707317073170731,0.4878048780487805,4273.0,42.0,静岡,53.0,B1,5.15,29.21,5.78,50.0,45.0,37.21,30.0,34.82,6.87,0.1935135135135135,0.1864830508474576,0.0857142857142857,0.4857142857142857,5351,20,福岡,55,B2,2.52,4.92,4.0,14.29,23,31.42,51,40.35,6.82,0.1682191780821917,0.1635714285714285,0.0277777777777777,0.5555555555555556,0,0.43898388047722886,0.13259794163896912,0.2493563868396775,0.16406893011837245,0.01499286092575221,2
2025-03-05,下関,2,1,4,3,4143.0,43.0,佐賀,56.0,B1,4.33,22.67,3.53,14.71,64.0,28.51,67.0,39.32,6.88,0.1417391304347826,0.1500487804878048,0.032258064516129,0.2903225806451613,5063.0,27.0,東京,54.0,B1,5.11,26.98,3.67,16.67,18.0,30.77,47.0,34.67,6.84,0.2111111111111111,0.1738157894736842,0.0,0.1666666666666666,4270.0,42.0,三重,62.0,B1,4.28,21.05,3.75,14.29,70.0,30.91,52.0,31.94,6.86,0.161025641025641,0.174931506849315,0.4736842105263157,0.2894736842105263,4007.0,46.0,山口,49.0,B1,4.64,24.64,5.28,33.68,62.0,38.94,49.0,35.06,6.92,0.1246153846153846,0.1357558139534883,0.119047619047619,0.3571428571428571,3617.0,51.0,佐賀,54.0,B1,4.2,23.6,3.97,28.21,40.0,29.77,34.0,36.68,6.87,0.2009302325581395,0.1909049773755656,0.0526315789473684,0.3157894736842105,5355,20,福井,55,B2,1.7,0.0,0.0,0.0,44,39.19,13,33.76,6.85,0.1827631578947368,0.1875,0.0263157894736842,0.2368421052631578,0,0.40942054310693,0.17600035243840317,0.3174301986315906,0.0731556869466235,0.023993218876452813,2
2025-03-05,下関,3,3,4,6,4006.0,46.0,佐賀,52.0,B1,5.02,28.41,5.89,33.33,16.0,34.33,62.0,39.74,6.87,0.174,0.1798122065727699,0.05,0.325,4813.0,35.0,東京,52.0,B1,4.69,28.89,0.0,0.0,52.0,31.71,39.0,37.78,6.82,0.1805263157894737,0.1831753554502369,0.0,0.03125,4754.0,36.0,三重,50.0,A2,6.25,46.9,5.55,39.39,35.0,32.44,63.0,38.96,6.76,0.1423255813953488,0.1443382352941176,0.5303030303030303,0.3636363636363636,3715.0,50.0,福岡,55.0,B1,4.89,23.81,5.27,30.61,31.0,31.82,43.0,33.04,6.82,0.1466666666666666,0.1520645161290322,0.0204081632653061,0.6122448979591837,5020.0,32.0,三重,55.0,B1,4.53,25.33,3.76,17.65,49.0,37.21,41.0,34.7,6.82,0.177027027027027,0.1587096774193548,0.125,0.5,4210,41,福井,54,A2,6.16,39.81,6.21,47.37,47,32.51,68,32.75,6.82,0.1886363636363636,0.1694604316546762,0.1276595744680851,0.5106382978723404,0,0.1648288735720885,0.5755559224418413,0.11210249034097823,0.054864528959397946,0.09264818468569407,3
2025-03-05,下関,5,1,3,6,3907.0,47.0,香川,55.0,A2,5.14,31.82,5.8,35.0,66.0,45.95,65.0,38.64,6.74,0.1593478260869565,0.1677290836653386,0.0333333333333333,0.3,4299.0,42.0,長崎,58.0,B1,4.76,25.0,3.83,16.67,68.0,45.85,71.0,29.73,6.72,0.175,0.1582065217391304,0.032258064516129,0.3225806451612903,3712.0,50.0,三重,56.0,B1,5.09,32.18,0.0,0.0,33.0,34.96,56.0,33.02,6.84,0.127,0.1459174311926605,0.0,0.2121212121212121,4330.0,41.0,福岡,52.0,B2,6.24,40.48,5.69,40.63,60.0,30.7,66.0,35.09,6.82,0.1353333333333333,0.1187903225806451,0.0909090909090909,0.3636363636363636,5351.0,20.0,福岡,55.0,B2,2.52,4.92,4.0,14.29,23.0,31.42,51.0,40.35,6.76,0.156595744680851,0.1635714285714285,0.0,0.5161290322580645,3499,56,広島,52,A1,5.97,38.67,6.37,52.31,69,39.34,46,39.73,6.85,0.1564516129032258,0.137170731707317,0.074074074074074,0.2592592592592592,0,0.1751219870764225,0.14706313665928267,0.3600575184035192,0.10212616995652325,0.2156311879042523,4
2025-03-05,下関,6,2,1,3,4460.0,38.0,東京,55.0,A2,6.37,43.81,5.53,26.32,72.0,26.92,70.0,34.21,6.82,0.1458536585365853,0.1469377990430622,0.0,0.2608695652173913,4273.0,42.0,静岡,53.0,B1,5.15,29.21,5.78,50.0,45.0,37.21,30.0,34.82,6.82,0.2026315789473684,0.1864830508474576,0.0,0.2608695652173913,4596.0,41.0,徳島,52.0,A1,6.12,43.86,4.83,34.78,53.0,34.27,61.0,39.82,6.9,0.1487179487179487,0.1529918032786885,0.0,0.0666666666666666,4271.0,42.0,広島,52.0,B1,4.37,19.77,4.52,23.81,65.0,36.67,11.0,35.24,6.79,0.1538888888888888,0.1526728110599078,0.2068965517241379,0.4827586206896552,5355.0,20.0,福井,55.0,B2,1.7,0.0,0.0,0.0,44.0,39.19,13.0,33.76,6.82,0.1977272727272727,0.1875,0.0,0.2222222222222222,5176,31,山口,55,B2,2.84,12.5,1.9,5.0,34,33.63,23,36.12,6.83,0.1683333333333333,0.1794285714285714,0.0,0.5483870967741935,1,0.312963059867959,0.5036801892380828,0.14377699628093543,0.01791863590543869,0.021661118707584054,3
2025-03-05,下関,7,1,2,6,3838.0,49.0,埼玉,52.0,A2,5.79,36.29,7.0,54.29,27.0,30.39,14.0,31.07,6.91,0.1313725490196078,0.1364285714285714,0.0303030303030303,0.4242424242424242,3617.0,51.0,佐賀,54.0,B1,4.2,23.6,3.97,28.21,40.0,29.77,34.0,36.68,6.84,0.1855263157894736,0.1909049773755656,0.0294117647058823,0.1176470588235294,3893.0,48.0,愛知,55.0,B1,4.18,22.73,0.0,0.0,56.0,35.02,74.0,39.56,6.92,0.1425,0.1660975609756097,0.0357142857142857,0.1071428571428571,3539.0,56.0,山口,54.0,B1,4.05,18.18,4.01,16.67,67.0,38.89,26.0,33.18,6.9,0.1891666666666666,0.1819900497512437,0.2666666666666666,0.5333333333333333,5063.0,27.0,東京,54.0,B1,5.11,26.98,3.67,16.67,18.0,30.77,47.0,34.67,6.88,0.1651851851851851,0.1738157894736842,0.0454545454545454,0.4090909090909091,4056,46,福井,53,B1,4.64,27.71,3.9,19.51,15,37.17,75,41.78,6.91,0.1484615384615384,0.1541148325358851,0.0625,0.25,1,0.29325063395347495,0.2314627068284634,0.12637701480933006,0.25131552718188516,0.09759411722684645,2
2025-03-05,下関,8,4,1,5,3929.0,49.0,愛知,52.0,B1,4.94,27.14,5.44,34.38,74.0,25.71,45.0,41.07,6.83,0.1264516129032258,0.1479203539823008,0.0,0.2352941176470588,5020.0,32.0,三重,55.0,B1,4.53,25.33,3.76,17.65,49.0,37.21,41.0,34.7,6.78,0.1734375,0.1587096774193548,0.0,0.3157894736842105,3851.0,52.0,福岡,57.0,B2,3.28,17.95,4.71,33.33,21.0,38.46,24.0,33.77,6.81,0.14,0.1735483870967742,0.0625,0.1875,4413.0,38.0,福岡,51.0,A2,6.5,42.37,7.14,58.62,17.0,43.36,37.0,39.38,6.77,0.1763636363636363,0.1629411764705882,0.2,0.4,4813.0,35.0,東京,52.0,B1,4.69,28.89,0.0,0.0,52.0,31.71,39.0,37.78,6.77,0.1742105263157894,0.1831753554502369,0.0465116279069767,0.3953488372093023,4143,43,佐賀,56,B1,4.33,22.67,3.53,14.71,64,28.51,67,39.32,6.82,0.1631034482758621,0.1500487804878048,0.1282051282051282,0.4615384615384615,0,0.18495786156703078,0.1201951134858505,0.594273842148588,0.06957171414802832,0.031001468650502156,4
2025-03-05,下関,9,2,3,5,3616.0,52.0,福岡,55.0,A2,5.55,38.1,5.85,43.48,11.0,37.61,19.0,34.8,6.75,0.1465853658536585,0.1571634615384615,0.0833333333333333,0.1944444444444444,4163.0,43.0,広島,52.0,B1,5.52,31.93,6.38,43.48,36.0,37.44,73.0,32.13,6.67,0.1707843137254902,0.16890625,0.0,0.275,4394.0,38.0,福岡,53.0,B1,5.42,31.82,3.67,16.67,13.0,31.51,15.0,33.77,6.75,0.1405555555555555,0.1576767676767676,0.0,0.0689655172413793,4270.0,42.0,三重,62.0,B1,4.28,21.05,3.75,14.29,70.0,30.91,52.0,31.94,6.81,0.1937837837837837,0.174931506849315,0.2413793103448276,0.5172413793103449,4299.0,42.0,長崎,58.0,B1,4.76,25.0,3.83,16.67,68.0,45.85,71.0,29.73,6.76,0.1583333333333333,0.1582065217391304,0.024390243902439,0.3658536585365853,4006,46,佐賀,52,B1,5.02,28.41,5.89,33.33,16,34.33,62,39.74,6.79,0.1938709677419355,0.1798122065727699,0.0476190476190476,0.5238095238095238,1,0.43456390236879366,0.2885274621943208,0.08125888947780051,0.10339803530027292,0.09225171065881207,2
2025-03-05,児島,1,1,3,5,3489.0,57.0,静岡,52.0,A2,6.21,41.98,6.41,43.24,43.0,15.15,68.0,27.78,6.88,0.1446153846153846,0.1512075471698113,0.0869565217391304,0.1739130434782608,3922.0,49.0,愛知,50.0,B1,3.49,14.53,4.61,27.78,69.0,23.81,51.0,27.87,6.82,0.1830434782608695,0.1793495934959349,0.0,0.1363636363636363,3233.0,58.0,岡山,55.0,B1,4.1,18.75,4.7,26.71,22.0,32.2,18.0,32.76,6.81,0.1709999999999999,0.1607185628742514,0.0,0.3478260869565217,4750.0,37.0,大阪,52.0,B1,3.94,19.53,4.0,17.14,68.0,29.41,16.0,27.42,6.91,0.17025,0.1687782805429864,0.4482758620689655,0.3103448275862069,4973.0,32.0,埼玉,52.0,B1,4.81,26.97,7.4,70.0,65.0,45.31,48.0,32.79,6.79,0.19125,0.188051282051282,0.0606060606060606,0.3636363636363636,3866,49,岡山,56,B2,4.06,19.35,3.91,22.22,36,33.93,47,29.63,6.89,0.1985714285714286,0.1468888888888889,0.0625,0.53125,1,0.21189202630658635,0.18676381819880028,0.3226965764795385,0.24914022879234848,0.029507350222726356,4
2025-03-05,児島,2,1,5,2,4558.0,35.0,岡山,55.0,B1,4.64,22.5,4.99,27.66,66.0,45.45,13.0,30.0,6.8,0.1893103448275862,0.1983756345177665,0.1176470588235294,0.2352941176470588,3614.0,52.0,広島,54.0,B1,4.21,21.95,4.93,24.07,63.0,28.33,73.0,34.48,6.86,0.1671739130434782,0.1693253968253968,0.0344827586206896,0.1034482758620689,4164.0,43.0,長崎,52.0,B1,4.03,14.71,4.36,15.15,35.0,30.65,58.0,31.15,6.87,0.1859090909090909,0.1776,0.0,0.1290322580645161,3600.0,54.0,岡山,53.0,B1,4.13,28.17,4.43,21.77,19.0,25.0,22.0,27.27,6.86,0.1997142857142857,0.1977005347593582,0.4193548387096774,0.3548387096774194,3352.0,56.0,福岡,50.0,B1,4.4,18.95,5.06,22.22,55.0,33.9,60.0,38.98,6.92,0.1609677419354838,0.1631122448979592,0.1724137931034483,0.3448275862068966,5294,23,静岡,50,B1,3.04,11.93,2.78,11.11,27,25.0,19,38.78,6.79,0.1531578947368421,0.1609278350515464,0.032258064516129,0.2903225806451613,0,0.3157556103334221,0.1994323979006398,0.25288365463192664,0.18418439354354144,0.04774394359047001,2
2025-03-05,児島,3,1,2,6,3362.0,55.0,三重,54.0,B1,5.97,45.22,5.83,40.0,41.0,37.29,62.0,35.59,6.76,0.1728571428571428,0.19725,0.0,0.2083333333333333,3663.0,55.0,広島,51.0,B1,5.18,33.08,5.04,31.51,53.0,44.64,64.0,24.56,6.87,0.1678,0.1686496350364963,0.0,0.1724137931034483,4058.0,45.0,静岡,50.0,B1,5.43,35.29,5.37,20.0,21.0,42.37,38.0,28.33,6.83,0.1986,0.2008097165991902,0.0,0.1153846153846153,5212.0,26.0,福岡,55.0,B1,4.31,18.35,2.6,4.17,15.0,25.0,72.0,28.57,6.85,0.1684848484848485,0.1673891625615763,0.4285714285714285,0.4285714285714285,4488.0,38.0,埼玉,53.0,A1,6.26,46.51,7.18,54.55,46.0,20.97,36.0,26.32,6.81,0.1489743589743589,0.1581196581196581,0.05,0.55,3933,48,岡山,56,B1,4.72,23.64,5.93,42.94,48,49.23,67,22.22,6.79,0.1634285714285714,0.1686343612334802,0.0952380952380952,0.238095238095238,0,0.24645965066267464,0.1920194383104891,0.1265542331274227,0.40734547291190587,0.02762120498750755,5
2025-03-05,児島,4,1,4,6,4020.0,45.0,香川,63.0,B1,4.21,22.45,4.69,33.33,24.0,42.62,45.0,21.43,6.82,0.1496969696969697,0.1659223300970873,0.0,0.3846153846153846,5048.0,30.0,長崎,57.0,B1,4.58,25.0,4.39,16.67,13.0,37.7,43.0,36.21,6.79,0.1667647058823529,0.1754166666666666,0.0476190476190476,0.1904761904761904,5179.0,27.0,兵庫,54.0,B2,3.31,12.07,3.09,21.74,58.0,36.36,52.0,19.3,6.82,0.2136363636363636,0.1750735294117646,0.0,0.0,3997.0,45.0,大阪,55.0,A1,6.68,47.37,6.95,57.14,64.0,32.79,74.0,45.61,6.83,0.1829787234042553,0.154914089347079,0.4482758620689655,0.3103448275862069,5284.0,26.0,福岡,53.0,B2,2.16,5.81,2.61,5.56,29.0,37.93,37.0,36.67,6.84,0.1588,0.1670555555555555,0.0434782608695652,0.4565217391304347,4189,43,福岡,54,A2,5.76,37.59,5.5,32.69,23,32.84,27,21.82,6.77,0.1661363636363636,0.1598165137614678,0.0975609756097561,0.4146341463414634,0,0.15935497294733894,0.080661150987083,0.5702814829689992,0.1146804170515858,0.075021976044993,4
2025-03-05,児島,5,1,2,4,5170.0,24.0,岡山,52.0,B1,4.59,20.2,4.62,26.92,56.0,45.76,26.0,36.67,6.77,0.1429166666666666,0.1538277511961722,0.0526315789473684,0.3157894736842105,5066.0,26.0,埼玉,56.0,B1,5.12,31.54,5.15,25.0,20.0,27.14,33.0,37.74,6.77,0.1765714285714285,0.1717269076305221,0.0,0.2,4066.0,45.0,三重,54.0,A1,6.45,46.72,6.66,50.0,18.0,26.23,42.0,39.29,6.85,0.1642,0.1596478873239436,0.0,0.2,4973.0,32.0,埼玉,52.0,B1,4.81,26.97,7.4,70.0,65.0,45.31,48.0,32.79,6.78,0.1858064516129032,0.188051282051282,0.5,0.3421052631578947,3832.0,50.0,香川,55.0,B1,4.53,26.61,5.47,26.42,42.0,30.65,63.0,48.08,6.81,0.1752631578947368,0.1682758620689655,0.119047619047619,0.3095238095238095,5034,27,静岡,56,A1,6.39,45.8,7.7,60.0,57,37.29,50,40.35,6.77,0.1463157894736842,0.1370124481327801,0.119047619047619,0.5476190476190477,0,0.2187184524590543,0.4261302667449771,0.16691734456063928,0.06244047616554991,0.1257934600697794,3
2025-03-05,児島,6,1,2,3,3842.0,48.0,三重,53.0,A2,5.68,38.14,5.9,38.1,52.0,30.77,49.0,39.58,7.01,0.1568627450980392,0.1765313653136531,0.0638297872340425,0.2340425531914893,4793.0,34.0,静岡,52.0,A2,5.54,36.76,6.32,44.07,49.0,10.94,61.0,37.29,6.8,0.1547727272727272,0.1563740458015267,0.0217391304347826,0.2826086956521739,3489.0,57.0,静岡,52.0,A2,6.21,41.98,6.41,43.24,43.0,15.15,68.0,27.78,6.9,0.1323913043478261,0.1512075471698113,0.0606060606060606,0.2424242424242424,3825.0,51.0,福岡,61.0,B1,4.67,30.11,4.67,22.22,14.0,29.69,31.0,35.0,6.85,0.1155263157894736,0.1302427184466019,0.6071428571428571,0.25,4750.0,37.0,大阪,52.0,B1,3.94,19.53,4.0,17.14,68.0,29.41,16.0,27.42,6.87,0.1607692307692307,0.1687782805429864,0.0526315789473684,0.3947368421052631,3352,56,福岡,50,B1,4.4,18.95,5.06,22.22,55,33.9,60,38.98,6.91,0.1660655737704918,0.1631122448979592,0.0263157894736842,0.4736842105263157,0,0.5394621599710061,0.2530101283038159,0.12474458646072446,0.051655769725182266,0.031127355539271172,2
2025-03-05,児島,7,2,4,6,4600.0,40.0,広島,52.0,A2,6.04,39.52,5.64,35.71,38.0,22.22,66.0,40.74,6.77,0.1326,0.1330081300813008,0.074074074074074,0.2962962962962963,3866.0,49.0,岡山,56.0,B2,4.06,19.35,3.91,22.22,36.0,33.93,47.0,29.63,6.77,0.1416666666666667,0.1468888888888889,0.0625,0.125,3614.0,52.0,広島,54.0,B1,4.21,21.95,4.93,24.07,63.0,28.33,73.0,34.48,6.84,0.1598039215686274,0.1693253968253968,0.0,0.1428571428571428,5060.0,27.0,兵庫,51.0,B1,4.93,26.04,5.93,42.86,17.0,28.13,30.0,40.68,6.8,0.1597435897435897,0.172206572769953,0.2222222222222222,0.4444444444444444,5212.0,26.0,福岡,55.0,B1,4.31,18.35,2.6,4.17,15.0,25.0,72.0,28.57,6.87,0.1688888888888889,0.1673891625615763,0.2,0.3,3362,55,三重,54,B1,5.97,45.22,5.83,40.0,41,37.29,62,35.59,6.88,0.2179411764705882,0.19725,0.0,0.0909090909090909,1,0.1603115030861724,0.14779418294331095,0.4335470101135826,0.1032482346854644,0.1550990691714696,4
2025-03-05,児島,8,1,6,2,3933.0,48.0,岡山,56.0,B1,4.72,23.64,5.93,42.94,48.0,49.23,67.0,22.22,6.8,0.1897368421052631,0.1686343612334802,0.1,0.1,4272.0,42.0,福岡,57.0,B1,5.2,25.44,5.2,20.0,11.0,34.85,15.0,50.85,6.77,0.1633333333333333,0.1488259109311741,0.0,0.2,3600.0,54.0,岡山,53.0,B1,4.13,28.17,4.43,21.77,19.0,25.0,22.0,27.27,6.88,0.1639393939393939,0.1977005347593582,0.0909090909090909,0.0,5054.0,29.0,大阪,53.0,B1,5.28,32.76,5.3,35.0,44.0,33.33,20.0,46.43,6.82,0.1451162790697674,0.1432599118942731,0.4666666666666667,0.2,3922.0,49.0,愛知,50.0,B1,3.49,14.53,4.61,27.78,69.0,23.81,51.0,27.87,6.83,0.18375,0.1793495934959349,0.0,0.375,4020,45,香川,63,B1,4.21,22.45,4.69,33.33,24,42.62,45,21.43,6.88,0.1894285714285714,0.1659223300970873,0.0714285714285714,0.3571428571428571,0,0.24552633649305367,0.16527992424579685,0.5114345877551776,0.05215972111835694,0.025599430387614933,4
2025-03-05,児島,9,4,3,1,3233.0,58.0,岡山,55.0,B1,4.1,18.75,4.7,26.71,22.0,32.2,18.0,32.76,6.82,0.1320833333333333,0.1607185628742514,0.0,0.4545454545454545,3832.0,50.0,香川,55.0,B1,4.53,26.61,5.47,26.42,42.0,30.65,63.0,48.08,6.8,0.1736363636363636,0.1682758620689655,0.0,0.2857142857142857,3997.0,45.0,大阪,55.0,A1,6.68,47.37,6.95,57.14,64.0,32.79,74.0,45.61,6.73,0.165,0.154914089347079,0.0,0.2,4558.0,35.0,岡山,55.0,B1,4.64,22.5,4.99,27.66,66.0,45.45,13.0,30.0,6.74,0.2055555555555555,0.1983756345177665,0.1785714285714285,0.4285714285714285,3663.0,55.0,広島,51.0,B1,5.18,33.08,5.04,31.51,53.0,44.64,64.0,24.56,6.73,0.1812244897959183,0.1686496350364963,0.0571428571428571,0.3142857142857143,3553,53,香川,54,B1,4.48,23.23,4.46,22.22,51,38.18,32,30.36,6.81,0.16,0.1841836734693877,0.0625,0.375,0,0.1939746254415051,0.577515763278555,0.08154237301650022,0.12954087149115262,0.017426366772287035,3
2025-03-05,宮島,1,1,2,5,4515.0,38.0,佐賀,56.0,A2,6.02,42.86,5.76,39.39,67.0,36.36,19.0,31.48,6.74,0.1463043478260869,0.1625691699604743,0.0476190476190476,0.2857142857142857,5073.0,29.0,福岡,54.0,B1,4.79,22.22,3.78,11.11,82.0,37.21,64.0,34.83,6.69,0.1659459459459459,0.1643010752688172,0.0,0.2307692307692307,4495.0,37.0,福岡,55.0,B1,4.49,25.32,4.75,25.0,27.0,35.8,33.0,41.43,6.7,0.1486111111111111,0.1517368421052631,0.0,0.3,4000.0,48.0,広島,55.0,A2,5.79,39.45,5.76,39.47,57.0,20.59,30.0,51.22,6.7,0.1663829787234042,0.1716447368421052,0.5272727272727272,0.4,4902.0,31.0,兵庫,51.0,B1,4.84,28.4,4.5,20.0,29.0,35.87,13.0,42.11,6.7,0.1841463414634146,0.1710762331838565,0.25,0.425,5027,28,山口,56,B1,5.38,37.08,4.87,20.0,73,42.27,81,35.42,6.72,0.18,0.1671895424836601,0.1714285714285714,0.5142857142857142,1,0.15779248152060027,0.24393157419118083,0.4164497555433435,0.09436663627248655,0.08745955247238885,4
2025-03-05,宮島,2,4,1,6,4951.0,31.0,広島,55.0,B1,5.44,30.88,5.19,35.71,68.0,41.84,60.0,46.43,6.73,0.1705,0.1373469387755102,0.3243243243243243,0.4054054054054054,3878.0,47.0,山口,52.0,B1,3.94,12.7,2.0,0.0,35.0,37.08,39.0,43.48,6.78,0.1633333333333333,0.1759763313609467,0.0294117647058823,0.3823529411764705,3551.0,53.0,福岡,44.0,B1,3.99,21.13,5.16,29.73,34.0,41.05,35.0,30.84,6.71,0.1738461538461538,0.1791208791208791,0.032258064516129,0.3225806451612903,4257.0,41.0,広島,52.0,B1,4.88,22.81,5.26,33.98,81.0,28.24,54.0,31.46,6.72,0.15,0.1482634730538922,0.25,0.4583333333333333,5271.0,23.0,福岡,52.0,B1,3.43,15.19,1.67,0.0,71.0,27.38,77.0,32.63,6.74,0.156551724137931,0.1601851851851851,0.0303030303030303,0.4242424242424242,4085,45,東京,55,B1,4.24,19.57,3.55,15.0,22,44.79,18,35.21,6.76,0.2354347826086956,0.2174468085106383,0.0666666666666666,0.1666666666666666,1,0.1466957809510657,0.2685901513170196,0.36256914078737096,0.1481429030095184,0.07400202393502547,4
