日付,レース場,レース番号,1着艇,2着艇,3着艇,1号艇_登録番号,1号艇_年齢,1号艇_支部,1号艇_体重,1号艇_級別,1号艇_全国勝率,1号艇_全国2連対率,1号艇_当地勝率,1号艇_当地2連対率,1号艇_モーター番号,1号艇_モーター2連対率,1号艇_ボート番号,1号艇_ボート2連対率,1号艇_展示タイム,1号艇_平均ST,1号艇_全体平均ST,1号艇_1着率,1号艇_2-3着率,2号艇_登録番号,2号艇_年齢,2号艇_支部,2号艇_体重,2号艇_級別,2号艇_全国勝率,2号艇_全国2連対率,2号艇_当地勝率,2号艇_当地2連対率,2号艇_モーター番号,2号艇_モーター2連対率,2号艇_ボート番号,2号艇_ボート2連対率,2号艇_展示タイム,2号艇_平均ST,2号艇_全体平均ST,2号艇_1着率,2号艇_2-3着率,3号艇_登録番号,3号艇_年齢,3号艇_支部,3号艇_体重,3号艇_級別,3号艇_全国勝率,3号艇_全国2連対率,3号艇_当地勝率,3号艇_当地2連対率,3号艇_モーター番号,3号艇_モーター2連対率,3号艇_ボート番号,3号艇_ボート2連対率,3号艇_展示タイム,3号艇_平均ST,3号艇_全体平均ST,3号艇_1着率,3号艇_2-3着率,4号艇_登録番号,4号艇_年齢,4号艇_支部,4号艇_体重,4号艇_級別,4号艇_全国勝率,4号艇_全国2連対率,4号艇_当地勝率,4号艇_当地2連対率,4号艇_モーター番号,4号艇_モーター2連対率,4号艇_ボート番号,4号艇_ボート2連対率,4号艇_展示タイム,4号艇_平均ST,4号艇_全体平均ST,4号艇_1着率,4号艇_2-3着率,5号艇_登録番号,5号艇_年齢,5号艇_支部,5号艇_体重,5号艇_級別,5号艇_全国勝率,5号艇_全国2連対率,5号艇_当地勝率,5号艇_当地2連対率,5号艇_モーター番号,5号艇_モーター2連対率,5号艇_ボート番号,5号艇_ボート2連対率,5号艇_展示タイム,5号艇_平均ST,5号艇_全体平均ST,5号艇_1着率,5号艇_2-3着率,6号艇_登録番号,6号艇_年齢,6号艇_支部,6号艇_体重,6号艇_級別,6号艇_全国勝率,6号艇_全国2連対率,6号艇_当地勝率,6号艇_当地2連対率,6号艇_モーター番号,6号艇_モーター2連対率,6号艇_ボート番号,6号艇_ボート2連対率,6号艇_展示タイム,6号艇_平均ST,6号艇_全体平均ST,6号艇_1着率,6号艇_2-3着率,1号艇が勝つか,2号艇勝利確率,3号艇勝利確率,4号艇勝利確率,5号艇勝利確率,6号艇勝利確率,1号艇以外で予測1着艇
2025-03-20,多摩川,6,1,2,4,3105.0,61.0,東京,54.0,B1,4.62,24.42,5.21,36.36,49.0,32.11,27.0,27.78,6.72,0.174375,0.1700520833333333,0.0,0.2413793103448276,4651.0,40.0,大阪,51.0,B1,4.1,19.12,5.59,29.73,74.0,39.05,85.0,30.81,6.63,0.175,0.1640714285714285,0.375,0.3333333333333333,3286.0,56.0,静岡,54.0,B1,4.78,27.94,4.59,28.13,23.0,31.88,60.0,28.28,6.72,0.1466666666666666,0.1544565217391304,0.1724137931034483,0.3793103448275862,4084.0,45.0,愛知,54.0,A1,6.72,46.34,7.52,51.85,48.0,32.12,24.0,30.69,6.72,0.1495833333333333,0.1539464882943144,0.1034482758620689,0.4482758620689655,3992.0,46.0,埼玉,56.0,A2,5.75,38.24,5.18,34.0,73.0,35.82,21.0,33.99,6.72,0.1396969696969697,0.1465238095238095,0.1,0.3666666666666666,4633,35,兵庫,52,B1,5.07,30.0,5.39,39.29,30,33.97,30,31.31,6.68,0.2071875,0.1625210084033613,0.0,0.1739130434782608,0,0.14673069462299848,0.11667754151807089,0.5847566232103869,0.12997209911698054,0.02186304153156323,4
2025-03-20,多摩川,7,4,5,6,5047.0,31.0,東京,53.0,A2,5.29,32.97,5.14,32.89,24.0,34.45,72.0,39.39,6.65,0.1525,0.1658252427184466,0.0,0.2,4750.0,37.0,大阪,53.0,B1,3.91,18.8,4.2,20.0,35.0,36.04,29.0,38.92,6.67,0.1654054054054054,0.1708133971291866,0.21875,0.34375,5229.0,22.0,滋賀,56.0,B1,5.54,39.72,4.14,21.43,18.0,40.41,79.0,22.15,6.72,0.1928571428571428,0.1640625,0.2,0.2857142857142857,4002.0,47.0,兵庫,54.0,A1,6.99,51.06,6.76,56.52,62.0,39.53,59.0,37.0,6.64,0.137027027027027,0.1329588014981273,0.0,0.3636363636363636,5032.0,27.0,香川,54.0,B1,4.82,25.3,4.44,22.22,75.0,42.38,68.0,32.14,6.68,0.1664285714285714,0.1718285714285714,0.0277777777777777,0.1666666666666666,5345,21,愛知,53,B2,1.66,0.0,1.44,0.0,50,36.36,69,23.76,6.63,0.2450746268656716,0.2348251748251748,0.0,0.1714285714285714,0,0.09663345039434913,0.17303771301922646,0.6644579038379738,0.05919328492832048,0.006677647820130085,4
2025-03-20,多摩川,8,1,5,3,4793.0,34.0,静岡,52.0,A2,5.5,37.21,5.79,42.11,11.0,38.1,77.0,30.15,6.74,0.1495744680851063,0.1558396946564885,0.0,0.1290322580645161,3761.0,53.0,滋賀,55.0,B1,5.3,32.5,5.81,37.04,61.0,32.09,32.0,38.81,6.75,0.1504347826086956,0.157165991902834,0.1578947368421052,0.2631578947368421,4505.0,36.0,埼玉,56.0,A1,6.19,43.37,6.48,52.0,57.0,30.77,63.0,38.0,6.74,0.1478787878787879,0.1438028169014084,0.0,0.25,4440.0,38.0,東京,54.0,B1,4.52,21.57,4.42,25.81,26.0,35.44,66.0,30.85,6.74,0.1476470588235294,0.170873786407767,0.037037037037037,0.4444444444444444,4821.0,33.0,香川,56.0,B1,5.09,28.43,5.9,41.38,14.0,31.71,40.0,36.46,6.67,0.1823684210526316,0.1883035714285714,0.0,0.1666666666666666,4035,46,愛知,52,B1,3.3,18.18,4.56,32.56,60,33.49,67,35.18,6.78,0.1964705882352941,0.1967088607594936,0.0,0.2608695652173913,1,0.29574243568853764,0.4064676139848324,0.11537753718383098,0.15971086780689367,0.022701545335905404,3
2025-03-20,多摩川,9,2,5,6,4040.0,46.0,兵庫,59.0,A2,5.55,33.05,6.23,52.05,63.0,32.2,41.0,30.65,6.72,0.1469047619047619,0.1488934426229508,0.0,0.238095238095238,3563.0,55.0,静岡,53.0,A2,5.32,33.82,5.52,39.39,13.0,32.09,74.0,34.0,6.75,0.148235294117647,0.1583680555555555,0.2692307692307692,0.3076923076923077,3730.0,52.0,愛知,52.0,B1,4.83,26.17,5.28,31.25,45.0,39.9,31.0,34.34,6.73,0.158125,0.170379746835443,0.0857142857142857,0.4,5115.0,25.0,滋賀,52.0,B1,5.95,43.24,6.9,50.0,15.0,30.26,45.0,34.33,6.67,0.1439024390243902,0.1489655172413793,0.064516129032258,0.3548387096774194,4460.0,39.0,東京,55.0,A2,6.49,46.34,6.71,50.0,54.0,36.41,35.0,36.87,6.72,0.1393333333333333,0.1450717703349282,0.0,0.3636363636363636,4836,36,埼玉,52,B1,5.3,28.85,4.96,28.89,68,35.27,43,35.47,6.78,0.13875,0.1635051546391752,0.1142857142857142,0.2857142857142857,0,0.1824515537572381,0.15237947753419367,0.3994564168693055,0.23653926666814976,0.029173285171113044,4
2025-03-20,大村,1,2,4,6,3878.0,47.0,山口,51.0,B1,3.99,13.89,5.06,25.0,24.0,25.47,48.0,34.13,6.97,0.1860869565217391,0.1759770114942528,0.125,0.4583333333333333,4857.0,27.0,兵庫,56.0,A2,6.59,51.65,7.18,45.45,57.0,32.5,52.0,32.94,6.96,0.1752941176470588,0.1821951219512195,0.0454545454545454,0.3636363636363636,5258.0,19.0,福岡,53.0,B1,3.78,15.07,1.88,0.0,15.0,25.16,13.0,30.0,7.02,0.1772,0.1920895522388059,0.0,0.217391304347826,3742.0,50.0,福岡,53.0,B1,4.52,23.16,4.06,17.65,67.0,27.16,17.0,31.36,7.0,0.2051428571428571,0.1890155440414508,0.0909090909090909,0.2727272727272727,5352.0,20.0,香川,56.0,B2,2.72,4.05,0.0,0.0,53.0,37.5,27.0,29.27,6.93,0.214047619047619,0.2087596899224806,0.0,0.2083333333333333,4526,36,愛知,50,A1,6.58,44.62,0.0,0.0,25,30.77,46,39.16,6.85,0.1428125,0.1340555555555555,0.0,0.2352941176470588,0,0.5363220422701205,0.09321946652701857,0.12097085506450582,0.03258428403686051,0.21690335210149467,2
2025-03-20,大村,2,3,4,2,2878.0,66.0,大阪,56.0,A2,5.68,34.75,5.13,34.78,73.0,34.71,57.0,31.95,6.92,0.1719642857142857,0.1787762237762238,0.1034482758620689,0.3448275862068966,5147.0,31.0,埼玉,51.0,B1,5.14,34.38,3.7,20.0,32.0,48.81,28.0,37.72,6.88,0.1441176470588235,0.1311864406779661,0.0625,0.21875,3998.0,45.0,佐賀,51.0,B1,4.47,24.41,3.42,10.53,36.0,38.82,32.0,30.91,6.91,0.1426,0.1546274509803921,0.0,0.3548387096774194,4786.0,36.0,愛知,53.0,A1,6.33,44.04,5.87,45.16,49.0,37.04,19.0,28.03,6.94,0.1317142857142857,0.1321370967741935,0.0303030303030303,0.303030303030303,4180.0,42.0,福岡,57.0,B1,4.84,28.09,3.44,6.25,13.0,31.76,16.0,32.74,6.95,0.1816666666666666,0.1798984771573604,0.0344827586206896,0.1379310344827586,5374,21,岡山,52,B2,1.48,0.0,0.0,0.0,75,34.3,34,24.38,6.85,0.2078260869565217,0.1902325581395348,0.0,0.2962962962962963,0,0.37249606558233056,0.20502450826662566,0.3386150454310077,0.0735350566079123,0.010329324112123978,2
2025-03-20,大村,3,1,4,3,3600.0,55.0,岡山,53.0,B1,4.06,26.39,3.33,26.67,70.0,32.74,30.0,33.33,6.95,0.178076923076923,0.1949732620320855,0.3214285714285714,0.5,5271.0,23.0,福岡,52.0,B1,3.41,14.13,1.6,0.0,68.0,34.52,55.0,22.16,6.88,0.1616129032258064,0.1582658959537572,0.0980392156862745,0.5490196078431373,4105.0,45.0,兵庫,53.0,A2,5.54,36.7,4.98,25.58,76.0,31.33,70.0,36.97,6.93,0.1591489361702127,0.1721771217712177,0.0980392156862745,0.4901960784313725,3967.0,45.0,愛知,57.0,B1,4.51,28.21,4.88,25.0,48.0,36.75,72.0,30.77,7.08,0.1957142857142857,0.193502538071066,0.119047619047619,0.4285714285714285,4894.0,34.0,香川,53.0,B1,5.08,28.41,5.4,26.67,33.0,29.7,56.0,30.59,6.97,0.1555555555555555,0.1577064220183486,0.1363636363636363,0.1818181818181818,3956,47,静岡,56,A1,6.15,42.42,0.0,0.0,72,41.92,14,40.0,6.96,0.1644736842105263,0.1532089552238806,0.0,0.2857142857142857,0,0.19294350794645407,0.4772992126866388,0.09186151109610179,0.13864652483534254,0.09924924343546294,3
2025-03-20,大村,5,2,1,5,3581.0,52.0,山口,52.0,B1,4.92,28.57,5.75,45.0,17.0,31.03,15.0,24.68,6.89,0.1797142857142857,0.184468085106383,0.2340425531914893,0.4893617021276595,4532.0,36.0,埼玉,50.0,A1,7.14,51.38,7.36,63.64,44.0,30.92,36.0,38.1,7.01,0.1521621621621621,0.1431983805668016,0.2558139534883721,0.4186046511627907,5214.0,25.0,佐賀,53.0,B1,4.35,22.09,3.36,9.09,43.0,28.57,75.0,33.93,6.92,0.1847222222222222,0.2005911330049261,0.52,0.24,4069.0,44.0,岡山,54.0,A1,6.44,48.0,5.73,37.84,37.0,28.22,67.0,31.95,6.97,0.1583720930232558,0.1632411067193676,0.1428571428571428,0.4285714285714285,4389.0,39.0,大阪,52.0,B1,5.1,30.25,6.53,52.63,65.0,30.77,11.0,26.35,6.95,0.1794871794871795,0.1806926406926407,0.1739130434782608,0.3478260869565217,3444,55,福岡,54,B1,4.01,20.18,4.58,27.27,20,36.99,74,31.74,6.9,0.1486666666666666,0.155,0.2105263157894736,0.1578947368421052,0,0.5069270777310638,0.11437846632879735,0.30108775043342506,0.06538592354158712,0.012220781965126751,2
2025-03-20,大村,6,3,2,1,4022.0,45.0,福岡,57.0,A2,5.29,34.29,5.88,44.23,54.0,34.71,69.0,27.81,6.91,0.1402,0.1492796610169491,0.0,0.1764705882352941,3989.0,46.0,佐賀,59.0,B1,3.72,19.54,4.4,24.44,27.0,45.88,60.0,33.33,6.91,0.1942424242424242,0.2062886597938144,0.1111111111111111,0.2222222222222222,5252.0,22.0,愛知,53.0,B1,4.65,26.21,4.35,23.08,66.0,36.9,73.0,29.82,6.83,0.1480851063829787,0.1479487179487179,0.25,0.375,4535.0,35.0,東京,56.0,A1,7.63,68.04,8.09,72.73,55.0,32.93,47.0,42.17,6.93,0.1402777777777777,0.1366071428571428,0.0,0.391304347826087,5374.0,21.0,岡山,52.0,B2,1.48,0.0,0.0,0.0,75.0,34.3,34.0,24.38,6.89,0.1655555555555555,0.1902325581395348,0.0625,0.25,3742,50,福岡,53,B1,4.52,23.16,4.06,17.65,67,27.16,17,31.36,6.93,0.1966666666666666,0.1890155440414508,0.05,0.25,0,0.06039638770337922,0.19860729216395867,0.6767414456477062,0.005304434607457004,0.05895043987749891,4
2025-03-20,大村,7,1,4,5,4259.0,41.0,長崎,53.0,A2,4.68,24.35,5.99,41.41,12.0,24.53,66.0,40.72,6.9,0.1262745098039215,0.1457539682539682,0.0,0.1578947368421052,4180.0,42.0,福岡,57.0,B1,4.84,28.09,3.44,6.25,13.0,31.76,16.0,32.74,6.96,0.1775,0.1798984771573604,0.0526315789473684,0.3157894736842105,3878.0,47.0,山口,51.0,B1,3.99,13.89,5.06,25.0,24.0,25.47,48.0,34.13,6.93,0.2117241379310344,0.1759770114942528,0.5263157894736842,0.3157894736842105,4518.0,38.0,愛知,53.0,A1,6.55,47.47,6.38,48.72,14.0,31.52,41.0,34.12,6.81,0.1529411764705882,0.1531372549019607,0.2777777777777778,0.3888888888888889,4318.0,40.0,東京,52.0,A2,5.43,32.46,5.0,20.0,64.0,32.12,62.0,45.18,6.89,0.1607692307692307,0.160187265917603,0.0666666666666666,0.3333333333333333,5369,23,長崎,50,B2,1.42,2.08,1.13,0.0,40,24.36,53,36.02,6.86,0.2044117647058823,0.2044680851063829,0.0,0.5833333333333334,0,0.10765368316235957,0.09262864075765825,0.7023862426926851,0.09115941491488108,0.006172018472415945,4
2025-03-20,大村,8,1,5,2,3161.0,65.0,大阪,53.0,A2,5.4,32.28,5.69,39.22,71.0,33.93,12.0,28.48,6.85,0.1531818181818182,0.1768292682926829,0.0,0.5,3998.0,45.0,佐賀,51.0,B1,4.47,24.41,3.42,10.53,36.0,38.82,32.0,30.91,6.89,0.1452,0.1546274509803921,0.2,0.2,3600.0,55.0,岡山,53.0,B1,4.06,26.39,3.33,26.67,70.0,32.74,30.0,33.33,6.92,0.165,0.1949732620320855,0.4074074074074074,0.2962962962962963,5352.0,20.0,香川,56.0,B2,2.72,4.05,0.0,0.0,53.0,37.5,27.0,29.27,6.87,0.2366666666666666,0.2087596899224806,0.0789473684210526,0.3421052631578947,4379.0,40.0,東京,57.0,A2,6.27,38.33,5.94,43.75,35.0,20.78,43.0,36.14,6.96,0.1747368421052631,0.1711715481171548,0.0238095238095238,0.2619047619047619,4193,43,福岡,51,A2,5.97,46.36,6.28,46.88,60,38.1,76,34.12,6.92,0.1751020408163265,0.1552013422818792,0.125,0.3333333333333333,0,0.2409839762907128,0.1963115016058164,0.07431393852539243,0.3453432987454864,0.14304728483259196,5
2025-03-20,大村,9,1,5,4,4033.0,46.0,静岡,52.0,A1,6.87,54.55,0.0,0.0,56.0,32.53,26.0,34.13,6.82,0.1264150943396226,0.140190114068441,0.08,0.24,5258.0,19.0,福岡,53.0,B1,3.78,15.07,1.88,0.0,15.0,25.16,13.0,30.0,6.89,0.1988461538461538,0.1920895522388059,0.0,0.2083333333333333,2878.0,66.0,大阪,56.0,A2,5.68,34.75,5.13,34.78,73.0,34.71,57.0,31.95,6.89,0.1823529411764706,0.1787762237762238,0.34375,0.4375,4077.0,46.0,東京,51.0,B1,4.6,24.58,4.3,25.0,58.0,26.42,58.0,35.37,6.88,0.175,0.1847744360902255,0.0975609756097561,0.4634146341463415,4381.0,40.0,兵庫,51.0,A2,6.38,48.0,5.44,33.33,18.0,44.85,39.0,39.05,6.8,0.1480487804878049,0.1583928571428571,0.09375,0.3125,3967,45,愛知,57,B1,4.51,28.21,4.88,25.0,48,36.75,72,30.77,7.0,0.2137037037037037,0.193502538071066,0.0967741935483871,0.3548387096774194,1,0.15321109940861594,0.3666168687297551,0.09091018949949362,0.33922907927688517,0.05003276308525027,3
2025-03-20,尼崎,1,1,2,4,4965.0,27.0,兵庫,51.0,B1,4.9,27.27,4.01,17.7,29.0,29.9,31.0,29.27,6.72,0.1710526315789473,0.1752287581699346,0.088235294117647,0.3823529411764705,4246.0,42.0,静岡,49.0,B1,3.95,17.86,5.71,42.11,19.0,30.69,12.0,35.44,6.81,0.1775609756097561,0.171980198019802,0.064516129032258,0.1290322580645161,5174.0,23.0,静岡,45.0,A1,6.32,47.62,5.71,35.71,34.0,32.7,15.0,33.5,6.81,0.1504878048780487,0.1556170212765957,0.0384615384615384,0.3076923076923077,5264.0,25.0,兵庫,45.0,B1,4.15,25.24,2.76,10.68,39.0,29.8,13.0,32.84,6.78,0.1778571428571428,0.1841810344827586,0.3055555555555556,0.3888888888888889,4349.0,39.0,福岡,50.0,B1,5.72,39.33,6.18,36.36,27.0,30.73,50.0,30.29,6.81,0.1247058823529411,0.1453233830845771,0.0465116279069767,0.4418604651162791,3704,51,三重,47,B1,4.0,17.78,3.75,6.25,30,36.32,69,39.51,6.91,0.2125,0.2166666666666666,0.075,0.425,0,0.15271201102562934,0.6037962160602341,0.12187209191725341,0.10582981945950304,0.015789861537380014,3
2025-03-20,尼崎,2,5,2,3,4071.0,44.0,兵庫,46.0,B1,5.12,32.14,5.22,34.69,63.0,32.24,71.0,37.86,6.75,0.1682758620689655,0.1794029850746268,0.1666666666666666,0.3571428571428571,4014.0,45.0,山口,48.0,A2,5.4,29.13,5.08,26.92,2.0,30.37,42.0,28.57,6.77,0.1727272727272727,0.1878165938864628,0.0294117647058823,0.4117647058823529,4372.0,37.0,大阪,46.0,A2,4.87,32.26,5.0,36.84,18.0,40.0,62.0,33.33,6.79,0.1509677419354838,0.1636931818181818,0.1515151515151515,0.4545454545454545,3801.0,51.0,大阪,51.0,B1,4.62,34.48,6.27,45.45,59.0,30.37,29.0,34.18,6.82,0.1188,0.1662937062937063,0.6129032258064516,0.2741935483870967,4190.0,43.0,静岡,50.0,A1,6.13,39.82,6.63,50.0,42.0,30.84,52.0,38.16,6.76,0.14,0.1522123893805309,0.1886792452830188,0.490566037735849,4689,31,静岡,50,B2,6.29,49.02,0.0,0.0,8,38.28,66,37.8,6.81,0.2328571428571428,0.1716666666666666,0.0576923076923076,0.5961538461538461,0,0.19265287885104262,0.37591888721276445,0.1994934408765707,0.18130997220760525,0.05062482085201705,3
2025-03-20,尼崎,3,1,4,2,4289.0,40.0,大阪,48.0,A2,5.3,36.19,5.57,38.81,52.0,34.86,73.0,33.99,6.65,0.1344444444444444,0.1337254901960784,0.1020408163265306,0.3877551020408163,4400.0,36.0,福井,57.0,B1,3.73,16.67,0.0,0.0,1.0,41.83,17.0,32.37,6.69,0.1983870967741935,0.1878142076502732,0.06,0.34,4484.0,34.0,東京,49.0,B1,4.45,18.92,4.33,22.22,26.0,28.51,23.0,32.84,6.72,0.190625,0.1966442953020134,0.0512820512820512,0.3076923076923077,4456.0,35.0,大阪,45.0,A1,5.95,43.37,5.15,38.46,40.0,38.76,64.0,31.34,6.7,0.1834782608695652,0.1680357142857143,0.5526315789473685,0.2631578947368421,3871.0,49.0,長崎,43.0,B1,4.53,28.3,5.4,30.0,5.0,33.85,49.0,37.81,6.71,0.1848275862068965,0.1781081081081081,0.2,0.4,5297,22,兵庫,52,B2,1.59,0.0,1.41,0.0,45,43.19,56,35.47,6.72,0.1906451612903225,0.1935944700460829,0.1842105263157894,0.1842105263157894,1,0.1351707598921346,0.1190524692092489,0.6171877001176536,0.11707161615693276,0.011517454624030267,4
2025-03-20,尼崎,4,1,2,4,4117.0,44.0,東京,46.0,A2,6.04,37.11,6.57,50.0,12.0,31.37,47.0,33.17,6.75,0.1921739130434782,0.1881428571428571,0.3513513513513513,0.1081081081081081,4011.0,45.0,岡山,46.0,A2,5.53,40.43,6.58,54.84,11.0,35.38,68.0,33.01,6.83,0.1916666666666666,0.1823720930232558,0.1470588235294117,0.2352941176470588,4224.0,43.0,福岡,50.0,B1,4.76,29.41,4.84,31.58,41.0,33.8,43.0,34.78,6.79,0.19875,0.194413407821229,0.0,0.0,4225.0,42.0,群馬,46.0,A1,6.41,41.94,5.56,33.33,16.0,35.02,18.0,33.33,6.75,0.1390322580645161,0.1626666666666666,0.3793103448275862,0.5,4878.0,30.0,徳島,46.0,B1,3.78,9.76,4.33,22.22,15.0,27.27,37.0,34.62,6.77,0.1523809523809524,0.1607194244604316,0.1914893617021276,0.5957446808510638,4443,38,山口,49,A2,5.07,27.17,5.91,36.36,60,30.95,27,32.21,6.81,0.2121052631578947,0.1949787234042553,0.06,0.44,0,0.26669489707127436,0.1628020236024732,0.451974559654707,0.08189176131914606,0.036636758352399316,4
2025-03-20,尼崎,6,1,2,6,4450.0,37.0,香川,47.0,A1,7.34,57.98,6.0,30.0,51.0,32.21,20.0,33.17,6.7,0.1459649122807017,0.1551127819548872,0.288135593220339,0.4067796610169492,3518.0,57.0,静岡,49.0,B1,4.62,20.63,5.41,41.18,53.0,29.0,58.0,29.76,6.77,0.2019999999999999,0.1993478260869565,0.0232558139534883,0.4418604651162791,4689.0,31.0,静岡,50.0,B2,6.29,49.02,0.0,0.0,8.0,38.28,66.0,37.8,6.77,0.1655555555555555,0.1716666666666666,0.108695652173913,0.3043478260869565,5146.0,21.0,山口,50.0,A2,4.83,25.86,0.0,0.0,49.0,35.21,55.0,38.42,6.79,0.2009756097560975,0.1662331838565022,0.0212765957446808,0.2340425531914893,5264.0,25.0,兵庫,45.0,B1,4.15,25.24,2.76,10.68,39.0,29.8,13.0,32.84,6.75,0.1927450980392157,0.1841810344827586,0.3846153846153846,0.1923076923076923,4501,37,岡山,45,B1,5.87,40.0,5.73,36.36,22,43.98,14,40.78,6.73,0.131081081081081,0.1499583333333333,0.0303030303030303,0.2121212121212121,1,0.11181819184611441,0.6255407038122922,0.1521296742486158,0.0395988878965969,0.07091254219638081,3
2025-03-20,尼崎,7,2,5,3,5151.0,29.0,大阪,48.0,B1,4.49,18.6,2.69,0.0,32.0,34.43,30.0,36.68,6.75,0.2084615384615384,0.2285840707964601,0.0909090909090909,0.3636363636363636,4482.0,36.0,岡山,45.0,A1,7.31,61.29,8.0,63.64,14.0,35.48,54.0,33.66,6.69,0.1557142857142857,0.1568558951965065,0.0606060606060606,0.1212121212121212,3188.0,63.0,福岡,44.0,A2,5.95,44.12,5.63,31.58,54.0,30.95,38.0,32.5,6.74,0.1792105263157894,0.169172932330827,0.0,0.1612903225806451,5297.0,22.0,兵庫,52.0,B2,1.59,0.0,1.41,0.0,45.0,43.19,56.0,35.47,6.77,0.1958695652173913,0.1935944700460829,0.0,0.074074074074074,4014.0,45.0,山口,48.0,A2,5.4,29.13,5.08,26.92,2.0,30.37,42.0,28.57,6.73,0.1928571428571428,0.1878165938864628,0.2142857142857142,0.4285714285714285,4349,39,福岡,50,B1,5.72,39.33,6.18,36.36,27,30.73,50,30.29,6.77,0.1293548387096774,0.1453233830845771,0.0833333333333333,0.3333333333333333,0,0.7635707350046753,0.1420500452717182,0.021196504702388395,0.028626979738133496,0.044555735283084645,2
2025-03-20,尼崎,8,5,1,4,4372.0,37.0,大阪,46.0,A2,4.87,32.26,5.0,36.84,18.0,40.0,62.0,33.33,6.77,0.1666666666666666,0.1636931818181818,0.1219512195121951,0.3170731707317073,3611.0,52.0,徳島,48.0,A2,5.93,42.5,7.09,54.55,28.0,34.86,40.0,33.33,6.77,0.1430555555555555,0.154304932735426,0.1212121212121212,0.303030303030303,4433.0,38.0,福岡,47.0,A1,6.56,44.76,7.2,60.0,6.0,33.66,57.0,37.68,6.7,0.1852777777777777,0.1838495575221238,0.0,0.34375,3704.0,51.0,三重,47.0,B1,4.0,17.78,3.75,6.25,30.0,36.32,69.0,39.51,6.84,0.1905263157894736,0.2166666666666666,0.0,0.2727272727272727,4183.0,39.0,愛知,48.0,A2,6.04,43.64,0.0,0.0,20.0,37.5,70.0,38.24,6.81,0.1186486486486486,0.13,0.75,0.0833333333333333,5324,21,兵庫,48,B2,1.44,0.0,1.24,0.0,62,43.26,28,34.83,6.77,0.2316470588235294,0.2119879518072289,0.4444444444444444,0.2222222222222222,0,0.37395898433308244,0.4704300177381099,0.04656598151176512,0.10274610255411179,0.006298913862930734,3
2025-03-20,尼崎,9,3,1,2,4317.0,40.0,静岡,48.0,B1,3.83,16.95,4.35,23.53,47.0,34.56,36.0,45.85,6.78,0.1395652173913043,0.1714035087719298,0.1818181818181818,0.2727272727272727,4456.0,35.0,大阪,45.0,A1,5.95,43.37,5.15,38.46,40.0,38.76,64.0,31.34,6.76,0.161,0.1680357142857143,0.0,0.5,4011.0,45.0,岡山,46.0,A2,5.53,40.43,6.58,54.84,11.0,35.38,68.0,33.01,6.77,0.2086111111111111,0.1823720930232558,0.0,1.0,4479.0,36.0,山口,44.0,B2,4.26,22.64,0.0,0.0,10.0,38.33,48.0,39.32,6.79,0.1708333333333333,0.181025641025641,0.0909090909090909,0.3636363636363636,4246.0,42.0,静岡,49.0,B1,3.95,17.86,5.71,42.11,19.0,30.69,12.0,35.44,6.82,0.1723529411764706,0.171980198019802,0.2916666666666667,0.3333333333333333,4190,43,静岡,50,A1,6.13,39.82,6.63,50.0,42,30.84,52,38.16,6.73,0.1893548387096774,0.1522123893805309,0.0606060606060606,0.3333333333333333,0,0.4347223261761064,0.33237259846469125,0.08473938670207233,0.05531593306114492,0.09284975559598505,2
2025-03-20,常滑,1,1,2,3,5058.0,28.0,岡山,52.0,A2,6.74,51.22,5.43,30.43,39.0,36.99,14.0,26.9,6.77,0.168235294117647,0.1701025641025641,0.0,0.3333333333333333,3656.0,51.0,東京,57.0,B1,4.63,31.43,3.0,0.0,14.0,36.49,46.0,37.35,6.79,0.1539393939393939,0.1596531791907514,0.0,0.1,3892.0,49.0,佐賀,54.0,B1,5.25,34.21,6.14,42.86,13.0,21.74,66.0,26.06,6.8,0.16,0.1599354838709677,0.0,0.125,3990.0,46.0,静岡,51.0,B1,5.03,32.46,4.66,34.29,43.0,22.39,31.0,35.29,6.79,0.1321875,0.148,0.0,0.25,4703.0,37.0,山口,52.0,A1,6.69,47.79,6.06,37.5,6.0,38.27,32.0,42.26,6.8,0.142258064516129,0.1371966527196652,0.0,0.0,5274,23,福岡,52,B1,3.91,21.05,5.86,42.86,35,44.74,40,32.93,6.75,0.1687096774193548,0.1802380952380952,0.4848484848484848,0.1818181818181818,1,0.12891937532985548,0.2614447172639113,0.1243842997833463,0.4593068101140519,0.025944797508835032,5
