,original_index,日付,レース場,レース番号,正解1着艇,1号艇勝利確率,2号艇勝利確率,3号艇勝利確率,4号艇勝利確率,5号艇勝利確率,6号艇勝利確率,1号艇確率,2号艇確率,3号艇確率,4号艇確率,5号艇確率,6号艇確率
10,69,2024-04-01,芦屋,1,1,0.4561088981624278,0.1822955530651307,0.08869742897364608,0.06302732248271682,0.13896483894396247,0.07090595837211615,0.9318631579686305,0.6211336610656506,0.43048646290763143,0.3321029349372761,0.3867790241856267,0.17169900131033108
11,70,2024-04-01,芦屋,2,3,0.1022316640687943,0.10834423984460032,0.06472855304739933,0.5290780382977095,0.07104087916592797,0.12457662557556856,0.7016884579029549,0.4838024724613639,0.3489871170928462,0.8018895386492794,0.24163687785590274,0.33220423398162846
12,75,2024-04-01,芦屋,8,1,0.17765623809705294,0.131425187854817,0.11004841111816935,0.1720369410372595,0.1013511952853443,0.307482026607357,0.8430745258810527,0.5249763253390846,0.5047989864292537,0.47594376592122634,0.1970611716630223,0.5177099800460452
13,83,2024-04-01,若松,8,5,0.4223506382452187,0.19857506737290304,0.18550842526346828,0.09614129097548951,0.05620400805121376,0.04122057009170673,0.9381386042160162,0.6890497184580457,0.7415389577097976,0.3731309135567272,0.15984563971455173,0.14959900754204142
14,85,2024-04-01,蒲郡,2,1,0.10737642046257741,0.11375871551855556,0.3414750734957201,0.26332536054512157,0.12495548092099733,0.04910894905702803,0.7259346593819903,0.40688005023329643,0.6756142105208655,0.42986227214636197,0.4990112199055378,0.1740355752498805
15,86,2024-04-01,蒲郡,3,1,0.12267169059257779,0.1204554634788774,0.323978068477216,0.33433419307915924,0.011424655123467528,0.0871359292487021,0.7166146476848402,0.36384878368673,0.7427992017163033,0.7873001563137618,0.016709558746630732,0.33108310236844374
16,89,2024-04-01,蒲郡,6,2,0.4901745943644445,0.07775920511949853,0.18025660795257956,0.1180914873175005,0.0953466368530515,0.03837146839292546,0.9563809189646459,0.5446247663472291,0.5731674861730066,0.4500434468906109,0.2402540391197433,0.1610698594555356
17,92,2024-04-02,三国,1,1,0.4349152492795171,0.06498918935282444,0.09942749606637113,0.0295498131890606,0.34936626692522915,0.02175198518699742,0.9289120394416011,0.7081488239860927,0.5195810797145575,0.05995366067829084,0.3745853822610442,0.10307685093197225
18,96,2024-04-02,三国,5,1,0.3681928463974414,0.19101911209443925,0.07692931014803511,0.10146962719544671,0.2335757570314818,0.028813347133155674,0.9323548429941867,0.7725529038699968,0.521283579513903,0.4955351486102727,0.35664671768260575,0.08507798289333672
19,98,2024-04-02,三国,7,1,0.18072987052897482,0.12146711756232165,0.35794086088996035,0.12199641962648164,0.1659937659755102,0.05187196541675127,0.8305283041099276,0.5927832294413581,0.6213872226305881,0.3601129626698664,0.4808911544223799,0.16477137441458742
20,116,2024-04-02,住之江,7,1,0.26697972911212253,0.05229598643217221,0.4345712282566146,0.05928997139470314,0.17227929832999192,0.014583786474395599,0.8320808307908932,0.43048189086680977,0.8240663890405325,0.3992043175114436,0.5084976312658531,0.05523167857140474
21,119,2024-04-02,多摩川,2,2,0.06901143969405868,0.22136225134983983,0.1326209050525854,0.025337945996018976,0.06571781070104073,0.48594964720645656,0.6770690373686487,0.7140699753688601,0.4520143642264452,0.04145473548007771,0.41346648840599753,0.6986426840780217
22,127,2024-04-02,常滑,2,1,0.2428133853024085,0.07067644449905322,0.17238047651951957,0.14436801270398586,0.36329357765657627,0.006468103318456579,0.905282459922911,0.3798050099006974,0.6596254162257891,0.4957802382093327,0.6098075135212732,0.01886907601369916
23,128,2024-04-02,常滑,3,2,0.10978589666751262,0.3063636758365815,0.08097277259431358,0.10553216376848348,0.3010677138900534,0.0962777772430554,0.6368560112713435,0.8183701692578713,0.37285362529667965,0.4851140515478883,0.48612506366525077,0.305158482637807
24,130,2024-04-02,常滑,5,1,0.485079715656648,0.03988649205565018,0.3379823528748411,0.059540520960574994,0.055148679728314026,0.022362238723971587,0.9565578064615129,0.4638645453923233,0.8606427759556168,0.3906169207323572,0.24934338169004677,0.06894385251443685
25,139,2024-04-02,平和島,6,1,0.08189274931362137,0.3384359992560849,0.2308023416918207,0.1304262134267244,0.19669843191972256,0.02174426439202599,0.5552924981461992,0.7174815098543352,0.6967409712085612,0.5566814232514353,0.5140393959464618,0.10678086265715438
26,144,2024-04-02,戸田,2,2,0.08258931439034774,0.18744308720794614,0.08363170690984585,0.3247901721229141,0.31525819429098406,0.006287525077962148,0.48014240883451137,0.6131370875633625,0.3972939691139723,0.635032991380088,0.6548294509671234,0.017216755787011873
