日付,レース場,レース番号,1号艇_登録番号,1号艇_年齢,1号艇_支部,1号艇_体重,1号艇_級別,1号艇_全国勝率,1号艇_全国2連対率,1号艇_当地勝率,1号艇_当地2連対率,1号艇_モーター番号,1号艇_モーター2連対率,1号艇_ボート番号,1号艇_ボート2連対率,1号艇_展示タイム,1号艇_平均ST,1号艇_全体平均ST,1号艇_1着率,1号艇_2-3着率,1号艇_逃し率,2号艇_登録番号,2号艇_年齢,2号艇_支部,2号艇_体重,2号艇_級別,2号艇_全国勝率,2号艇_全国2連対率,2号艇_当地勝率,2号艇_当地2連対率,2号艇_モーター番号,2号艇_モーター2連対率,2号艇_ボート番号,2号艇_ボート2連対率,2号艇_展示タイム,2号艇_平均ST,2号艇_全体平均ST,2号艇_1着率,2号艇_2-3着率,2号艇_逃し率,3号艇_登録番号,3号艇_年齢,3号艇_支部,3号艇_体重,3号艇_級別,3号艇_全国勝率,3号艇_全国2連対率,3号艇_当地勝率,3号艇_当地2連対率,3号艇_モーター番号,3号艇_モーター2連対率,3号艇_ボート番号,3号艇_ボート2連対率,3号艇_展示タイム,3号艇_平均ST,3号艇_全体平均ST,3号艇_1着率,3号艇_2-3着率,3号艇_逃し率,4号艇_登録番号,4号艇_年齢,4号艇_支部,4号艇_体重,4号艇_級別,4号艇_全国勝率,4号艇_全国2連対率,4号艇_当地勝率,4号艇_当地2連対率,4号艇_モーター番号,4号艇_モーター2連対率,4号艇_ボート番号,4号艇_ボート2連対率,4号艇_展示タイム,4号艇_平均ST,4号艇_全体平均ST,4号艇_1着率,4号艇_2-3着率,4号艇_逃し率,5号艇_登録番号,5号艇_年齢,5号艇_支部,5号艇_体重,5号艇_級別,5号艇_全国勝率,5号艇_全国2連対率,5号艇_当地勝率,5号艇_当地2連対率,5号艇_モーター番号,5号艇_モーター2連対率,5号艇_ボート番号,5号艇_ボート2連対率,5号艇_展示タイム,5号艇_平均ST,5号艇_全体平均ST,5号艇_1着率,5号艇_2-3着率,5号艇_逃し率,6号艇_登録番号,6号艇_年齢,6号艇_支部,6号艇_体重,6号艇_級別,6号艇_全国勝率,6号艇_全国2連対率,6号艇_当地勝率,6号艇_当地2連対率,6号艇_モーター番号,6号艇_モーター2連対率,6号艇_ボート番号,6号艇_ボート2連対率,6号艇_展示タイム,6号艇_平均ST,6号艇_全体平均ST,6号艇_1着率,6号艇_2-3着率,6号艇_逃し率
2024-04-20,戸田,1,3992,45,埼玉,55,B1,4.83,27.59,6.16,44.83,5,28.99,23,33.54,6.76,0.1759090909090909,0.15464516129032257,0.15151515151515152,0.3333333333333333,0.45454545454545453,4880,28,東京,52,B1,5.46,30.99,4.8,22.03,48,32.73,40,36.71,6.74,0.13814814814814816,0.15754385964912282,0.03571428571428571,0.5357142857142857,0.0,4969,32,長崎,52,B1,4.78,24.18,4.73,36.36,4,21.92,12,32.5,6.75,0.1734375,0.1774752475247525,0.14814814814814814,0.2962962962962963,0.0,4139,43,愛知,54,B1,5.3,38.46,3.24,16.0,47,37.42,25,35.03,6.75,0.15666666666666668,0.1654878048780488,0.06666666666666667,0.5,0.0,4145,42,東京,55,B1,4.12,22.34,5.21,25.0,6,43.85,52,40.26,6.74,0.2602439024390244,0.25587719298245615,0.03333333333333333,0.23333333333333334,0.0,3696,51,埼玉,52,B1,5.48,32.14,5.51,27.66,20,43.01,13,31.88,6.8,0.21280000000000002,0.18101522842639595,0.4339622641509434,0.37735849056603776,0.0
