日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-03-09,唐津,1,3連単,7.1,15.6,23.3,174.5,408.1,860.3,16.2,27.5,31.2,189.8,382.8,834.2,26.5,53.7,35.6,233.6,733.2,1857,63.8,103.3,59.7,479.1,780.5,1710,7.9,28.8,30.7,225.3,584.6,1322,15.2,44.0,46.6,228.5,598.4,1058,19.5,62.9,45.8,275.0,937.5,1636,43.3,106.1,83.7,505.5,1256,2442,45.8,106.2,53.7,212.9,465.9,880.3,47.9,108.9,61.1,210.8,579.0,937.5,91.4,220.0,70.2,218.0,838.8,989.6,151.8,271.8,85.9,348.8,917.6,1477,62.2,169.9,70.1,353.7,901.3,2243,61.8,188.9,79.8,360.5,964.4,1577,137.1,318.1,109.4,356.2,937.5,1251,206.4,482.9,132.7,515.0,1382,2804,241.4,510.6,170.6,1030,1750,2132,197.0,444.6,212.2,888.0,2046,2969,404.8,636.2,215.0,726.2,1529,1720,396.9,973.7,234.5,931.8,2502,2804
2025-03-09,唐津,2,3連単,11.2,27.1,378.8,76.0,79.9,190.4,10.3,19.3,709.6,253.1,364.4,742.1,5.2,11.7,545.7,129.8,199.5,333.2,14.4,28.4,1038,164.4,162.5,308.1,42.4,123.0,423.2,72.6,92.4,249.2,99.8,242.1,719.5,223.3,404.8,775.9,71.0,187.2,461.3,110.3,225.5,329.3,137.2,347.9,936.7,156.4,192.6,350.7,31.4,60.3,1138,594.3,676.7,1536,124.6,180.1,1081,594.3,736.8,1506,70.1,99.0,1269,773.9,1269,1651,100.7,151.7,1024,957.2,1238,1625,15.3,37.8,751.2,195.9,316.1,437.0,59.3,145.8,773.9,213.6,317.7,422.0,52.7,101.3,1259,619.4,984.8,1142,34.3,100.9,1264,346.0,453.1,594.3,39.1,126.1,1634,320.0,232.9,433.3,112.4,392.4,1608,298.3,243.8,432.7,94.5,215.7,1688,777.8,919.9,1150,55.4,190.7,1669,435.2,402.7,592.0
2025-03-09,唐津,3,3連単,10.1,105.1,27.3,558.2,185.7,1803,32.5,310.5,21.3,349.6,95.1,2458,20.1,194.4,12.8,532.2,289.9,4577,206.4,812.9,240.5,1652,780.9,3305,5.3,176.0,99.3,862.4,413.8,3199,7.2,609.7,300.2,1458,529.4,5509,4.1,385.9,182.2,2024,1276,7084,128.0,1444,885.5,3199,2010,5409,60.9,875.1,92.8,421.4,131.5,2945,28.6,1106,281.2,950.5,351.2,4020,46.8,1690,134.7,649.6,482.2,6072,431.8,3305,1085,2095,1396,3381,30.8,507.7,39.2,668.6,676.2,6198,13.7,629.0,114.0,1234,1410,6762,45.9,1410,103.2,768.8,859.9,7629,311.2,3099,559.2,1907,2399,6330,804.1,2975,995.0,2521,1700,3628,671.6,4020,2156,3005,2324,5409,1219,4132,2361,2656,2051,3814,896.1,4877,1709,2754,2237,6198
2025-03-09,唐津,4,3連単,42.4,48.1,365.8,430.7,66.8,78.1,54.6,82.4,1075,1657,253.6,363.3,15.5,17.3,451.5,424.9,260.4,273.4,14.0,17.0,458.0,351.7,46.8,74.3,92.8,108.8,334.3,502.8,60.9,77.3,227.3,236.3,698.0,1075,167.7,203.9,123.5,70.3,217.1,330.5,168.1,168.1,134.9,68.2,195.0,273.4,29.0,37.8,137.0,172.3,1758,2357,541.3,782.0,347.1,297.7,1248,2001,383.5,427.2,147.0,112.7,1105,1989,1101,886.6,116.0,99.0,1079,1433,291.2,446.4,26.5,27.1,606.3,556.4,484.4,516.7,116.9,60.4,349.0,363.7,309.0,286.7,116.7,79.6,1075,1545,1109,1205,26.4,13.8,311.1,211.2,182.8,242.6,24.3,26.6,571.4,476.5,52.3,73.2,126.4,58.8,365.4,321.2,29.3,38.3,95.9,77.3,1165,1545,154.2,241.3,29.4,16.0,352.5,246.1,130.5,162.5
2025-03-09,唐津,5,3連単,108.5,127.2,245.3,103.8,95.3,132.3,100.5,130.0,299.1,163.1,121.1,194.5,81.6,83.0,188.7,76.0,94.9,122.9,105.0,134.5,280.7,69.1,89.9,102.7,176.2,104.3,169.0,152.6,89.3,177.8,205.8,78.0,130.3,134.2,58.7,186.1,153.0,29.9,64.7,60.5,66.9,124.9,209.3,87.9,148.3,79.9,53.4,77.5,92.6,167.6,345.3,276.9,136.0,305.2,139.3,115.2,193.3,140.3,78.3,246.8,76.7,56.6,114.1,84.9,109.8,257.3,54.8,92.8,153.7,115.7,104.8,173.2,92.3,65.2,153.6,94.9,109.3,122.6,136.2,29.0,76.1,51.6,74.0,91.9,91.5,39.9,95.2,76.2,108.8,157.7,95.2,37.9,90.4,24.6,36.2,46.7,98.9,152.2,320.7,75.1,94.0,129.7,151.8,130.5,221.0,59.5,53.5,80.5,68.6,103.7,228.3,102.2,95.7,148.3,81.8,61.9,164.0,25.7,37.0,57.8
2025-03-09,唐津,6,3連単,57.5,178.6,192.7,887.7,21.2,196.2,151.7,409.3,316.4,932.1,19.8,263.5,34.4,98.7,88.4,858.0,63.8,695.1,49.6,138.2,132.9,861.6,12.8,109.0,65.5,205.9,286.8,1079,47.6,331.3,176.3,732.4,632.9,817.0,58.3,596.1,44.2,202.4,275.6,1281,128.1,1120,66.6,359.1,277.8,1108,32.4,202.8,261.9,903.4,456.7,1096,22.9,371.5,332.3,1057,572.8,1349,41.8,462.9,236.5,958.3,302.9,615.8,44.2,683.5,257.9,794.8,295.9,756.7,12.9,170.7,21.4,108.3,64.2,651.0,124.5,1152,27.2,149.0,136.0,810.5,160.5,1015,87.9,257.9,143.5,443.8,85.2,1030,19.6,95.4,47.3,402.9,60.5,681.3,69.8,307.0,178.7,1145,15.8,82.1,85.9,458.7,250.0,1114,22.4,94.5,216.5,804.2,267.0,820.3,15.6,103.5,43.0,174.9,97.8,623.3,48.5,307.4
2025-03-09,唐津,7,3連単,37.4,79.2,145.5,54.1,64.7,988.3,25.6,52.7,78.0,64.1,64.9,1844,23.3,49.4,64.2,25.0,31.9,1405,141.0,200.3,458.0,110.3,115.5,1229,39.8,165.7,251.9,71.1,104.3,1828,25.3,161.6,213.1,180.5,217.8,1765,23.1,147.4,168.4,53.1,99.8,2086,136.7,481.5,670.6,199.9,237.4,1507,25.1,96.1,120.0,112.8,126.2,2488,24.9,151.3,228.5,223.5,247.9,2221,13.7,81.7,81.2,76.3,123.7,2550,96.3,320.2,474.8,293.4,367.5,2005,24.6,85.7,110.3,18.6,31.2,1828,30.4,133.6,193.5,31.8,55.4,2086,17.2,85.1,105.3,51.9,76.7,2582,84.4,258.5,432.1,39.8,66.0,1059,370.1,776.5,1486,214.5,233.1,1267,436.7,1081,1324,288.0,322.7,1324,368.2,951.9,1222,602.2,500.1,2025,337.5,732.5,1236,182.8,252.5,1038
2025-03-09,唐津,8,3連単,10.9,34.1,35.2,80.6,285.2,632.7,15.2,42.6,22.8,55.7,179.8,611.8,27.8,85.9,41.9,81.5,246.5,960.6,83.7,159.2,73.7,148.9,343.3,1090,9.2,65.3,77.1,165.9,575.7,1203,7.4,103.0,120.4,167.6,519.3,1584,16.7,176.9,158.8,295.2,572.2,2060,40.1,351.1,298.5,497.0,950.7,1951,20.5,108.4,45.8,84.9,262.2,732.8,12.5,138.8,102.3,160.7,461.1,1137,30.2,253.2,65.1,119.4,369.3,1130,65.4,468.1,114.5,212.3,548.5,1269,79.7,343.9,107.2,131.3,289.6,1404,56.4,394.4,205.3,189.3,383.8,1891,79.1,460.0,147.3,161.7,337.0,2106,178.6,922.3,287.4,216.0,493.0,2083,269.8,607.8,363.5,520.7,795.7,1626,186.8,904.3,662.1,772.5,1130,2037,304.4,1035,480.3,491.7,750.6,1817,395.3,1166,546.9,532.7,1090,1854
2025-03-09,唐津,9,3連単,6.3,26.9,72.1,110.1,515.9,145.5,9.8,32.6,65.2,165.5,602.7,277.9,28.9,78.8,127.9,216.4,636.4,311.0,14.1,42.6,80.8,162.3,557.5,632.2,10.0,76.4,128.4,164.2,908.3,207.1,12.6,113.5,207.8,229.2,1224,397.2,30.8,254.5,383.8,305.1,1248,440.7,18.4,156.1,193.6,230.8,1325,1111,16.9,91.7,126.2,257.2,1124,559.2,20.5,116.6,180.8,312.0,1599,651.4,41.3,300.9,233.6,342.4,1029,972.2,27.6,140.0,149.6,341.2,1653,1422,88.9,465.1,549.6,402.2,1068,379.3,85.5,600.8,562.4,415.2,1111,394.8,134.2,761.7,489.8,410.7,943.8,624.1,133.7,624.1,577.5,380.8,1074,1382,43.1,187.8,310.5,318.2,1325,1165,51.6,263.9,385.4,416.0,1825,1758,74.2,333.5,358.9,513.2,1511,1842,146.4,662.6,701.0,527.2,1712,1682
2025-03-09,唐津,10,3連単,3.9,28.6,69.2,105.4,645.2,974.0,4.4,26.4,73.0,172.2,850.2,1967,39.3,144.5,251.1,348.3,1056,1857,28.0,118.3,262.9,313.0,1328,3400,8.2,116.8,142.1,188.5,942.0,1807,10.1,183.2,221.9,288.7,2950,3400,47.2,598.9,706.5,916.2,2417,3400,40.4,501.6,732.3,839.5,2908,3715,9.1,122.8,204.5,366.1,1433,2205,13.2,231.9,344.7,487.0,2360,2572,57.2,617.4,696.7,1231,3040,3786,39.5,484.6,653.6,1056,2748,3715,135.8,647.2,762.9,641.0,1078,2711,144.4,1508,1056,1302,2360,3583,216.6,1508,1114,1346,2826,4095,253.9,1929,1246,880.0,1531,4894,194.2,920.4,1084,974.0,2605,4095,227.7,1231,1302,1383,3400,5145,238.3,1269,1464,1672,2572,4013,344.1,1824,1531,1592,2994,5280
