日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-05-07,福岡,1,3連単,3.4,38.1,55.5,223.4,244.6,2437,10.0,75.4,66.9,227.7,245.1,4701,14.0,79.0,71.0,234.6,367.6,3871,244.6,582.4,603.8,1371,1316,5983,4.5,91.0,126.4,421.8,392.9,4875,7.6,264.8,301.9,671.5,760.8,5983,10.7,257.5,289.9,778.8,817.5,5722,166.4,1548,1666,1994,1687,3656,25.8,259.6,170.5,362.6,416.5,5722,23.5,396.4,319.4,797.7,1012,4387,41.1,543.9,353.8,797.7,967.8,6268,303.2,2230,2089,2686,4113,8775,39.1,320.2,187.2,375.0,539.4,4387,33.5,500.4,424.6,606.5,940.2,5265,73.9,783.5,585.0,765.2,1012,8775,386.0,2686,3656,1478,2269,5062,907.7,2089,1687,3656,2531,7742,854.7,4113,3134,3210,2686,3871,1070,4113,5484,5484,5484,9402,1144,2742,3871,3210,4387,6268
2025-05-07,福岡,2,3連単,11.3,28.9,82.6,67.9,658.6,70.1,10.6,22.0,110.3,137.9,578.3,163.9,70.6,94.1,216.2,182.3,721.1,119.0,9.8,19.4,86.9,51.0,791.2,320.9,18.5,82.1,112.3,84.7,982.2,94.7,27.8,116.5,164.4,178.8,1899,234.4,89.8,280.6,452.1,250.9,1026,140.6,24.9,99.4,142.7,53.0,957.4,532.4,23.8,51.5,168.3,214.1,856.7,269.3,44.7,113.9,167.5,209.0,1837,381.0,112.9,202.7,325.5,459.4,2278,431.5,24.4,48.6,139.2,160.4,1266,911.5,229.2,323.6,497.5,268.0,869.7,184.6,208.6,670.2,561.2,296.7,1064,176.3,279.9,499.7,537.4,534.9,1604,461.3,172.3,340.1,489.0,174.4,564.0,474.7,23.2,47.6,168.0,79.0,918.8,813.8,44.0,121.3,200.2,74.9,933.9,990.7,38.1,70.7,210.6,171.8,1424,1280,115.3,234.4,415.8,160.9,721.1,602.8
2025-05-07,福岡,3,3連単,6.8,10.1,23.9,336.4,175.2,1393,34.3,36.5,60.2,318.1,188.8,3512,20.3,21.9,38.5,479.8,570.1,4181,226.3,262.9,418.1,1513,1057,2310,10.0,14.7,24.4,386.8,167.5,2090,35.5,23.4,39.0,221.1,122.1,1626,24.4,14.5,22.8,459.7,504.6,3658,272.7,216.8,308.1,1721,964.9,1792,95.2,84.1,92.3,330.1,196.8,3027,87.6,60.5,73.8,225.1,138.2,1721,172.5,86.5,85.3,386.8,532.1,3027,777.0,820.6,432.5,1254,975.6,2439,56.3,45.9,63.2,522.6,645.6,5165,58.2,33.5,46.1,487.8,660.2,7317,222.3,100.4,99.3,545.4,636.3,4390,585.4,555.7,393.7,1350,1310,2439,1111,555.7,1416,2439,2251,3658,1084,1084,1033,2042,1951,3136,1756,2927,1021,2582,1488,3512,1439,1272,609.7,1488,2141,2582
2025-05-07,福岡,4,3連単,55.8,185.2,130.0,272.2,44.4,138.1,85.9,235.0,164.8,304.9,45.3,135.1,28.9,87.5,73.6,151.3,80.4,156.6,26.3,83.4,47.0,112.6,16.1,37.5,61.1,295.1,218.8,419.5,95.8,236.1,97.8,490.5,402.9,875.2,184.6,376.0,34.4,248.2,232.3,437.6,290.9,495.2,27.5,206.7,143.0,257.0,81.9,218.3,140.8,371.9,250.7,401.3,97.6,226.6,143.4,672.4,336.2,583.5,284.4,459.4,80.0,318.2,235.0,324.3,426.6,417.8,57.6,267.9,112.8,170.0,81.6,154.0,22.0,106.7,98.1,202.2,190.8,221.6,26.0,245.2,206.7,383.1,451.2,432.0,43.2,341.8,253.8,453.2,502.6,389.0,11.0,102.1,62.9,125.1,141.8,172.0,36.8,139.4,96.6,152.6,24.3,35.8,40.5,235.5,173.8,276.6,79.8,145.0,60.5,296.0,162.1,286.0,56.5,84.4,18.0,123.9,76.5,130.0,83.2,116.0
2025-05-07,福岡,5,3連単,27.5,88.1,222.5,127.8,53.2,142.6,17.6,49.9,302.4,479.9,184.7,622.4,9.0,31.8,163.6,93.0,102.6,270.1,9.9,29.8,165.2,124.1,37.2,84.9,48.2,311.2,392.2,220.8,90.1,228.4,78.3,721.8,520.6,834.0,520.6,1034,53.4,454.5,397.7,241.3,275.3,671.1,51.8,359.4,362.4,297.2,109.0,260.3,25.9,149.3,584.3,802.8,346.3,795.4,93.5,627.0,482.6,753.5,740.5,1534,29.6,210.5,933.7,1385,1561,1363,32.2,221.9,773.9,1130,461.8,1022,14.3,81.5,354.9,131.3,157.3,388.7,56.4,449.7,584.3,216.3,272.7,780.9,34.1,224.2,876.5,913.8,1010,2045,13.7,99.5,381.7,130.5,144.6,368.6,24.4,95.3,340.8,173.1,53.5,98.1,91.6,273.5,392.2,224.2,95.3,199.3,56.2,196.1,474.6,433.8,278.9,671.1,22.4,106.1,321.7,155.0,120.6,279.8
2025-05-07,福岡,6,3連単,36.3,231.6,235.3,715.1,144.6,23.5,88.1,401.9,380.6,775.5,92.2,21.3,33.1,179.9,106.0,410.9,276.7,85.6,21.1,108.1,81.9,359.8,37.1,15.0,43.4,497.5,451.3,1123,358.3,52.5,123.2,1354,933.2,2326,801.8,101.1,23.2,907.6,855.9,1898,1290,272.5,15.7,734.1,561.8,1214,291.3,82.5,181.9,1079,817.7,1588,195.0,63.3,202.9,1757,917.7,1815,834.2,156.7,158.6,1558,1436,2949,1376,392.3,95.8,1101,775.5,1795,219.3,85.4,42.7,425.7,168.2,602.8,750.8,242.9,27.1,1131,943.9,1388,1515,453.8,139.5,1573,1131,2262,1685,497.5,12.0,398.0,196.1,565.7,494.5,352.9,14.3,155.8,112.2,455.0,41.7,26.0,10.6,453.8,371.2,938.5,146.5,87.0,39.9,715.1,594.2,1072,110.2,63.9,8.2,310.5,163.0,506.7,202.4,207.7
2025-05-07,福岡,7,3連単,18.9,138.7,139.4,96.8,1654,56.3,20.7,128.2,51.4,87.4,2059,31.5,259.9,1029,434.9,657.7,2021,37.2,13.6,92.3,38.8,45.9,2228,244.2,19.8,259.9,303.2,216.1,3119,118.4,13.9,489.5,344.4,565.6,4367,237.3,178.9,2274,1364,1850,3411,211.1,9.0,384.4,361.5,370.1,3032,827.1,22.1,304.9,66.7,107.7,2799,65.0,20.2,496.2,184.1,333.8,3521,233.7,288.0,1789,627.4,1173,3308,85.2,12.9,365.1,58.6,102.7,3899,665.7,433.2,2274,941.2,1226,2322,81.5,593.3,2873,1364,1582,2662,202.5,708.9,2426,1819,1882,3411,109.3,494.0,1949,1629,1299,3119,880.4,16.4,155.7,53.9,61.8,2373,820.9,10.3,365.1,230.3,172.4,3521,1125,12.4,340.1,69.5,101.3,4199,1080,122.3,1382,574.6,571.6,3308,957.7
2025-05-07,福岡,8,3連単,29.0,62.4,188.6,41.3,223.0,228.8,11.4,29.5,138.8,98.8,309.7,396.0,21.0,42.5,156.2,48.4,142.8,135.3,40.0,93.8,276.4,61.8,287.4,198.3,67.6,88.0,239.0,66.9,289.4,329.5,34.8,118.7,253.7,205.2,514.9,714.3,51.8,80.4,217.1,131.1,331.3,372.2,105.9,312.8,605.7,186.1,668.0,386.1,8.6,44.1,188.1,228.0,426.1,988.6,20.0,136.4,245.6,318.5,574.8,1564,11.1,68.0,206.3,316.0,504.4,1012,13.5,141.5,382.6,480.8,950.6,996.6,45.7,75.2,225.1,112.2,167.6,198.6,64.9,129.1,316.0,213.4,429.1,407.8,30.4,91.2,274.6,364.5,605.7,753.5,76.8,205.2,597.0,250.6,365.6,363.4,41.8,185.2,637.0,118.7,519.2,447.7,77.4,411.9,1165,228.4,1065,787.1,25.8,186.3,870.3,299.9,1420,1133,53.4,195.2,767.5,216.4,564.3,387.4
2025-05-07,福岡,9,3連単,25.0,152.9,137.3,44.1,1544,64.8,17.6,51.1,47.1,55.0,3174,77.9,189.5,709.8,595.2,222.7,189.2,24.8,21.3,108.9,84.9,17.9,2285,330.3,26.6,346.3,268.2,94.9,2116,156.3,16.1,496.8,367.4,256.2,5194,316.5,166.5,2197,1544,899.8,4968,170.0,18.9,642.0,371.0,85.4,4232,680.2,15.7,197.7,124.2,113.9,3940,169.0,16.5,426.4,217.2,276.7,6014,311.4,148.2,2332,1002,1020,4968,168.3,8.1,205.1,112.0,87.3,4761,642.0,624.5,2332,1503,672.2,1937,40.1,788.1,4081,2787,1393,5442,82.8,653.0,3571,1785,1503,3809,107.4,466.4,3265,2285,709.8,2040,297.6,21.6,216.0,158.7,19.8,4571,727.9,19.7,436.1,317.4,48.4,4968,751.8,12.4,257.9,162.3,54.6,4968,840.3,202.9,2004,1228,208.1,2240,607.8
2025-05-07,福岡,10,3連単,5.6,34.3,39.1,149.6,122.5,1543,11.0,44.0,41.5,187.8,131.6,1801,20.0,63.5,56.5,276.1,233.9,2364,71.4,200.4,140.7,458.5,258.2,2608,6.1,70.5,69.9,209.9,173.9,2389,11.3,98.3,78.2,260.5,382.0,2801,15.6,155.2,108.9,546.8,616.7,2947,53.3,247.7,225.3,744.1,576.0,4052,23.0,121.4,72.5,249.6,208.7,2203,25.4,173.1,77.9,267.3,423.4,3337,51.4,308.3,95.6,358.5,530.2,2608,118.1,556.2,222.5,539.0,507.7,3438,37.5,155.1,104.0,482.8,577.5,2389,31.3,221.8,132.2,610.1,831.3,1275,79.4,327.9,144.7,553.5,756.5,2801,112.4,310.9,277.1,559.0,911.4,4450,285.1,633.9,442.4,655.9,439.8,3602,262.0,739.2,567.4,810.5,580.4,4364,295.1,807.6,480.8,657.8,675.4,3913,254.7,729.7,516.9,840.5,785.3,4052
