日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-05-15,芦屋,1,3連単,6.5,89.4,182.3,61.5,301.9,1671,4.2,55.7,184.5,126.6,561.2,1661,8.1,107.3,294.1,82.2,348.4,1148,112.5,590.5,754.1,366.7,1035,2315,13.6,250.9,317.6,129.3,439.6,2557,14.5,358.6,456.7,341.6,1301,4901,21.7,551.8,738.9,326.7,859.9,3543,169.5,1973,2579,1010,2883,5656,6.9,122.2,349.3,368.1,1017,4201,14.2,342.3,485.3,562.3,1740,5252,12.0,428.1,788.5,621.8,1581,4595,118.0,1273,2028,1761,4262,1761,26.5,283.0,666.9,162.4,383.9,1782,37.9,1014,1105,291.4,679.2,3631,32.0,591.7,1065,573.3,1477,4595,203.4,2492,3196,788.5,1826,4821,575.5,1804,2430,1200,2056,2698,616.6,1815,4524,2194,4325,5549,494.3,2912,3974,2883,3631,5656,563.4,4524,4595,2100,4524,5549
2025-05-15,芦屋,2,3連単,31.4,206.5,132.8,28.5,3204,569.0,21.4,142.5,35.3,12.7,2343,386.1,469.3,1483,593.2,174.1,2080,208.6,74.7,401.1,99.8,18.0,3280,2467,23.1,346.3,300.1,90.1,5467,885.1,5.9,490.8,386.7,153.3,5932,1321,268.0,3030,1710,755.6,4289,720.4,27.9,1068,774.4,160.5,4497,4425,10.2,192.9,43.9,30.9,3204,707.6,4.4,402.3,186.6,119.6,6061,1408,114.6,1949,770.2,491.7,3400,559.8,8.5,482.3,100.6,61.1,5163,3927,1212,2362,1700,640.9,2266,227.9,995.7,5808,3717,1166,3927,570.1,659.1,6336,2161,667.0,3485,377.2,1115,4570,3242,726.0,3668,1429,134.5,905.2,320.8,39.6,4891,4425,70.6,988.7,785.4,108.5,6336,5932,42.8,885.1,315.7,70.6,5932,5260,713.0,4356,2383,306.7,4807,4161
2025-05-15,芦屋,3,3連単,34.2,295.7,196.7,217.6,127.5,1736,44.8,373.1,58.2,88.1,37.6,1469,30.9,241.2,36.8,45.1,39.8,1433,95.4,668.0,194.0,117.5,71.4,734.8,31.6,693.9,586.0,547.9,352.5,2894,11.3,1209,871.1,764.2,541.7,4549,7.3,881.8,613.7,397.5,461.5,4036,40.3,1666,1454,718.3,578.9,3256,46.8,772.5,88.8,134.3,74.5,2122,16.8,1285,404.8,600.8,404.2,3926,11.0,847.9,102.3,134.3,128.3,2091,43.1,1492,245.3,280.9,209.3,1516,29.6,480.0,62.5,40.4,50.7,1758,9.8,842.9,359.1,190.3,217.2,3495,11.9,816.5,99.0,97.4,117.8,2470,27.8,1081,192.7,63.8,76.5,811.9,219.9,1976,580.1,318.8,166.1,787.3,117.4,1566,1601,921.5,578.9,2187,123.9,2894,821.2,560.8,311.8,1224,89.7,2032,642.6,231.1,226.0,789.5
2025-05-15,芦屋,4,3連単,9.8,54.4,19.2,734.2,159.0,382.8,49.7,180.5,41.5,522.5,96.2,269.5,23.8,104.0,15.7,723.3,408.5,1221,39.3,158.9,22.2,851.7,163.0,534.8,7.2,78.1,54.7,1029,296.2,529.8,17.1,257.9,174.6,1166,304.4,490.9,8.1,118.4,73.8,1653,1068,1570,13.3,127.1,82.9,1527,445.9,1092,88.9,593.5,142.3,510.8,120.1,282.7,61.7,708.3,265.7,1023,245.6,419.0,115.8,898.9,176.1,841.2,448.8,1099,134.7,891.9,172.8,987.5,193.5,463.5,33.4,263.7,45.7,785.0,765.6,2052,23.5,246.5,85.6,1419,1431,2561,104.0,884.9,153.4,1002,1085,1992,50.0,407.5,65.9,908.5,970.6,2399,93.6,426.9,77.7,1379,285.5,689.6,60.6,341.0,120.1,1882,498.1,1158,195.5,1187,241.8,1686,305.5,611.6,97.8,585.4,101.0,1514,835.0,1882
2025-05-15,芦屋,5,3連単,26.7,317.4,668.0,69.7,175.1,328.5,9.0,152.6,456.4,170.5,501.2,797.0,10.0,135.3,482.0,34.8,125.4,265.2,14.0,158.0,563.1,36.4,120.6,277.4,35.4,747.5,1224,186.0,340.8,687.8,25.0,1042,1741,880.9,1956,2136,36.3,1107,1434,239.6,678.5,1421,42.2,1448,1772,286.6,626.3,1209,11.9,336.6,805.5,492.2,829.9,1814,27.9,1683,1673,1363,2282,3043,10.3,672.5,1214,456.4,1287,2231,10.7,858.3,1441,675.5,2063,2642,19.3,337.0,1024,50.1,130.2,331.0,53.3,1814,1837,155.0,431.6,947.4,21.7,772.5,1741,416.7,1124,1655,18.7,694.1,1683,63.1,162.2,464.2,38.0,546.7,1611,74.3,234.4,427.3,88.4,1293,2282,223.5,581.6,1068,37.8,1421,2136,508.9,1293,2008,35.3,1087,2410,103.3,305.2,515.8
2025-05-15,芦屋,6,3連単,6.0,7.4,46.2,559.8,535.4,100.3,19.7,27.5,179.8,1029,864.8,212.1,32.7,41.3,190.3,1014,1309,725.3,10.9,10.0,88.0,691.9,741.3,584.0,11.9,21.0,48.1,597.0,544.0,95.4,51.1,72.4,148.4,674.6,678.0,115.8,67.8,86.9,157.6,1014,1420,361.7,27.4,22.5,60.8,566.9,695.4,396.8,112.4,175.4,346.8,911.6,999.4,323.5,166.3,239.2,279.3,753.7,822.7,179.4,313.0,438.0,555.2,1435,1848,930.5,185.8,169.9,382.2,943.5,1124,887.6,161.9,247.1,411.3,1376,1927,1322,224.4,333.9,349.5,1435,2013,924.1,439.4,658.1,681.4,1533,2998,1297,255.0,252.1,381.1,1163,2013,1435,41.2,33.4,157.2,924.1,1079,1029,69.2,34.8,104.6,793.6,956.9,853.9,160.2,127.8,346.8,1133,1272,1133,196.6,160.4,369.6,1550,1752,1376
2025-05-15,芦屋,7,3連単,5.0,18.6,51.7,225.3,42.7,2620,11.4,37.0,88.2,295.8,59.5,2574,9.7,31.1,79.3,245.7,103.9,5240,256.9,388.1,676.1,1137,452.8,3121,8.3,45.4,77.0,321.7,53.5,2717,15.6,87.9,140.8,378.1,92.3,1086,16.4,71.8,113.0,435.3,170.4,4315,338.8,485.8,635.1,1667,621.7,4733,32.5,171.2,218.9,435.3,118.5,4890,35.7,195.3,235.5,432.8,131.8,1120,54.3,226.7,259.2,551.6,246.6,4075,426.5,940.5,1192,2257,965.3,3861,18.7,94.7,142.3,310.2,175.3,3412,24.6,121.3,152.6,357.8,210.2,1905,50.2,229.6,253.8,457.0,306.9,1834,416.8,917.0,801.7,1482,1264,1789,1155,1577,1982,2620,1183,1686,1384,529.7,806.1,2717,1333,1767,1233,1706,2667,3056,1512,3762,1310,838.4,2223,3056,1746,3965
2025-05-15,芦屋,8,3連単,21.5,8.1,238.0,124.0,280.2,2123,15.8,4.4,536.6,388.3,815.2,3353,31.7,11.5,638.8,357.3,905.3,3431,165.6,75.3,1157,810.8,1329,4277,73.4,25.9,162.7,79.5,169.3,1867,172.6,20.0,168.2,102.4,214.0,1967,242.7,30.8,171.2,96.7,225.1,1498,510.6,130.9,546.5,266.8,456.1,2380,52.2,8.3,691.1,543.5,1240,4540,166.2,15.5,259.8,206.5,445.8,2270,199.8,13.4,669.2,548.5,1300,3988,471.4,69.7,1725,1385,1941,4760,123.7,34.4,817.5,442.4,948.9,4540,392.9,40.9,343.1,175.6,339.6,1810,384.7,32.8,819.8,546.5,1130,4340,712.8,131.8,1250,595.0,1209,3689,626.6,367.5,2270,1967,1788,3883,1706,399.3,1214,669.2,974.0,2566,1706,314.9,2784,2108,2459,3883,1595,336.9,2480,1199,1595,3599
2025-05-15,芦屋,9,3連単,11.3,224.2,109.6,325.1,406.4,672.7,19.2,304.8,45.1,143.9,291.7,264.5,43.6,461.7,86.3,313.4,329.2,337.0,21.9,359.6,64.9,163.6,304.2,796.3,10.1,505.0,317.2,655.7,1099,1139,4.8,1130,772.6,1076,1678,1357,14.7,1458,852.8,1333,1445,1696,8.0,1289,881.7,1040,1545,2364,27.2,647.6,150.3,276.2,634.4,360.4,10.4,1200,518.5,1047,1642,1530,30.5,1445,374.2,750.3,1114,812.8,15.6,1458,273.8,451.0,1026,1753,65.9,825.7,361.2,541.9,634.4,595.7,36.7,1753,834.6,1099,1381,1609,50.4,1642,536.3,796.3,987.8,1054,50.6,1715,495.4,619.3,896.9,1734,50.3,1099,286.9,373.3,722.5,1311,27.3,2229,1114,1069,1013,2261,34.8,1858,472.9,621.8,1122,1715,75.4,1926,736.2,848.2,1248,1880
2025-05-15,芦屋,10,3連単,9.8,35.9,83.5,299.8,156.9,157.3,7.2,31.8,138.4,517.0,292.4,298.3,6.2,25.4,129.6,355.2,314.4,479.5,8.6,29.7,142.9,443.0,223.8,284.4,20.0,150.1,120.8,471.0,222.7,201.1,46.0,325.1,259.6,934.7,625.6,572.9,41.9,300.5,247.5,866.7,778.9,642.4,46.6,314.0,288.5,681.0,381.9,484.4,21.6,205.4,304.0,756.6,498.6,418.1,55.2,452.2,375.3,896.0,821.9,684.9,41.1,373.0,438.1,942.1,1045,953.4,48.9,388.2,507.1,1088,810.7,984.9,19.1,150.6,251.1,577.1,684.9,1036,47.1,345.9,340.5,805.2,1078,1119,43.7,426.4,444.6,892.7,1362,1489,40.8,277.4,417.4,703.1,968.9,1508,27.5,145.0,288.2,805.2,378.9,517.0,62.5,356.8,411.6,879.5,509.3,568.8,71.5,409.5,658.4,1059,771.3,1027,62.3,347.4,547.9,886.0,949.6,1151
