日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-05-11,大村,1,3連単,17.2,113.7,44.6,126.8,1301,202.2,27.3,171.4,18.3,66.8,816.6,92.1,180.2,630.9,125.5,190.4,721.9,130.4,33.9,173.6,17.1,58.5,932.4,625.8,10.6,143.8,115.5,213.6,1758,449.8,7.8,289.3,152.7,283.9,1205,369.0,77.0,947.7,584.5,856.1,1086,487.9,7.8,312.4,163.6,251.9,1813,1354,26.4,311.6,46.4,85.7,1140,98.7,16.2,414.2,121.2,224.0,1758,259.9,77.9,1339,219.1,345.8,1091,112.9,18.6,517.5,40.7,79.0,1096,495.2,379.4,1187,490.0,317.2,840.5,153.6,240.9,1339,767.6,614.1,1731,420.2,272.2,1395,505.0,509.5,1225,153.3,278.8,1621,354.8,252.2,840.5,535.6,56.9,469.0,41.8,74.7,1134,1076,27.0,499.5,126.4,210.5,2002,1681,39.5,629.2,47.6,84.7,1157,1118,202.0,1599,206.5,220.1,903.1,872.3
2025-05-11,大村,2,3連単,8.5,5.0,61.1,563.7,1204,347.1,30.5,18.7,208.2,1095,1338,557.4,52.1,32.0,235.6,1308,1905,1448,27.9,16.1,169.8,1348,2062,1638,22.0,8.6,45.5,423.4,1085,263.4,85.3,18.7,80.2,367.1,610.8,152.7,123.9,24.9,88.0,913.1,1348,556.5,74.7,11.8,51.1,525.7,885.4,673.0,109.8,49.6,373.0,1184,1544,628.3,203.5,43.3,203.7,478.3,853.1,234.2,447.8,137.9,562.8,1710,2015,1226,329.5,70.3,384.4,1243,1369,1099,227.6,127.0,498.7,1958,2306,2337,325.8,71.6,253.5,1348,2050,930.0,651.7,212.2,687.5,2191,2616,1895,605.6,98.1,415.4,2099,3187,3246,144.1,56.0,318.1,1885,2850,2760,238.0,32.5,144.4,842.8,1252,1153,492.4,97.5,510.4,1558,1544,1485,717.0,107.0,436.6,2827,3371,3277
2025-05-11,大村,3,3連単,21.6,80.6,142.5,12.2,489.7,2408,9.4,39.2,65.6,22.2,604.4,3378,55.3,154.4,224.7,17.6,225.0,1373,133.7,252.0,487.6,41.0,602.8,2812,26.9,177.5,269.1,24.3,821.0,3173,15.4,176.2,250.0,64.3,1272,3029,67.4,599.0,732.6,49.5,609.9,2105,144.5,889.4,1171,112.7,1322,3668,7.5,50.6,78.2,61.6,994.9,4230,11.1,127.8,163.5,121.0,1989,4230,19.1,165.8,190.2,131.6,844.6,3173,42.4,282.9,355.5,226.7,2144,3881,110.9,486.1,547.3,24.1,192.9,1279,131.9,928.1,999.2,37.6,313.5,1636,65.6,435.6,462.6,92.8,544.1,2257,240.4,1123,960.3,47.4,353.1,1449,423.0,1245,1555,88.2,1029,3307,508.2,1989,1772,126.4,1410,3818,230.6,1153,1107,242.5,2050,3584,471.5,1932,1758,100.3,772.4,1909
2025-05-11,大村,4,3連単,50.7,292.9,196.7,48.7,1143,272.0,24.8,217.1,57.1,35.9,847.9,194.9,182.8,1140,218.6,60.8,424.4,71.2,54.5,380.0,86.1,14.3,629.1,478.7,32.3,558.8,500.0,151.9,2245,600.5,9.3,762.4,551.3,271.2,2013,928.6,61.7,1919,1206,546.5,2360,570.0,21.9,1161,748.5,164.7,2035,1556,13.1,327.9,69.1,66.9,1187,283.2,7.7,564.8,260.2,216.8,2744,670.0,25.8,1597,246.0,263.9,1342,267.5,5.6,454.0,79.6,77.1,1129,716.7,280.5,2646,602.5,121.9,458.0,72.8,186.2,2685,1291,378.4,1482,285.0,109.4,2765,690.0,337.1,1154,198.3,132.2,3140,569.1,110.5,496.7,380.4,59.4,1126,175.3,26.3,977.6,910.4,44.9,1436,562.2,105.4,2259,1950,19.0,977.6,155.0,73.6,1218,1109,118.7,2704,446.4,88.8,718.1,701.7
2025-05-11,大村,5,3連単,24.2,31.5,134.8,728.2,19.1,989.6,81.0,91.5,455.6,1340,37.5,1456,11.6,13.6,91.5,629.6,125.3,2168,96.2,94.3,402.4,1434,47.1,889.2,50.0,66.9,160.6,650.8,17.7,916.7,175.8,163.1,318.4,716.0,17.8,927.7,43.7,27.3,54.6,356.3,64.6,1581,234.1,157.4,304.6,945.9,24.8,404.1,205.3,283.5,778.1,1543,69.5,2108,320.8,292.1,542.8,1072,37.0,1403,184.9,105.7,332.7,871.2,168.2,2097,475.8,369.3,1069,1770,74.6,1169,14.3,13.2,86.5,483.0,288.2,3112,29.7,14.1,50.7,289.3,145.4,2339,104.1,53.0,200.4,529.4,300.5,3859,67.2,31.1,160.6,503.8,258.8,2230,312.5,311.2,1045,2218,78.4,666.5,500.5,336.1,782.8,1445,49.1,368.9,771.8,605.8,1398,2324,96.4,706.8,291.2,138.0,590.1,1206,250.4,1434
2025-05-11,大村,6,3連単,23.4,31.0,161.9,40.9,145.3,699.9,8.7,9.7,157.6,161.2,445.5,2151,17.4,23.5,231.9,71.1,160.6,1217,50.0,60.3,410.7,142.9,320.1,2036,45.5,88.7,192.1,34.9,169.5,847.3,46.7,65.1,127.8,99.0,438.1,1862,63.9,125.5,191.5,42.2,135.0,473.0,149.2,230.0,386.2,66.8,278.1,1217,14.9,14.4,241.7,290.8,621.4,2835,46.1,41.2,155.1,190.9,525.3,2482,31.0,21.0,193.6,259.9,475.2,2132,66.8,38.1,405.7,429.1,986.2,2640,42.4,73.5,343.7,89.2,193.4,1250,104.9,169.2,300.2,64.0,129.2,481.7,47.0,54.9,276.4,214.4,412.7,2070,127.8,141.2,587.1,103.7,217.9,1177,203.2,248.7,1378,302.6,864.9,2160,398.6,441.6,1205,148.8,607.1,1330,269.3,148.8,1142,612.3,1394,2683,330.9,268.4,1434,235.1,562.0,1401
2025-05-11,大村,7,3連単,16.8,87.8,12.0,187.5,1623,2987,34.2,163.7,5.0,76.4,601.1,1823,114.6,598.1,19.2,298.3,1121,3864,346.5,1003,62.2,710.8,2213,4869,8.2,108.6,42.1,315.5,2434,4681,5.3,172.9,46.9,268.2,2012,3864,23.9,770.4,141.4,929.2,2509,4593,73.2,1570,339.7,1480,3381,5661,43.5,360.4,10.9,66.2,566.1,2037,19.7,282.7,27.7,145.1,1536,3312,97.7,1127,26.5,178.0,625.8,2509,253.3,1995,79.8,432.8,1955,4309,325.0,1823,76.7,545.8,1305,4593,166.2,1612,186.7,958.5,2264,4467,316.8,2028,84.6,426.3,888.5,3717,655.3,4091,269.4,1232,3312,5125,722.4,2881,334.1,1803,4386,5866,475.0,2933,681.0,2126,5235,6580,833.7,3834,413.7,1271,3081,5292,1193,4593,586.6,2154,4593,4637
2025-05-11,大村,8,3連単,101.1,284.3,64.6,363.1,507.3,1975,190.9,501.0,17.1,106.1,126.7,592.0,206.5,680.2,15.0,138.7,245.3,1202,300.8,837.9,30.5,170.3,266.2,950.8,62.1,296.1,131.5,541.5,961.5,2516,23.1,263.3,101.3,380.7,525.8,1537,24.0,299.7,102.0,450.1,881.5,2353,44.8,363.9,126.9,448.2,858.7,1955,182.3,770.2,21.4,72.8,88.0,457.7,50.0,459.9,69.2,175.4,252.1,990.3,83.4,691.9,9.3,36.4,52.3,298.1,115.7,793.4,15.9,47.0,57.1,201.6,286.4,1080,21.4,150.9,279.8,1285,67.1,612.4,70.8,365.9,591.5,1960,137.4,1003,11.3,56.7,84.9,434.7,165.9,1097,12.4,81.8,151.6,508.7,633.3,1940,67.5,278.3,360.7,992.9,189.6,1143,149.7,579.0,625.5,1489,278.8,1683,37.4,127.4,113.8,238.5,303.6,1625,28.0,135.6,216.9,504.3
2025-05-11,大村,9,3連単,50.4,447.7,203.5,325.8,455.3,850.3,77.7,645.8,46.0,122.2,105.2,383.2,73.3,794.3,37.9,88.1,175.8,451.2,115.4,1051,86.8,110.3,177.8,416.6,23.3,788.9,553.4,960.4,1088,2122,6.1,1925,1255,1871,1867,3300,4.9,2203,1312,1677,2271,3500,10.7,2857,1677,1746,2100,3944,55.5,1508,153.5,245.8,181.7,666.1,12.0,2651,1034,1444,1436,1863,12.7,3412,262.9,443.1,532.7,1182,18.3,3796,415.3,634.2,559.2,1155,66.3,1576,107.7,129.3,265.4,817.6,10.7,2722,905.5,571.4,1537,2759,18.3,4023,277.7,286.9,667.2,1660,20.1,3369,286.1,173.4,412.5,1302,154.7,2857,397.1,219.8,447.0,709.9,41.8,4084,1742,1312,2139,2908,47.6,4211,889.6,669.4,886.6,1449,48.3,3925,613.0,275.5,878.0,1334
2025-05-11,大村,10,3連単,25.8,499.9,168.2,163.8,710.7,1050,30.5,550.9,43.8,66.3,394.3,433.1,68.0,1176,78.1,82.6,352.4,379.3,86.4,1057,82.8,72.0,396.2,995.6,16.2,848.9,562.2,613.5,2021,1838,4.5,1511,927.3,1051,2891,3242,10.1,2187,1496,1398,3102,4206,11.6,2847,1762,1274,3155,4623,19.3,1067,124.6,144.8,822.0,736.4,6.0,1813,609.9,786.7,2579,2490,12.1,2864,392.2,418.5,1582,1126,11.6,2838,321.6,377.9,1970,2244,84.3,2601,416.1,164.3,412.8,484.3,32.6,3082,1551,555.2,1391,2490,36.4,4363,814.9,469.2,1319,1155,51.9,4150,918.2,217.8,529.1,1006,126.1,2510,372.3,167.0,904.9,1676,41.5,4095,1697,633.1,2328,3720,43.6,4555,680.6,403.5,1723,2706,80.4,4283,1057,290.2,1083,1748
