日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-05-24,大村,1,3連単,8.5,18.4,62.8,72.3,220.3,174.3,9.0,21.3,81.9,129.5,217.5,237.7,26.9,54.4,135.1,183.3,342.4,310.5,19.5,35.5,105.2,99.0,192.3,310.1,12.8,54.4,96.9,111.0,307.7,224.0,16.1,109.5,211.3,231.3,544.4,393.2,27.5,214.9,392.1,411.4,724.5,537.0,23.3,126.6,244.0,180.5,582.3,697.1,19.5,73.4,179.1,257.5,385.0,376.6,29.0,132.2,260.9,320.9,795.5,577.5,56.7,290.2,558.8,697.1,1069,809.5,33.5,124.5,321.3,400.6,724.5,992.9,58.0,210.0,277.7,293.0,521.8,457.0,59.4,353.0,542.3,472.6,841.6,640.4,93.1,463.1,748.1,614.8,902.1,951.9,65.2,418.2,476.7,342.9,668.4,857.3,47.4,122.6,237.9,182.0,223.8,325.5,57.2,193.1,386.0,224.0,416.3,606.7,72.1,239.4,532.9,414.4,452.5,690.1,92.5,432.6,602.7,365.6,576.3,807.1
2025-05-24,大村,2,3連単,4.9,11.6,48.4,156.2,103.3,2447,10.7,25.1,110.2,309.2,158.1,4693,10.1,16.8,73.9,296.9,459.2,5710,233.0,318.7,815.7,1872,1047,4693,11.3,23.3,52.7,182.7,107.2,3606,34.1,50.0,103.0,275.4,103.7,2346,22.9,24.4,59.5,276.0,307.8,6011,409.3,473.2,892.2,2141,808.0,5907,25.1,69.8,211.8,485.3,238.2,4965,53.6,87.1,194.7,408.3,152.3,3807,80.6,112.4,276.9,578.7,692.1,6345,614.0,1047,1721,2785,1969,6118,30.4,39.6,130.7,381.5,664.0,6118,46.5,37.1,92.6,361.8,563.5,5038,129.5,109.6,283.4,557.1,829.6,6589,626.3,397.4,951.7,1470,2196,6011,957.0,1215,2379,3294,2330,5907,1404,1647,2741,3460,1946,5038,1502,2182,3849,4894,2763,5526,1571,1862,2979,3938,2763,5038
2025-05-24,大村,3,3連単,8.7,17.1,144.4,126.5,519.7,61.6,5.9,14.0,244.4,365.6,1381,206.2,18.4,40.5,456.0,500.4,1079,190.6,8.7,12.6,234.3,181.6,688.0,427.6,25.0,64.3,167.2,154.3,684.4,71.8,45.0,114.2,282.1,399.2,2078,213.9,93.6,256.9,669.2,679.7,1400,174.2,47.5,86.6,236.0,194.9,809.1,449.2,22.2,48.2,429.4,699.1,1915,575.6,62.7,123.4,401.6,573.0,2605,492.8,96.7,207.1,1045,1520,3687,950.9,43.2,58.2,506.9,797.6,3458,2171,76.4,204.9,1094,866.5,1699,396.3,247.5,548.1,1064,917.4,1474,313.1,158.1,425.2,1784,1714,1944,890.2,151.8,262.6,1320,695.4,1649,1184,23.6,34.4,440.1,256.9,1067,1184,74.6,97.2,392.0,231.1,1017,1079,63.4,70.3,734.6,631.3,2554,2340,137.5,179.7,1217,635.5,1983,1737
2025-05-24,大村,4,3連単,13.9,55.8,158.7,59.4,58.6,4308,14.5,49.9,94.3,73.0,71.6,4627,12.0,42.8,88.5,29.9,46.4,3786,360.5,953.7,1288,366.6,413.3,3519,21.0,131.1,251.1,130.5,131.1,7139,15.2,189.0,331.4,265.2,287.2,6247,12.7,159.8,269.1,131.6,184.1,4759,472.8,2426,2716,1271,1067,5615,17.7,90.9,143.5,163.8,165.6,6326,18.2,176.6,299.6,321.1,367.4,7139,10.2,104.5,146.6,153.2,211.5,5949,309.0,1561,1607,1141,1596,6170,16.1,92.9,147.9,31.9,59.2,5553,17.2,168.5,307.1,64.9,123.3,5811,14.5,137.7,178.6,80.7,144.0,6941,262.0,1533,1830,230.8,414.7,3423,1227,3245,4096,1265,1151,3288,1411,4997,5492,2082,1523,5432,1125,4805,3874,2701,1922,6021,789.5,5206,3595,1123,1146,2872
2025-05-24,大村,5,3連単,20.3,201.7,115.1,327.6,85.4,1079,30.1,322.4,75.7,206.7,45.0,843.3,18.8,222.1,40.8,109.1,55.8,1121,113.6,851.6,210.0,437.9,103.9,541.7,15.3,364.7,288.8,790.8,299.4,2649,11.2,1151,802.6,1370,799.6,3690,6.1,920.6,713.7,1202,644.4,4497,38.6,2617,1927,2334,1160,2260,35.3,785.1,174.3,392.5,112.4,1673,16.9,1288,626.7,1247,554.3,4151,11.6,1093,220.7,490.1,333.9,3427,69.7,2525,688.6,1680,592.3,1654,18.5,469.8,74.8,131.1,126.1,2570,6.7,1011,361.0,533.7,491.2,4318,9.8,1112,176.5,329.3,308.4,4643,26.8,1902,358.0,441.0,452.1,2260,213.9,2372,895.8,1383,293.3,813.1,133.5,4192,2467,2665,1112,2412,159.1,4073,1784,2698,776.6,1962,86.1,4073,1118,1308,810.1,2237
2025-05-24,大村,6,3連単,8.8,41.8,108.0,34.2,3349,245.5,5.7,30.3,78.3,44.7,3403,338.1,184.0,556.0,672.0,240.0,3147,177.4,19.0,65.3,189.8,28.9,3609,1616,14.8,105.7,164.7,64.2,3987,378.8,11.6,190.1,286.3,151.6,5168,850.9,258.7,1622,2052,849.2,2701,621.1,31.9,294.6,588.8,124.6,5508,3987,7.3,61.8,138.2,113.9,3322,562.7,10.5,144.2,270.6,231.6,6067,1203,130.5,1268,1622,1381,6157,999.2,11.9,145.5,324.8,240.0,6067,4407,715.6,1877,1674,678.5,3705,213.8,762.6,3078,2392,1140,5168,534.7,589.6,2754,3578,1737,5367,696.6,557.4,3640,3949,747.6,4272,2203,51.9,239.6,529.3,67.2,5735,2828,67.2,603.2,1073,135.9,6645,5896,36.0,343.4,769.6,204.9,6541,3987,369.2,2736,3640,473.0,5233,4454
2025-05-24,大村,7,3連単,8.2,108.1,174.3,62.5,201.6,3143,10.2,117.3,102.7,52.2,176.5,3109,17.0,165.8,142.7,34.2,104.2,2757,161.9,793.2,1128,217.2,513.7,3045,10.6,308.1,326.2,170.0,445.6,4753,7.3,744.7,713.8,414.3,995.9,8120,11.0,928.0,876.5,260.5,737.2,6154,140.2,3543,3654,969.5,2118,9280,12.6,309.8,174.6,136.3,387.1,5731,8.7,767.2,656.1,401.5,1202,8858,9.7,796.5,339.9,255.1,711.2,6569,109.8,2894,2051,1210,2937,8473,30.3,524.3,334.2,45.8,122.3,3419,23.2,1212,992.6,127.9,377.6,6354,24.8,1164,634.8,132.4,377.6,7129,152.1,3459,2908,216.7,572.6,3564,408.5,2923,4267,851.0,1483,3459,364.7,6798,6960,1660,3194,8008,382.6,5965,4913,2030,3521,8120,365.4,6643,6027,843.6,1642,3771
2025-05-24,大村,8,3連単,11.9,134.3,136.8,88.7,62.2,1423,14.5,139.9,66.2,93.7,71.3,1243,12.1,126.7,66.0,44.5,56.0,1170,75.2,471.4,242.9,147.1,113.2,702.4,14.3,283.0,258.4,202.7,153.5,2566,10.4,797.6,720.1,674.8,440.9,4843,10.5,845.9,704.9,307.3,324.1,4656,54.2,2266,1831,828.4,664.4,3875,18.9,294.2,113.1,148.6,155.1,1937,15.7,854.3,497.6,648.6,530.1,3900,12.3,645.8,180.0,244.5,368.0,4416,54.9,1691,647.9,926.9,625.0,2622,16.9,270.0,142.1,54.9,91.6,1787,18.5,874.2,522.7,137.2,252.7,4142,18.4,687.2,271.2,205.6,311.2,4004,43.4,1516,604.8,164.7,264.0,1943,183.3,1396,911.4,430.8,238.2,798.7,158.3,3282,2988,1019,617.2,2461,145.1,2819,2241,1243,503.0,2114,114.4,2806,1479,477.8,482.4,1516
2025-05-24,大村,9,3連単,10.3,51.6,50.9,172.4,61.7,932.2,14.5,75.3,78.0,299.7,94.0,1311,8.1,40.1,45.8,108.3,102.6,1302,31.9,125.1,144.2,248.2,89.4,625.2,13.6,117.1,104.3,352.3,122.7,1469,24.3,447.0,325.4,996.6,278.1,2549,12.4,213.9,181.0,452.1,373.4,2909,46.7,521.7,446.7,871.4,252.4,1281,25.7,257.4,203.7,514.3,173.4,1879,41.9,718.7,383.8,981.7,322.8,2682,20.6,400.4,239.3,626.9,559.3,3083,54.0,951.9,487.2,1110,392.5,2199,12.8,99.0,86.2,116.7,159.6,1768,19.0,247.5,161.6,251.8,347.9,2945,25.5,366.8,231.9,459.3,577.7,3235,25.9,296.8,217.1,179.3,235.6,1210,108.0,503.5,499.7,509.2,180.2,648.9,178.9,1307,969.8,971.1,299.2,1110,160.6,1541,1152,1541,489.8,1781,94.9,632.4,605.3,471.6,395.1,955.7
2025-05-24,大村,10,3連単,10.1,28.7,53.8,37.8,647.4,428.8,6.9,17.7,42.4,68.5,1139,851.2,40.6,73.0,133.5,90.4,673.2,521.0,25.5,49.5,104.5,55.6,976.4,1473,15.7,73.1,78.3,49.6,937.5,584.5,14.9,79.5,87.1,113.5,1709,1306,59.8,278.2,308.0,138.8,792.9,494.1,46.0,198.8,215.9,80.3,1378,1931,12.3,38.4,66.5,103.6,1600,1386,21.3,83.2,89.8,135.4,2081,1665,48.6,145.9,196.4,277.2,1634,1484,28.1,78.0,142.4,169.3,2488,2951,125.4,385.2,499.5,135.3,604.5,550.9,171.3,713.5,641.0,154.2,604.5,472.4,170.4,414.4,581.4,326.3,1113,1133,204.4,570.8,709.5,135.1,593.9,1009,99.2,214.4,422.1,112.6,1383,2410,148.7,458.8,567.0,116.3,1481,2528,105.5,210.0,437.3,256.7,2186,3317,257.1,626.0,906.8,185.4,969.1,1406
