日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-04-21,唐津,1,3連単,7.4,52.6,96.4,147.2,166.9,532.7,13.5,82.1,97.8,183.7,160.3,697.2,14.1,71.1,80.7,138.0,232.2,846.9,27.3,109.6,141.0,173.3,186.3,639.8,8.5,167.9,213.6,365.4,296.2,978.7,10.3,357.0,494.8,874.9,660.6,2001,9.3,365.4,409.0,805.6,838.8,2402,20.6,493.0,623.2,800.7,710.3,2338,20.8,289.4,249.0,418.1,306.5,1164,17.8,555.1,716.1,989.6,770.4,1715,20.2,520.1,432.4,828.3,997.1,2220,31.5,629.1,580.7,953.9,791.1,1501,26.3,226.0,199.7,273.5,398.5,1206,25.1,475.2,509.1,606.0,947.1,2380,35.0,557.4,493.0,682.8,950.5,2131,42.2,542.6,479.5,383.5,672.3,1413,82.1,433.1,478.7,521.2,399.1,863.5,73.2,788.8,997.1,1044,838.8,1773,87.4,1028,986.0,1201,820.6,1554,90.1,1012,765.9,718.0,768.1,1383
2025-04-21,唐津,2,3連単,6.0,7.6,69.0,206.3,100.3,1391,10.0,10.6,157.6,580.8,203.4,2891,8.4,9.8,146.2,355.9,394.2,3025,73.5,75.7,425.1,925.9,380.9,2923,20.0,24.9,76.0,204.0,115.6,1734,50.8,45.9,107.9,420.3,223.1,3252,51.4,40.7,119.5,309.7,315.3,2431,220.8,177.2,373.3,831.3,359.3,2956,37.8,44.1,316.5,916.2,580.8,4410,85.0,74.0,229.2,655.4,488.1,3469,87.4,72.8,396.6,1239,1406,5536,364.4,294.3,1000,2282,1657,4818,33.7,39.0,286.8,532.1,670.6,4065,68.5,70.1,238.0,479.1,560.7,3717,113.7,94.1,538.7,1188,1453,4196,270.4,250.1,800.6,1088,1636,3942,396.0,394.2,1567,1927,631.5,2551,765.3,579.5,1244,1941,596.7,2431,932.6,786.1,2409,3883,2001,4065,509.2,670.6,1819,2262,2282,4265
2025-04-21,唐津,3,3連単,20.7,58.7,36.1,488.3,183.5,224.2,90.4,205.9,40.8,229.8,60.3,104.6,36.9,94.3,12.9,240.6,218.3,385.7,43.7,128.9,27.2,571.0,147.3,157.0,14.1,95.2,66.7,699.0,378.1,343.7,26.3,312.7,189.2,904.2,364.8,389.9,7.3,155.2,77.3,1048,834.6,1057,14.1,216.6,166.1,1426,756.2,583.0,179.5,560.8,77.8,219.4,67.9,133.8,93.6,616.2,203.0,601.3,210.0,319.9,131.9,845.9,71.1,232.3,170.9,412.5,236.5,1075,176.4,587.2,132.1,169.4,54.7,237.6,20.8,331.8,434.0,917.5,17.9,273.6,65.7,765.5,860.5,1821,96.9,802.4,51.5,346.6,350.0,914.1,46.9,567.1,41.5,635.0,701.0,1129,62.5,252.3,65.7,848.8,274.8,294.6,22.6,281.3,169.1,1394,605.7,789.7,118.2,777.4,188.7,843.1,233.0,246.8,38.1,413.8,69.1,978.6,631.8,863.5
2025-04-21,唐津,4,3連単,62.2,138.3,76.7,420.1,207.8,918.1,143.9,311.6,20.0,156.3,40.4,562.5,108.4,226.1,12.0,148.2,87.1,1006,219.3,402.7,34.0,258.1,82.6,603.2,50.3,212.9,171.1,724.5,408.3,1528,18.4,356.5,225.1,758.3,315.6,1687,12.9,236.4,161.0,820.1,524.2,2335,32.7,526.0,293.7,1237,457.6,1802,176.5,591.0,37.5,118.8,33.7,669.6,49.9,552.9,149.3,372.8,150.5,1737,61.4,677.4,17.8,62.4,34.4,592.2,116.3,973.2,40.3,112.6,32.0,308.6,128.9,443.0,15.8,137.9,131.5,1006,29.1,366.8,84.7,404.9,386.2,2281,59.9,703.5,14.4,74.9,66.7,766.3,74.5,682.1,16.5,105.9,101.7,555.0,388.2,884.7,111.3,406.6,98.2,671.2,135.8,1226,313.2,1110,287.9,1345,238.1,1640,78.2,305.4,60.7,282.9,180.0,1073,52.3,244.5,93.7,454.7
2025-04-21,唐津,5,3連単,3.6,21.2,55.2,228.4,523.7,494.7,8.3,39.5,94.7,342.9,768.9,802.1,12.5,66.8,124.7,362.5,1087,1547,13.3,49.2,122.3,371.4,1172,1312,6.1,78.0,87.1,337.2,786.4,687.8,16.5,250.7,275.3,907.6,1364,1528,21.6,353.5,384.4,1014,1749,1775,21.5,282.3,254.6,925.0,1801,1815,33.8,221.1,279.1,599.1,1031,1284,46.7,471.5,452.9,1213,1588,1737,77.3,778.8,496.7,997.7,1557,2874,83.6,614.3,546.2,1557,2277,2712,53.2,400.4,404.4,602.1,1387,2568,74.7,818.4,638.7,900.9,1931,3135,127.6,1195,647.3,1010,1665,3550,107.5,921.5,807.5,691.8,2277,2489,55.6,313.1,401.0,900.9,1509,2063,75.3,630.4,647.3,1251,1700,2136,169.5,890.9,985.4,2256,2414,3056,154.7,897.5,1014,1264,2438,2908
2025-04-21,唐津,6,3連単,49.5,66.2,74.7,297.7,1181,97.2,72.0,108.1,70.0,234.3,735.6,76.4,186.1,300.8,165.9,505.6,1091,130.6,53.0,65.1,36.9,151.3,820.2,401.4,44.1,58.3,64.4,256.5,1259,95.8,44.0,40.1,41.4,110.1,1157,41.2,109.4,136.7,129.7,355.2,1226,66.1,29.6,19.0,19.1,77.0,814.4,255.6,106.1,143.5,79.0,174.3,757.6,61.4,76.1,66.5,57.9,99.7,1070,34.2,310.6,289.3,123.7,225.5,814.4,34.0,75.8,58.2,21.4,49.8,504.5,153.9,426.2,726.2,312.8,611.3,1140,150.3,313.2,382.6,255.9,422.3,1163,82.9,518.2,496.8,230.1,350.8,915.8,55.3,374.4,291.6,130.0,203.4,548.1,234.3,69.5,61.5,31.5,114.7,730.9,614.6,49.1,27.9,18.7,70.7,800.1,380.0,82.5,45.5,17.2,52.0,492.5,314.5,274.4,186.6,72.2,148.3,514.7,364.2
2025-04-21,唐津,7,3連単,33.9,47.5,238.0,69.7,163.7,188.5,15.9,22.2,331.0,291.0,423.5,492.9,25.0,34.9,397.7,78.4,198.2,318.5,19.8,24.9,295.5,75.2,139.2,388.3,68.0,106.0,258.1,75.7,162.1,175.0,82.3,78.0,180.3,169.1,274.9,322.6,117.1,100.6,208.5,53.6,97.7,116.0,90.2,73.7,176.4,44.8,70.3,141.8,30.8,44.1,427.5,506.0,873.0,819.8,91.5,78.0,227.1,314.6,576.1,529.4,57.1,35.9,316.7,378.6,668.7,637.1,40.7,22.8,293.2,281.6,464.8,733.0,58.5,78.4,606.7,75.7,147.1,345.5,180.6,133.6,344.4,47.6,96.4,140.5,91.9,55.4,432.3,228.9,367.1,531.9,84.4,35.3,414.3,36.4,70.0,193.0,65.7,55.5,540.7,109.7,180.0,430.7,139.9,88.1,307.8,57.8,81.3,174.6,89.6,35.0,375.5,208.5,297.0,582.0,120.5,44.5,453.8,57.5,96.1,194.9
2025-04-21,唐津,8,3連単,14.9,16.7,47.4,70.7,804.2,515.8,15.0,20.6,56.6,85.5,990.1,938.2,111.1,131.7,217.0,262.7,1015,1186,39.9,41.7,83.4,103.8,990.1,2239,23.3,24.8,43.9,69.5,1005,398.0,30.7,13.8,22.2,52.2,895.6,252.2,141.1,105.0,141.5,192.0,821.0,299.9,65.0,25.0,37.9,60.1,961.1,1088,31.1,39.0,54.7,77.6,1201,970.6,48.4,25.0,27.8,49.9,821.0,319.8,201.4,130.7,117.7,188.0,716.5,490.1,87.1,37.9,47.2,71.3,1048,1728,269.1,353.7,383.3,387.1,1159,1088,306.9,284.3,297.6,295.8,920.7,394.0,455.0,286.8,268.4,329.4,860.4,606.2,435.9,254.9,252.6,319.3,1065,1576,155.2,121.2,157.3,205.8,2010,3031,165.5,74.4,85.8,110.7,1615,2402,223.1,82.8,105.8,142.1,1894,2463,460.3,274.4,258.5,408.7,1563,2345
2025-04-21,唐津,9,3連単,25.7,21.5,82.1,523.2,160.4,404.5,90.4,72.2,207.8,679.7,236.5,667.9,34.5,27.9,134.1,544.1,511.6,1457,58.6,51.1,175.9,764.9,201.7,582.3,38.1,22.1,60.2,481.8,113.7,313.2,108.0,25.0,51.3,190.9,51.8,166.3,64.7,8.9,23.5,204.7,165.9,446.6,119.4,15.3,35.8,248.4,52.5,150.2,203.1,127.4,284.0,609.9,238.9,833.7,250.8,59.7,104.5,235.0,80.6,230.1,339.8,81.4,144.3,307.4,265.5,934.6,318.8,89.8,156.4,330.1,119.7,340.3,76.6,39.2,156.1,588.3,689.8,1947,121.4,16.6,48.4,261.0,302.2,802.0,318.3,66.1,147.3,367.9,401.7,1448,142.7,22.9,71.5,269.5,286.5,1213,176.2,101.3,318.8,1130,173.1,351.1,295.2,46.8,93.2,447.4,68.6,138.6,614.8,137.3,274.6,606.7,112.6,234.8,251.4,43.1,120.5,500.6,281.3,636.7
2025-04-21,唐津,10,3連単,7.0,18.4,19.9,323.4,195.8,2205,21.2,50.0,32.5,309.8,207.2,3114,13.8,35.3,23.8,303.6,466.9,4316,75.1,143.5,133.9,941.1,628.1,2517,8.1,31.1,31.2,347.6,224.1,2324,17.8,52.1,56.1,282.8,191.8,2158,12.3,33.3,33.4,420.1,402.2,3248,75.3,196.1,203.1,1090,762.9,3214,52.3,170.5,81.2,269.9,242.2,3051,49.3,148.6,80.5,245.8,184.6,2538,73.0,197.3,80.8,374.8,369.7,4952,247.4,553.3,255.1,915.5,761.0,3923,42.9,97.0,60.6,386.3,644.1,5594,42.1,84.2,57.9,383.8,522.7,4509,94.0,190.4,100.0,478.0,678.9,5810,200.4,371.6,217.9,1007,1379,4952,360.0,843.9,641.4,1961,1198,2746,377.6,878.2,729.7,1888,1360,1974,609.1,1264,768.7,2582,1678,3472,415.5,974.5,629.4,1831,1842,3923
