日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-06-04,大村,1,3連単,6.4,72.5,190.5,206.6,141.9,120.4,7.2,56.6,279.3,515.3,198.5,197.7,9.8,67.2,289.8,234.8,262.1,270.2,10.3,67.4,202.9,324.4,185.8,188.2,12.3,196.4,293.0,339.4,249.1,241.2,28.6,348.4,563.1,657.0,455.7,400.7,25.9,395.1,631.9,513.6,411.7,535.4,21.4,367.1,485.9,672.4,425.5,452.4,20.3,161.7,637.1,730.0,721.6,360.4,47.9,462.4,784.4,1122,967.3,640.9,42.6,287.4,1010,1271,1460,814.8,43.8,289.8,852.3,817.0,825.5,605.3,26.5,216.7,564.1,423.3,540.0,640.9,43.6,598.4,938.5,499.7,541.8,914.1,63.9,357.5,1172,1227,1466,1261,39.3,390.7,713.4,733.4,906.2,997.9,22.0,188.3,333.3,612.3,335.1,296.6,30.6,434.3,502.9,840.9,509.4,458.3,53.0,363.7,673.8,1134,759.9,569.2,36.7,334.4,504.5,850.0,866.3,731.7
2025-06-04,大村,2,3連単,18.1,109.6,83.0,239.3,80.9,2187,29.7,145.9,41.2,116.5,34.3,2606,20.7,103.5,21.6,83.1,57.6,3293,243.6,556.0,236.7,510.5,177.4,2066,17.8,219.5,208.8,450.6,186.2,2881,9.0,465.3,362.8,606.7,282.7,4221,6.0,346.0,253.3,512.3,389.2,3367,121.6,1611,1254,1093,676.5,3610,40.5,324.7,86.6,168.9,56.7,2749,17.9,562.3,248.1,441.3,207.8,4343,16.5,444.6,60.6,136.7,96.9,3444,232.1,1469,388.2,723.9,309.6,2305,23.2,207.5,37.7,94.3,92.9,4105,9.4,378.4,150.9,270.4,287.6,3330,16.4,462.5,59.9,118.9,112.9,4682,109.8,1130,216.5,319.1,376.0,2606,573.0,1861,1101,1447,451.3,2066,512.3,3842,2140,1884,803.5,2909,609.1,2827,1933,2066,655.8,2518,447.9,2236,657.2,1040,736.3,2125
2025-06-04,大村,3,3連単,8.7,48.1,168.7,52.3,269.7,688.7,6.9,25.5,131.1,136.8,490.2,1003,17.2,55.6,216.1,67.0,265.6,706.4,18.6,63.8,252.5,102.4,276.2,1024,13.7,167.1,262.1,80.3,376.7,1171,16.7,143.9,221.3,181.7,846.5,2183,30.4,258.1,368.8,93.5,344.9,1033,39.6,281.3,416.3,143.8,461.9,1941,10.4,54.8,193.5,272.1,998.2,2343,22.0,115.6,196.7,300.9,1110,2668,25.8,74.6,244.4,341.0,1137,1731,30.9,120.5,244.9,348.1,1011,3313,56.7,205.6,586.7,96.3,309.6,1178,97.0,382.4,626.9,99.7,266.3,1052,63.9,157.5,566.8,291.8,753.5,1642,76.8,283.2,666.0,111.6,309.4,1281,65.6,298.8,807.4,224.2,561.8,1478,107.2,541.3,915.0,237.9,662.6,1608,76.7,344.0,700.0,482.2,1055,2055,150.3,596.7,1294,215.7,523.6,1147
2025-06-04,大村,4,3連単,16.0,99.2,303.4,73.8,3121,49.1,9.9,56.5,162.3,108.0,4391,65.5,327.8,690.1,1110,456.1,3073,31.2,13.7,58.4,157.1,32.4,2578,318.9,27.3,251.6,462.5,151.0,5400,113.8,18.2,345.3,546.6,380.2,6054,224.3,279.2,2028,2160,1244,6147,135.1,20.7,330.7,510.9,143.4,5791,777.4,10.1,122.3,247.1,235.1,5123,167.2,17.0,261.3,495.1,426.4,5876,267.1,203.6,1168,2049,1560,6550,175.5,8.2,138.8,232.3,208.0,5189,1210,572.4,2171,2059,1336,4593,42.6,592.8,3734,4162,1921,7010,84.1,618.5,2895,3805,1998,6445,104.6,435.7,2982,3666,935.8,3222,384.2,15.9,144.6,252.9,32.8,3879,769.9,20.8,331.8,477.4,69.5,4995,1014,10.7,177.6,281.8,104.6,5550,1218,187.6,1491,1949,305.2,3769,762.5
2025-06-04,大村,5,3連単,17.8,104.7,39.5,915.6,1433,26.8,85.4,355.4,70.4,696.4,1055,12.9,330.3,948.8,154.9,2067,2219,63.5,19.4,92.1,13.1,562.7,627.5,51.8,13.2,211.8,125.9,1070,2219,62.4,36.4,878.8,408.3,1994,3167,91.7,101.8,2111,890.7,3851,3571,295.3,5.8,245.5,119.9,1685,2297,250.2,153.2,835.7,229.5,776.3,1336,16.8,102.4,1510,473.2,1753,2146,49.9,440.8,2975,948.8,3386,3021,95.6,100.0,1183,158.2,751.0,965.1,85.6,554.8,1827,600.6,3445,3538,187.7,363.0,3928,1373,4910,4178,421.9,731.5,3741,1255,4178,4049,262.9,266.8,2690,425.1,2888,3093,477.3,16.5,181.1,16.9,642.9,584.5,92.9,7.7,270.1,48.7,1287,1378,211.8,48.6,773.2,73.3,762.7,808.2,135.3,75.5,1053,123.8,2518,1835,348.5
2025-06-04,大村,6,3連単,58.6,226.5,99.2,553.4,27.7,1152,113.3,446.0,89.2,280.4,10.7,1152,42.3,149.4,24.7,129.8,28.2,2720,358.6,704.2,216.8,766.5,44.5,1009,47.5,241.0,190.9,891.4,56.7,1599,49.4,484.7,296.4,891.4,49.4,1619,13.5,113.2,88.1,462.7,116.7,3609,189.6,565.5,430.5,1510,127.5,1749,173.1,752.1,164.6,322.3,12.0,1594,87.3,715.8,355.4,730.9,27.2,1785,44.8,406.3,69.9,150.2,24.8,3004,395.5,1031,406.0,794.6,41.5,1047,21.9,136.1,17.6,104.7,54.5,2936,10.8,101.4,36.8,231.2,128.5,3609,21.5,246.5,31.0,116.8,55.5,3511,71.6,322.7,54.8,271.8,126.2,1660,645.5,1749,574.2,1709,76.0,929.6,531.3,1246,640.0,2220,124.8,1519,735.0,2087,746.6,2030,78.0,910.1,338.3,1157,275.9,896.0,144.8,1219
2025-06-04,大村,7,3連単,11.1,88.9,100.5,36.2,781.8,178.5,8.6,68.8,64.4,65.6,1109,278.4,60.4,282.9,203.0,62.2,677.5,134.0,19.3,115.1,101.7,27.4,591.3,547.8,15.8,204.1,193.5,90.7,1092,374.1,12.5,274.6,277.1,261.7,2833,915.2,56.4,816.1,787.4,249.8,1848,508.9,22.8,405.4,430.7,109.5,1958,1777,9.0,144.2,120.0,137.4,1712,639.4,14.1,295.5,253.3,262.9,2459,1011,41.8,599.0,413.2,354.9,2416,806.7,11.4,239.8,211.3,171.6,2584,2098,144.7,799.8,635.1,87.5,656.7,178.4,155.1,1651,1388,165.8,981.1,360.6,110.9,1185,883.3,303.4,1476,557.7,135.6,1550,1139,87.7,675.0,729.7,41.8,340.6,340.2,38.8,1141,1208,54.4,690.9,637.3,70.8,1651,1898,33.2,459.8,443.4,139.6,2437,2416,138.2,1402,1094,90.2,1130,1263
2025-06-04,大村,8,3連単,6.7,46.8,62.2,1199,162.4,39.4,124.1,263.1,494.6,1662,221.8,49.7,20.8,82.5,101.4,1400,608.3,251.4,9.1,39.6,55.8,1100,164.9,69.0,8.0,96.7,122.8,1611,258.3,69.7,144.8,726.7,969.8,2552,443.3,127.8,17.7,230.2,249.7,2738,1094,471.6,9.3,120.0,138.9,1866,318.0,152.3,340.9,830.4,1395,2307,462.5,103.6,347.4,1582,2018,2816,619.2,155.2,391.5,1390,2003,2637,1557,691.7,291.1,918.0,1615,1983,491.2,202.8,42.1,207.6,268.3,2254,1113,655.6,40.3,338.7,410.0,2898,1254,826.9,234.9,887.2,1278,2806,1425,1137,48.2,260.5,250.1,2254,1193,864.9,12.2,82.1,102.6,1815,213.2,101.6,13.1,126.6,157.4,1870,274.5,138.5,112.6,558.5,808.3,2355,357.7,173.5,28.1,200.2,199.2,2747,846.4,366.2
2025-06-04,大村,9,3連単,8.5,117.8,97.9,233.7,119.9,254.7,14.8,170.2,87.1,234.2,147.9,272.3,11.6,138.0,73.9,155.7,162.2,407.4,24.5,225.9,103.4,213.6,110.7,281.3,10.2,274.9,242.1,508.7,263.6,746.9,11.3,819.6,605.9,948.3,721.6,1105,10.2,628.1,451.0,611.8,773.6,1390,19.0,654.8,544.4,739.1,543.3,1150,25.8,470.4,260.4,435.3,341.2,513.6,23.9,999.2,578.8,973.6,773.0,1041,23.8,852.4,479.9,737.6,925.2,1008,38.1,883.6,478.0,597.0,487.9,845.7,19.5,341.3,239.5,185.1,270.6,837.0,19.5,765.2,453.5,396.1,586.5,1523,32.7,996.4,563.5,517.3,824.0,1453,28.8,886.6,407.4,209.7,321.6,800.4,43.9,759.2,345.3,396.7,202.7,470.0,39.3,1139,690.6,780.4,443.8,1157,61.8,1406,741.2,897.1,503.4,963.8,45.8,1261,559.3,381.1,399.7,751.2
2025-06-04,大村,10,3連単,5.2,62.9,65.2,290.7,514.2,1002,7.9,82.2,67.7,270.2,423.8,650.5,22.6,142.6,108.7,422.5,732.7,1278,24.3,162.7,89.2,376.8,663.7,1602,6.1,183.5,195.0,610.3,978.9,1812,6.5,472.9,502.5,1097,1809,2733,17.4,728.8,723.1,1518,2042,2259,16.1,704.3,722.7,1242,1746,3314,13.5,309.9,244.3,508.8,733.2,815.3,14.9,726.4,568.9,1134,1640,2510,39.8,1127,653.9,1716,2340,2340,36.1,907.5,508.8,1202,1403,2774,56.7,645.9,411.5,735.6,1224,2042,47.8,1144,1005,1249,1925,2516,82.8,1496,910.5,1390,2158,3209,88.1,1743,856.9,1025,1672,3427,90.0,989.4,393.0,1026,1472,2802,70.1,1590,1008,1542,2154,3526,107.9,1654,906.7,1915,2057,3172,155.9,2350,1139,1721,2365,3375
