日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-04-25,大村,1,3連単,10.6,48.2,54.7,94.0,233.2,700.7,14.5,51.4,36.3,78.4,148.6,541.3,32.4,90.7,56.2,66.2,161.6,559.3,41.2,115.8,78.6,82.0,171.6,719.7,11.0,104.2,120.7,182.4,434.8,1020,8.1,111.7,158.3,232.6,532.0,1139,18.2,173.7,230.3,212.2,479.8,1085,28.3,255.0,287.0,229.8,589.5,1280,21.2,135.7,62.9,124.3,248.5,728.2,15.8,141.8,122.8,227.5,497.8,1132,25.2,242.1,103.8,197.7,394.2,716.9,34.4,278.3,121.0,196.0,460.7,1160,67.5,266.4,127.7,93.6,211.4,682.6,49.6,295.2,253.3,169.1,365.5,1098,55.8,318.5,182.2,192.2,368.4,832.7,88.7,436.9,219.7,112.8,251.6,742.7,121.9,457.3,252.2,153.3,305.4,855.7,111.1,535.1,411.7,288.3,503.2,1229,107.0,507.3,285.2,276.3,476.1,1079,161.0,680.1,342.6,184.5,369.9,736.8
2025-04-25,大村,2,3連単,7.7,23.8,24.1,95.0,370.7,1238,11.7,33.8,25.1,78.4,464.8,1306,18.3,41.2,41.1,95.7,608.7,2279,98.2,200.2,154.6,303.9,1347,2712,8.2,40.8,41.0,168.3,488.1,1382,8.5,88.8,71.2,233.4,749.2,1170,17.7,100.5,90.5,248.8,1177,2935,88.7,291.1,271.5,733.8,1913,3061,19.3,95.6,56.2,118.5,603.6,1831,17.3,152.8,88.1,194.8,782.0,1477,30.7,203.4,97.2,174.2,1127,2581,113.9,624.7,316.5,686.7,1879,2819,59.3,166.1,144.8,188.6,749.2,2712,64.6,284.5,223.6,299.6,1121,3512,85.6,399.7,237.5,300.1,1210,3694,304.8,647.3,560.9,479.3,1356,3348,417.7,793.6,481.5,733.8,2080,4120,348.9,892.8,591.9,1648,2354,3246,492.5,1635,805.5,1635,2354,3759,645.4,1082,790.7,833.7,2935,3826
2025-04-25,大村,3,3連単,13.3,18.8,125.2,97.6,458.2,67.0,15.8,21.7,146.1,197.4,838.5,126.6,44.6,55.3,248.9,161.6,573.5,121.8,13.6,13.4,106.6,84.3,410.9,218.9,31.7,51.8,128.6,124.2,563.2,69.6,40.6,76.7,196.6,168.3,705.6,111.6,93.3,149.2,399.5,201.2,663.0,97.1,36.0,43.0,117.0,77.4,439.9,192.1,32.9,56.3,213.6,323.5,1198,205.7,56.0,78.7,292.1,299.6,1280,202.5,84.1,117.7,470.9,578.9,1598,365.9,34.3,45.8,208.4,225.2,1449,697.7,128.5,208.6,434.8,195.3,556.5,168.4,186.6,286.7,615.0,219.9,443.0,129.4,184.7,243.1,809.4,510.8,1280,326.8,130.3,146.3,564.9,114.9,246.6,203.9,30.8,28.6,139.4,84.3,446.2,384.7,54.2,45.5,172.0,76.4,465.1,337.5,53.6,47.2,222.6,180.4,1005,554.8,117.8,96.1,451.6,90.3,291.2,262.6
2025-04-25,大村,4,3連単,16.5,112.3,97.1,556.8,45.1,251.6,55.6,260.8,158.0,599.0,31.7,242.5,14.2,91.8,43.0,422.9,137.9,659.4,31.2,147.1,66.4,536.0,24.0,111.9,16.3,208.2,204.2,799.7,103.0,441.5,43.1,861.6,652.2,1411,172.1,618.7,9.1,319.8,228.3,1062,335.6,1296,18.0,468.3,296.2,1459,106.1,385.0,105.9,737.0,388.5,866.5,63.8,414.7,92.0,1212,763.2,1534,183.0,810.5,79.0,1081,354.1,871.6,326.1,1170,96.8,1179,408.5,1029,65.9,334.4,17.7,176.7,61.3,387.5,297.7,1418,11.2,335.2,161.6,737.0,620.0,2147,55.8,746.1,233.8,707.5,511.3,2031,13.3,283.1,73.0,360.5,248.3,936.7,60.6,397.7,191.7,837.6,27.6,102.0,45.6,771.0,421.7,1452,56.6,223.0,124.9,1237,510.5,1418,51.7,190.3,34.1,429.5,146.3,666.7,135.3,473.5
2025-04-25,大村,5,3連単,18.1,176.8,85.3,183.2,639.1,146.0,26.0,211.8,41.1,136.1,312.2,73.0,50.0,384.3,56.5,216.2,508.6,81.6,22.7,188.4,26.8,70.4,263.3,163.0,17.8,310.0,180.7,352.3,1709,342.9,12.1,789.6,383.0,937.4,2115,609.6,21.9,1109,432.4,1103,2674,446.6,8.1,656.4,262.2,408.1,1424,917.6,31.3,381.0,77.6,192.6,368.1,112.5,21.6,970.8,297.1,666.5,1345,387.8,54.7,1467,150.2,436.7,781.1,186.1,14.9,534.8,64.7,166.2,382.3,263.8,111.1,835.0,145.4,406.2,793.9,124.2,54.5,1816,395.5,970.8,1937,344.0,108.1,2490,227.7,640.0,1037,230.7,52.8,1320,114.5,268.7,576.5,347.6,28.8,415.5,44.3,94.3,346.2,354.6,14.1,875.2,190.5,247.5,1018,873.5,21.3,649.6,66.7,179.7,435.0,422.3,40.1,1366,94.1,227.0,580.4,495.3
2025-04-25,大村,6,3連単,18.0,324.3,100.6,736.6,261.3,880.8,45.7,568.3,71.7,497.0,89.4,427.4,24.3,403.4,25.4,343.5,260.6,1033,45.9,614.1,46.2,534.5,86.4,278.4,13.3,500.5,276.2,1602,801.0,2281,11.9,1112,572.2,2357,1256,3193,4.6,763.9,374.7,1755,1854,4419,9.6,1151,466.5,2964,1495,3256,62.0,1591,224.4,754.6,148.6,604.4,30.5,2115,686.5,1706,716.3,1833,34.3,1701,232.9,857.9,600.7,1602,46.8,2487,316.5,978.3,222.4,652.2,32.7,803.6,65.4,561.2,625.0,2045,9.0,1272,300.9,1628,1819,3837,34.6,1926,203.0,942.8,1137,2079,13.3,1418,96.8,620.3,720.5,1761,94.1,1780,187.1,1112,155.3,322.9,35.7,2619,754.6,3322,686.5,1237,83.6,3960,485.3,1607,260.5,608.8,31.7,2190,197.6,970.6,538.0,1035
2025-04-25,大村,7,3連単,14.2,81.9,154.6,17.4,689.6,2376,6.1,29.3,80.2,25.2,918.5,4329,34.6,168.4,239.5,26.3,350.3,2338,148.5,523.0,719.1,116.8,1791,5084,21.8,238.6,300.5,48.8,1333,4011,11.4,297.4,367.1,117.1,2242,4602,45.4,792.0,812.7,128.7,1252,5397,173.8,1821,1392,435.4,3802,7949,4.8,66.5,118.9,81.6,1784,6831,6.6,188.2,245.5,141.9,2415,5205,14.6,314.1,319.3,221.4,1969,5267,67.6,907.1,847.3,733.6,4602,6726,93.2,642.0,872.7,56.0,371.1,2587,124.3,1263,1374,104.4,717.9,5084,66.4,760.4,963.0,168.7,1079,5534,415.2,3191,2470,183.3,1217,3705,582.2,1806,3191,469.6,2857,6158,608.1,2876,3057,805.2,3903,6158,443.8,3168,2934,969.4,3939,6158,991.4,4507,3705,567.8,2325,4048
2025-04-25,大村,8,3連単,10.0,246.0,96.2,436.9,175.1,2255,16.5,340.7,72.9,231.6,94.6,1514,17.4,405.4,53.0,210.6,173.6,2391,66.9,928.3,153.7,412.9,149.7,1118,7.6,522.5,308.1,1086,575.4,4939,6.8,1780,915.7,2240,1221,6634,6.0,1464,766.4,1381,1421,6976,33.5,2707,1319,2762,1269,6324,21.8,1237,245.0,418.0,177.1,2325,14.2,2325,780.5,1468,762.1,6042,18.3,2095,356.5,691.9,648.2,4423,54.3,4256,707.9,1139,534.9,3580,18.5,932.1,147.2,310.4,413.4,4452,11.4,1717,506.1,809.5,1070,7519,22.7,1906,378.0,656.4,876.6,5639,36.1,2773,415.4,511.5,795.2,3506,165.7,2696,651.3,1185,331.4,1404,107.9,3470,1748,3162,934.7,3698,170.3,5013,1389,2190,556.5,2633,115.1,3780,870.9,1326,959.9,2739
2025-04-25,大村,9,3連単,12.8,115.1,78.0,113.3,207.5,1187,19.8,147.0,31.5,81.0,110.0,939.0,22.7,209.1,33.3,54.6,134.3,1136,83.9,518.4,134.2,110.9,225.0,1339,11.0,291.9,226.5,311.3,577.7,2233,6.7,531.8,419.9,564.6,810.2,2754,7.6,552.1,416.7,373.4,799.9,4614,37.1,1201,816.8,669.3,1146,3870,23.3,444.3,74.7,142.2,190.8,1199,13.0,643.9,259.7,431.4,587.9,2338,15.9,763.1,102.3,179.9,338.2,1973,45.2,1511,270.6,377.2,628.8,2198,31.3,595.5,87.5,66.9,160.3,1508,18.4,844.5,278.7,155.3,375.8,3629,27.4,920.4,135.5,138.2,267.0,2150,64.0,1511,295.4,103.3,266.7,1863,279.2,2073,579.6,306.9,706.6,2025,198.6,2524,1287,626.0,1292,3807,203.5,3124,774.1,621.5,1109,2561,224.6,3255,759.0,290.8,774.1,2055
2025-04-25,大村,10,3連単,8.1,63.9,75.2,36.0,378.1,377.9,10.5,57.8,66.0,52.5,482.1,544.4,39.9,155.9,164.6,46.6,297.6,399.0,23.5,102.4,113.7,36.1,326.9,734.3,11.2,160.1,186.8,63.5,595.8,523.5,13.0,234.6,263.8,128.9,1051,951.6,43.2,538.5,629.2,101.3,670.5,599.4,24.5,371.1,392.2,71.4,740.6,1229,17.0,125.6,124.4,96.2,1092,1055,20.7,231.1,200.6,142.3,1711,1417,46.7,346.3,336.7,182.4,1242,996.7,29.1,229.2,217.8,126.6,1354,2031,77.9,520.7,620.8,44.7,249.1,373.7,104.5,848.2,873.8,63.7,344.2,442.7,99.2,723.6,732.8,126.7,587.2,635.6,92.0,625.3,755.9,36.8,227.2,465.9,66.7,358.4,413.2,50.7,546.1,1152,79.6,667.3,560.7,61.9,714.7,1330,84.0,463.7,449.9,117.0,848.2,1741,133.9,786.7,743.8,56.4,430.4,722.1
