日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-05-20,大村,1,3連単,37.7,211.1,75.9,79.9,2333,218.9,41.2,195.5,17.6,25.5,2049,98.0,349.0,1085,457.5,239.7,2533,57.7,69.4,308.0,25.2,17.9,2708,812.5,29.4,323.6,231.6,221.4,2677,656.3,7.8,405.5,298.2,362.5,3465,920.4,252.5,1602,1520,1196,3366,740.9,14.1,635.1,377.6,241.6,3625,2103,28.7,377.6,25.7,40.6,2181,142.8,8.6,508.9,145.2,190.4,3570,429.9,143.4,1581,503.4,513.3,2873,118.0,8.3,540.4,28.9,43.6,3465,1510,1160,2480,1160,790.7,2772,71.1,946.3,3272,1695,1550,3800,300.1,909.7,2805,1436,1038,2647,108.3,981.8,2982,1625,640.3,2265,618.4,66.8,707.6,56.6,24.1,3570,1885,27.3,1143,252.2,104.3,4062,2772,18.9,760.1,51.5,37.1,3740,2222,410.5,2945,935.0,233.7,2739,1885
2025-05-20,大村,2,3連単,8.5,14.9,42.4,45.0,388.4,1952,6.7,11.2,50.5,79.4,576.4,3056,40.6,61.8,164.2,159.4,442.4,2322,121.4,169.8,522.0,367.5,1216,3271,15.5,25.7,40.6,49.6,403.2,2978,18.8,22.0,38.6,61.5,626.1,2639,60.7,98.1,141.8,149.3,371.6,2299,214.8,310.5,423.8,301.6,1179,3097,13.6,23.7,59.0,96.9,844.6,3519,24.8,27.0,48.8,73.0,893.4,2903,57.7,84.4,144.5,253.3,759.1,3416,174.0,205.5,379.5,544.0,1746,3573,108.0,197.8,379.5,255.2,558.3,2798,162.8,281.2,377.7,239.2,478.9,2322,135.3,172.9,377.7,350.3,687.2,3182,426.2,795.5,971.9,422.3,890.0,2732,669.4,812.2,1814,959.8,2471,3871,1027,1027,1425,967.8,2552,3271,616.1,669.4,1683,1470,2445,4467,806.5,1283,2002,1001,2346,2978
2025-05-20,大村,3,3連単,22.5,20.1,163.1,66.7,75.9,2352,11.5,8.7,333.3,322.4,310.3,6175,13.7,9.9,370.9,96.8,152.5,4186,274.7,248.2,1992,791.7,711.8,6024,58.7,38.5,131.7,52.2,57.7,2600,117.6,30.8,116.4,108.9,156.5,3632,121.1,32.6,135.5,45.3,63.1,3166,695.8,415.8,1515,464.3,499.0,3686,31.5,14.4,551.3,523.3,662.2,5744,117.1,29.4,222.9,240.7,312.6,4117,52.7,11.3,419.3,399.0,631.7,4750,535.8,193.5,2573,2495,2111,6024,38.8,20.3,596.6,96.2,173.8,5489,127.9,37.0,290.6,53.3,82.2,3859,75.2,17.7,575.8,261.9,406.2,7057,626.9,223.5,2546,421.5,690.0,4333,1357,988.0,5255,2330,2205,6024,2906,1543,3250,1497,1625,4258,1803,908.1,5146,3479,2906,5146,2421,908.1,4333,1680,1900,4117
2025-05-20,大村,4,3連単,33.4,90.9,109.2,62.5,392.7,1790,25.7,71.3,43.9,31.6,207.7,1554,41.4,98.8,54.1,18.2,109.9,775.8,191.9,460.7,198.0,54.9,283.4,843.3,35.4,184.8,215.7,117.8,716.9,2346,15.0,173.3,165.4,155.8,766.4,2249,21.1,221.0,208.9,106.0,493.9,2249,117.7,646.9,551.5,232.9,886.9,2485,23.9,121.7,43.4,47.7,306.6,2171,14.0,161.2,110.5,124.1,673.5,2332,11.5,154.7,30.6,31.4,133.0,1040,46.0,401.1,99.8,92.7,460.2,1567,80.9,341.6,108.6,19.5,96.4,1015,52.2,402.3,252.0,60.1,252.5,1967,34.2,326.0,60.2,25.7,98.0,932.9,106.0,797.1,175.4,24.0,117.9,480.7,496.5,1184,613.3,127.3,490.0,906.0,461.9,1211,788.8,257.2,1026,1453,218.4,1166,357.1,170.5,621.4,1415,249.8,1325,445.5,75.3,251.7,455.2
2025-05-20,大村,5,3連単,19.2,15.9,23.9,351.4,373.1,581.1,50.2,36.6,55.7,406.1,413.1,728.0,54.2,45.2,57.4,686.5,819.2,1519,94.5,62.0,85.9,807.2,853.6,1531,21.3,12.8,17.3,274.4,328.6,416.6,47.7,13.5,19.0,175.9,161.9,200.5,50.3,14.5,18.2,356.9,421.2,601.9,95.7,24.2,28.4,360.6,418.5,646.3,141.6,85.4,83.4,323.7,319.4,538.1,149.9,45.6,42.1,155.7,166.6,215.6,264.6,101.0,65.8,320.4,396.5,615.4,353.3,123.6,79.3,352.3,419.8,639.9,139.0,111.5,91.2,790.6,1074,1837,165.7,55.6,41.9,432.5,635.6,1180,342.9,139.0,76.6,438.9,601.0,1096,382.7,135.4,77.8,609.5,955.1,1770,315.5,153.1,163.5,1180,964.6,1635,342.6,76.1,78.6,715.8,667.5,1077,635.6,192.1,162.6,693.9,667.5,1023,588.2,183.2,142.3,984.3,1115,1663
2025-05-20,大村,6,3連単,5.4,7.9,52.2,1428,496.4,55.7,74.3,107.3,391.8,2153,670.9,94.9,34.4,47.4,170.7,2413,1917,548.3,9.4,10.7,66.2,1757,565.3,279.2,12.5,21.5,51.1,1538,622.2,53.3,133.8,194.8,325.0,1288,740.7,65.4,48.0,78.2,155.4,2442,2048,459.0,21.7,20.6,47.3,1603,661.4,240.4,352.9,444.9,886.1,2373,815.5,156.3,444.0,460.5,853.7,1707,937.5,107.8,531.6,736.8,882.4,2658,3043,631.6,431.2,412.6,845.1,2359,1217,389.6,109.8,189.8,368.1,3500,2896,1597,131.0,197.1,355.3,3088,2937,1231,440.2,776.3,1346,3182,3206,1428,145.5,168.7,345.9,2675,2838,1750,28.3,26.2,101.9,2234,660.4,546.9,40.9,29.2,76.8,1990,733.0,537.1,262.6,226.3,477.3,2427,990.6,679.6,123.5,98.4,241.9,2896,2333,1549
2025-05-20,大村,7,3連単,6.5,17.3,9.4,179.4,488.8,3436,16.3,34.4,18.9,190.4,444.0,5320,34.6,68.1,29.4,380.5,920.6,5320,349.3,486.2,550.0,1515,2538,5646,5.6,24.4,17.0,231.2,622.4,4009,13.4,38.2,26.7,223.0,690.8,4649,24.8,68.8,47.9,442.6,1122,6080,422.0,879.7,669.0,1745,3313,6217,46.5,94.5,43.2,213.5,502.5,5478,45.4,82.3,40.0,208.0,595.6,4649,120.0,186.0,71.6,397.2,844.7,4984,633.8,1113,662.6,1888,4289,6434,102.0,207.1,86.3,444.8,1205,6217,93.4,226.5,92.9,469.7,1182,7377,179.6,333.1,124.4,497.6,1164,8137,783.7,1734,937.8,1379,3640,4811,1070,2012,1796,2974,4426,5949,1376,2549,2026,4098,4729,5824,1386,2823,1637,3713,4811,6217,1383,2622,1826,3274,4356,5030
2025-05-20,大村,8,3連単,35.6,84.1,158.9,321.7,776.8,21.5,57.4,116.3,190.0,337.4,713.1,28.9,113.8,259.8,372.2,451.8,757.7,53.1,20.7,43.4,74.4,110.2,217.1,78.3,49.2,116.8,158.7,358.0,1073,36.2,62.2,121.6,181.8,338.0,1342,28.5,118.7,321.8,393.1,541.6,1274,42.1,23.7,47.0,66.5,115.2,412.2,96.6,88.9,171.8,281.7,513.3,1092,50.8,89.4,144.3,228.8,386.4,1446,37.7,154.9,284.4,376.5,694.1,1230,57.9,38.5,56.5,84.9,144.1,427.6,129.0,176.7,547.3,751.0,551.8,890.0,76.5,179.0,466.1,739.5,618.2,1130,53.8,198.0,511.8,689.2,665.5,1016,68.3,65.2,174.6,244.4,168.5,258.6,93.4,16.7,36.9,55.2,98.1,230.9,129.5,18.4,31.2,46.0,76.5,272.9,146.9,28.3,41.6,60.3,91.3,280.3,157.9,46.2,96.0,137.4,115.2,211.8,123.7
2025-05-20,大村,9,3連単,17.9,84.8,82.9,189.8,39.6,2399,31.1,116.7,64.6,149.7,29.3,2638,13.9,61.0,37.3,71.2,35.2,3179,297.1,628.3,519.5,603.3,158.5,1892,18.2,141.0,174.6,342.4,85.5,3675,18.3,142.8,197.3,318.9,129.2,3675,9.2,95.6,117.4,237.7,151.8,3675,195.6,845.6,982.8,1209,423.6,3195,41.1,215.8,108.1,233.2,62.2,3740,30.3,196.9,204.6,349.4,119.7,3830,17.6,148.5,71.1,132.7,86.3,3552,285.3,1015,772.7,1123,369.5,3329,13.9,99.8,48.5,64.8,62.6,4239,10.1,101.4,98.1,140.3,143.9,3740,14.3,136.7,62.7,92.5,87.9,3949,120.0,627.1,411.6,361.3,339.3,2930,666.5,1981,1525,1435,374.7,1927,573.4,1827,1987,1870,584.4,2944,708.9,2279,2038,2071,541.2,3028,425.6,1651,1239,1292,641.7,3013
2025-05-20,大村,10,3連単,14.2,104.8,111.1,24.2,354.1,1280,8.1,55.1,54.0,29.8,468.5,1711,38.2,192.3,153.7,25.4,212.6,1051,70.1,319.3,251.1,47.3,431.0,1736,16.9,255.2,256.0,58.1,673.7,1975,9.7,310.0,261.4,137.6,1411,3278,37.0,813.1,742.1,108.1,764.6,2320,66.4,1282,1053,180.9,1216,3497,7.8,104.1,72.2,62.9,831.6,2687,9.5,247.9,159.8,128.3,1620,3234,16.8,353.3,171.6,128.9,1031,2420,35.7,551.2,274.1,243.0,1918,4016,74.3,550.4,389.8,34.8,202.6,1177,87.3,1198,858.9,69.0,410.2,1918,58.3,729.5,432.0,114.2,566.2,1991,133.4,1473,780.9,57.6,291.8,975.9,205.6,1129,876.4,123.9,864.0,2082,250.4,2150,1676,244.7,1491,3497,157.4,1532,1015,339.0,1711,3691,243.6,2404,1488,139.9,630.7,1070
