日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-04-18,大村,1,3連単,7.3,17.7,69.2,61.7,163.2,654.1,7.6,15.2,65.7,100.3,333.4,1546,22.2,33.4,134.9,80.3,209.9,784.9,53.2,74.8,251.3,121.0,358.0,1308,13.0,52.6,86.9,82.6,263.0,971.8,15.3,62.2,99.0,120.1,468.1,1457,35.6,132.7,229.3,127.8,301.9,981.2,91.0,321.9,461.7,171.5,557.6,1889,15.9,46.5,122.5,180.2,596.7,1822,25.8,73.7,129.5,181.2,551.6,1759,37.0,123.6,167.5,223.7,566.9,1437,69.3,247.0,271.4,363.1,944.8,1855,54.8,150.5,298.3,87.2,236.2,1000,79.7,260.3,337.9,109.6,291.5,1109,72.0,202.0,298.3,167.8,403.3,1379,166.4,497.7,531.4,89.4,272.1,850.3,232.4,485.9,953.7,238.9,675.8,1569,294.9,816.3,872.1,293.2,809.8,1822,234.5,573.2,718.6,426.9,1214,1619,385.0,816.3,1085,213.9,492.9,895.1
2025-04-18,大村,2,3連単,8.3,21.1,35.6,168.9,169.9,354.7,18.6,41.9,62.2,195.9,308.2,495.8,18.1,35.5,58.5,217.2,320.4,842.7,18.0,32.3,44.7,168.7,210.3,470.3,10.9,42.1,53.1,204.7,214.4,457.0,20.9,94.2,104.0,228.8,312.8,461.3,24.6,61.9,92.9,283.6,328.3,775.5,22.8,59.0,61.5,198.0,215.0,397.2,42.3,119.2,111.4,269.4,436.5,671.8,49.7,154.2,128.0,267.0,359.0,612.5,91.9,208.8,149.8,360.8,604.9,928.6,83.5,151.0,126.4,278.7,499.2,916.9,54.8,117.9,146.0,239.3,597.5,1048,67.4,121.1,150.6,254.8,560.7,998.5,127.8,241.7,202.4,331.3,700.9,946.7,87.3,145.3,146.9,205.3,537.9,922.7,69.3,116.2,134.2,273.5,439.1,552.2,86.9,173.9,121.1,293.9,346.3,433.9,169.9,274.5,192.5,391.9,597.5,809.9,116.6,184.7,195.6,326.1,690.9,1079
2025-04-18,大村,3,3連単,63.7,207.1,120.7,275.4,330.5,230.8,88.6,271.8,38.8,93.4,75.0,57.1,95.4,367.6,27.5,147.5,131.4,86.4,76.3,240.5,21.1,101.8,83.5,93.9,48.6,350.6,294.9,475.5,613.7,376.8,20.4,515.2,352.1,464.9,591.9,414.2,13.5,602.6,393.7,615.9,751.9,501.2,11.7,496.8,315.5,474.2,579.6,556.4,94.0,550.9,72.8,112.4,88.4,71.2,43.9,652.0,264.9,331.2,388.2,292.8,64.8,948.4,86.0,133.6,138.3,75.9,50.1,615.9,47.3,86.9,66.6,81.0,117.3,652.0,46.7,208.6,201.8,129.7,25.7,748.5,229.2,563.9,704.3,436.9,58.6,993.6,78.2,210.5,192.9,91.6,30.3,818.2,33.6,166.2,153.0,157.7,69.8,414.2,34.7,131.3,90.2,122.6,21.6,583.6,188.4,401.2,279.1,349.9,44.0,704.3,41.4,103.8,71.8,89.7,32.2,745.2,38.7,160.6,105.3,126.0
2025-04-18,大村,4,3連単,16.9,49.1,56.9,216.9,451.6,20.4,28.8,73.2,98.4,327.2,576.0,35.2,64.1,149.2,85.5,485.8,916.2,50.8,9.2,29.4,47.8,234.0,445.3,144.9,28.9,75.1,78.5,226.8,524.2,35.2,56.8,104.5,140.6,274.8,734.3,67.1,109.6,159.9,143.5,522.8,981.6,74.1,27.3,86.2,85.5,250.8,485.8,193.3,66.2,131.6,150.0,297.8,493.3,61.4,106.3,149.8,147.4,276.4,559.3,70.5,216.4,294.2,153.9,366.4,815.2,99.5,78.9,153.6,134.1,262.4,487.1,161.8,185.0,363.7,84.5,632.9,1249,169.6,229.3,387.9,107.3,684.7,1145,167.0,378.7,537.4,153.5,635.0,1210,194.3,200.0,349.1,84.4,661.1,1217,427.5,8.5,43.1,57.9,272.5,453.7,366.4,19.1,72.0,68.3,271.7,469.2,381.0,39.2,113.3,126.0,315.4,661.1,370.7,66.8,161.6,98.8,560.9,1007,593.8
2025-04-18,大村,5,3連単,6.4,37.9,150.6,122.2,118.6,188.3,11.2,58.2,287.9,246.5,174.3,464.6,7.9,36.2,174.4,233.9,260.2,314.3,14.2,53.2,265.9,119.0,180.0,416.4,13.1,120.7,245.8,232.1,203.3,272.4,25.0,330.7,669.6,567.0,397.8,719.3,17.1,253.8,499.9,547.2,561.2,622.7,31.5,291.8,545.4,296.0,422.3,747.0,20.9,194.5,777.0,610.0,380.8,946.6,38.9,393.1,1139,1160,603.3,1105,38.7,358.4,762.6,1101,834.0,1339,29.7,308.7,1198,829.8,782.5,1518,17.4,131.1,406.7,428.4,447.0,381.3,27.1,250.5,622.7,607.8,645.9,550.0,44.5,426.7,930.6,910.0,864.7,1094,40.5,301.4,793.8,445.8,471.9,851.2,46.9,189.3,871.5,166.2,371.0,629.9,69.4,365.6,1066,236.1,540.0,849.1,63.7,364.8,1504,542.7,819.5,1168,81.1,371.4,1272,456.9,622.7,960.4
2025-04-18,大村,6,3連単,31.9,64.9,343.7,109.5,62.1,166.0,13.6,25.4,421.0,381.6,271.9,674.4,11.4,17.8,416.1,91.3,107.1,512.0,14.8,23.4,471.3,150.9,68.4,264.4,71.2,201.5,472.2,135.3,78.7,188.0,97.2,264.4,544.5,423.2,237.9,565.5,103.4,187.1,439.6,79.0,70.1,278.6,116.8,186.1,503.7,119.5,50.0,142.7,24.4,62.3,751.8,608.4,687.4,1179,101.2,224.5,719.2,592.5,493.7,949.8,29.1,38.0,639.7,564.2,777.6,1323,55.8,67.1,1024,867.0,405.3,1213,22.0,39.2,625.2,94.7,134.4,699.0,102.0,150.3,539.8,72.8,81.2,335.8,42.6,39.2,843.5,339.0,381.0,1110,37.4,32.3,634.8,66.6,76.5,299.4,37.5,79.5,758.7,241.1,101.2,256.2,181.7,246.6,625.2,164.2,59.9,130.6,86.0,110.7,1126,599.6,297.6,693.1,69.2,64.2,879.3,119.0,106.1,221.9
2025-04-18,大村,7,3連単,12.6,123.7,50.9,140.7,800.3,280.2,21.9,189.4,32.8,96.2,737.7,135.7,84.9,371.2,128.6,150.1,663.0,309.9,16.6,152.8,25.3,65.0,563.5,824.7,9.5,243.5,197.7,348.6,1603,590.6,6.9,552.0,380.2,512.3,1836,727.1,47.1,895.7,647.1,694.8,2059,928.5,5.9,347.1,223.1,321.5,1389,1734,27.2,474.0,105.1,177.7,1114,177.9,16.3,751.4,249.0,381.0,1803,608.3,71.4,1326,255.5,427.5,1433,415.3,15.1,546.1,109.7,169.5,1380,1361,202.2,1348,462.6,220.0,723.3,393.9,158.6,1779,954.7,461.6,1237,694.8,170.8,1950,616.6,398.9,1229,502.8,117.2,1449,477.9,196.7,639.0,977.7,35.7,497.2,71.8,107.2,1099,1548,20.8,600.2,208.7,219.5,1313,1844,35.0,778.8,146.6,173.1,1480,1979,127.0,1357,360.6,200.3,939.2,1313
2025-04-18,大村,8,3連単,47.3,148.9,162.3,194.7,346.4,125.5,65.7,178.3,64.1,89.2,199.8,60.6,110.6,248.7,94.7,92.7,180.6,80.6,48.6,156.1,48.2,65.7,131.4,112.5,41.6,192.8,276.2,377.7,509.3,226.0,14.9,213.9,300.5,388.6,528.8,252.7,28.2,252.4,357.5,359.2,516.0,270.6,12.3,178.4,234.2,233.7,270.3,268.6,56.2,310.0,83.0,107.6,232.8,88.2,20.9,271.3,195.1,239.3,431.5,225.4,29.7,320.0,76.0,111.6,209.1,101.5,16.4,235.5,48.8,70.1,156.3,171.4,124.2,431.1,155.2,112.6,181.4,115.3,53.6,349.8,309.4,234.2,392.5,222.3,54.1,397.2,126.8,120.5,199.2,100.8,42.3,251.8,101.0,66.2,112.5,144.0,52.8,234.0,72.0,77.8,130.1,163.5,18.0,233.3,175.7,161.9,190.0,237.7,24.7,234.5,67.8,78.0,147.4,183.1,37.3,231.5,105.0,75.0,121.0,166.5
2025-04-18,大村,9,3連単,21.4,66.5,28.0,193.1,277.8,1451,36.6,111.3,9.6,64.1,124.9,683.9,71.4,181.7,17.1,156.2,253.2,1554,154.0,300.6,43.4,239.4,303.1,1788,11.4,118.8,90.5,343.2,580.2,2261,6.0,171.4,100.5,335.2,599.3,1541,12.5,312.6,153.3,660.0,936.9,2682,39.7,496.0,224.1,676.3,980.5,2735,37.9,261.4,19.1,64.5,135.6,770.6,15.3,263.6,61.6,189.1,338.8,1643,40.9,617.5,28.7,108.7,236.4,905.9,89.9,849.6,52.6,158.8,281.9,1290,103.6,538.5,43.1,274.1,444.1,1954,38.9,582.7,127.1,556.6,891.1,2270,78.2,951.6,51.9,233.8,352.5,1221,182.8,1254,94.4,373.2,638.4,1799,431.5,1114,180.7,651.3,535.9,1638,216.4,1199,342.4,1044,882.5,2399,374.0,1576,186.9,501.5,502.9,1272,382.3,1836,211.8,728.5,773.9,1817
2025-04-18,大村,10,3連単,8.3,46.9,46.4,194.6,215.4,808.0,14.9,92.0,37.0,131.5,100.1,518.6,16.0,95.0,28.1,108.1,195.6,1117,48.7,183.4,74.2,207.0,231.8,636.7,8.9,111.9,123.3,427.6,404.5,1421,11.3,278.7,223.0,508.2,434.6,1324,9.1,222.5,172.2,544.7,932.1,1784,27.2,337.4,302.1,649.6,698.2,2043,26.2,289.7,72.9,172.6,164.7,614.8,23.3,443.2,172.9,388.2,364.8,1256,30.2,581.2,85.2,227.7,337.1,1269,56.6,733.7,166.0,379.0,285.1,549.6,38.2,258.5,68.2,144.3,281.7,1494,26.2,340.5,174.3,319.3,614.8,1833,52.5,651.7,118.0,230.7,400.5,1671,63.0,652.4,118.7,188.9,386.0,1109,157.5,757.5,284.7,470.3,420.2,721.5,102.9,855.8,556.2,721.5,842.7,1517,176.1,1342,473.7,658.1,425.8,601.9,146.6,1230,264.1,407.2,649.6,960.1
