日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-06-02,大村,1,3連単,20.2,98.0,16.3,114.9,1000,1916,37.7,154.8,6.4,50.4,474.7,2162,107.7,369.9,16.9,113.1,649.0,2318,278.5,765.5,74.1,281.9,1203,2285,11.5,136.6,55.2,237.5,1461,2352,5.5,151.2,60.5,183.5,1142,3333,15.4,366.5,139.8,406.6,1461,2758,83.1,1216,378.6,812.1,2831,3368,38.1,306.5,12.1,44.0,443.8,2370,16.3,214.4,39.1,81.1,886.4,3200,51.8,831.1,24.1,72.7,375.5,1684,202.6,1649,79.4,198.6,1245,2580,208.6,1081,77.7,173.4,591.4,2253,90.2,714.2,166.9,308.2,1159,2237,144.0,1269,68.8,144.8,437.1,1963,489.2,2519,246.9,306.2,1447,2935,608.3,2807,433.6,749.4,1495,2601,451.9,3678,774.8,1235,2442,3333,650.4,2831,347.8,688.1,1767,2857,792.0,3404,508.7,749.4,2000,2807
2025-06-02,大村,2,3連単,6.2,32.3,227.2,26.8,1061,287.3,4.2,15.8,222.8,86.2,1736,748.3,83.4,135.8,1061,172.3,1011,281.0,18.1,47.3,428.3,42.7,1389,951.0,18.7,162.2,350.7,37.4,1371,375.9,22.6,209.8,507.2,145.3,2731,1192,240.2,907.7,2061,235.3,1170,295.0,55.7,419.3,977.1,65.1,1984,1320,8.2,37.0,427.7,271.2,2662,1283,20.1,114.7,551.8,387.3,3328,1681,118.9,230.2,2332,1395,2619,1273,23.2,59.9,956.7,465.1,3672,4149,368.1,775.5,2904,354.2,1101,272.8,557.6,1389,3550,393.5,1040,242.8,425.4,631.5,3631,928.8,1997,843.1,437.1,1125,4699,341.7,1309,748.3,53.5,204.9,1157,66.0,1960,1948,113.3,522.9,1581,72.3,2332,1984,59.0,168.0,1459,278.3,3363,3550,361.8,854.3,3994,252.4,1558,1166
2025-06-02,大村,3,3連単,18.7,215.8,101.5,287.5,361.2,254.5,31.5,277.5,54.9,137.6,189.4,149.8,29.2,307.5,45.5,120.0,261.0,216.2,29.5,278.8,40.5,88.0,111.2,121.7,16.6,435.6,303.0,666.4,823.6,773.4,10.9,1195,741.3,1372,1549,1213,8.8,1331,770.9,1376,1758,1305,7.5,1396,731.1,1018,1020,1271,37.3,699.3,129.0,271.0,351.9,365.0,18.2,1226,501.9,1095,1186,1264,25.5,1667,219.4,527.7,1029,1082,18.6,1320,180.2,361.4,450.7,575.6,47.3,904.0,130.3,246.4,568.2,616.1,20.1,1579,510.4,999.7,1579,1316,42.7,1982,330.7,672.0,1183,1323,20.6,1388,164.9,254.9,538.9,740.1,55.1,928.4,119.0,216.1,178.5,197.8,18.8,1804,564.8,933.8,756.4,1023,38.3,1982,358.5,575.6,417.1,543.8,23.3,1644,217.7,314.1,515.3,591.2
2025-06-02,大村,4,3連単,9.8,9.0,44.5,73.8,537.0,853.6,15.9,12.4,51.8,103.9,734.5,1342,44.7,37.8,106.5,165.9,814.1,1810,179.9,200.7,410.3,951.8,1412,1894,15.9,13.5,35.5,67.6,525.2,965.4,25.6,9.8,26.2,48.4,462.8,887.2,53.3,35.7,55.8,97.3,495.0,1132,223.0,159.8,288.5,575.1,1885,1696,37.7,29.2,68.1,105.2,743.9,1740,48.4,19.5,42.1,63.5,481.5,1110,129.2,57.5,101.2,182.5,649.7,1762,472.5,243.5,448.5,917.3,1267,2739,179.7,138.0,246.6,252.6,936.4,2399,206.9,131.4,167.6,152.2,583.4,1236,297.4,152.7,226.3,287.5,853.6,2111,981.7,619.9,929.9,991.3,2252,3025,590.2,629.6,1145,1668,3167,3118,815.8,618.0,936.4,1189,3350,3243,1307,742.6,1263,1648,3620,3652,1596,947.3,1778,1621,3071,3269
2025-06-02,大村,5,3連単,14.1,19.8,66.3,433.7,58.4,737.7,46.3,69.4,123.8,573.9,68.7,1160,15.3,14.9,51.0,329.5,134.2,1661,45.9,73.9,108.9,511.4,62.1,701.7,20.7,30.0,71.6,584.2,60.3,897.7,54.7,51.7,94.7,653.8,67.9,1080,22.7,16.3,37.3,508.2,218.4,1822,51.6,52.9,96.1,822.2,75.2,529.7,104.2,173.9,272.8,823.6,126.4,1628,114.8,122.8,227.5,875.2,107.7,1268,94.6,103.1,192.7,642.6,302.6,2698,157.3,205.6,354.9,937.4,153.8,1185,23.9,23.0,80.1,383.0,297.0,2479,30.7,21.6,59.1,494.3,346.6,2026,67.9,81.7,150.5,597.0,429.5,3052,47.8,39.6,108.8,396.4,264.8,2009,136.0,274.6,402.9,1026,147.7,754.8,167.9,192.7,373.3,1356,127.1,491.8,280.5,396.1,660.0,1457,217.7,942.8,126.6,131.1,295.4,764.3,305.6,1440
2025-06-02,大村,6,3連単,24.0,69.0,144.1,585.7,508.5,11.5,69.4,153.2,217.7,634.6,677.2,9.9,145.0,217.8,401.2,760.6,900.2,30.8,11.2,30.9,57.2,373.3,337.1,79.9,38.1,158.4,212.9,817.5,654.4,28.4,86.8,354.8,425.3,1093,1019,40.6,188.8,612.4,749.8,1709,1356,100.0,19.9,132.7,196.6,663.5,722.9,206.1,170.7,449.7,271.6,723.9,1021,28.8,190.5,546.1,432.7,984.7,1190,44.1,401.5,1033,581.2,1131,1171,79.5,99.8,338.1,306.2,597.7,933.9,182.9,357.7,666.0,770.7,1141,1153,116.4,395.8,1025,1121,1512,1363,156.3,624.8,1192,1053,1302,1206,157.4,213.1,726.9,781.0,937.2,1079,379.2,6.5,40.9,60.1,394.0,365.7,221.4,6.7,68.9,135.5,563.7,646.3,444.4,27.5,143.3,189.6,580.6,701.6,398.8,65.2,286.0,426.0,833.1,916.0,517.1
2025-06-02,大村,7,3連単,8.5,102.2,195.2,80.2,1258,308.0,6.0,74.7,130.6,110.0,1273,433.8,44.9,294.5,421.7,172.7,1024,284.9,16.7,138.4,236.5,75.1,943.8,738.3,12.7,307.1,391.9,199.9,2187,608.6,9.3,656.5,956.6,590.5,3338,1622,41.9,1593,2019,1027,3139,1183,18.6,1434,1638,486.0,3687,2882,6.7,195.8,356.9,381.8,2149,1181,9.4,564.2,909.9,835.6,3645,2059,30.1,1208,1381,1265,2818,1704,10.7,540.6,726.5,693.1,3034,3775,121.5,1418,1454,373.3,1361,522.0,130.6,2922,2710,788.8,2487,956.6,108.4,2430,2135,1005,2687,1397,86.6,2557,2093,398.8,1495,1664,37.1,545.8,949.4,219.7,1893,2202,41.7,1643,2357,496.2,3820,3624,28.2,821.5,1355,695.4,3409,4374,101.4,1660,2402,536.5,2121,2588
2025-06-02,大村,8,3連単,15.0,59.9,105.9,50.4,1175,124.9,11.5,47.6,61.1,57.5,1349,120.4,215.8,431.8,509.6,246.9,954.7,64.9,19.4,62.2,75.5,27.5,1115,613.4,17.3,128.3,161.8,95.4,1909,254.6,10.7,208.0,263.4,246.2,2163,545.2,153.1,899.8,1224,659.2,1801,274.0,15.7,249.1,274.5,129.0,2388,1441,12.7,94.0,91.1,107.1,1936,212.9,13.3,188.0,207.6,246.7,2130,507.1,112.7,705.2,630.2,704.6,1849,236.5,9.2,135.6,99.3,116.3,2204,1466,515.3,1493,1395,627.8,1336,73.1,478.4,1805,1730,956.9,1578,158.7,376.8,1517,1381,1050,1730,158.3,425.2,1982,1641,497.1,1229,482.3,32.4,197.5,142.1,34.3,1752,1374,28.5,378.5,295.9,75.4,2251,1922,20.3,238.9,152.6,81.0,2437,2036,229.2,1347,937.4,222.2,1390,1067
2025-06-02,大村,9,3連単,11.8,18.4,81.9,186.1,1341,42.9,18.2,24.0,86.4,250.2,1663,112.3,83.8,91.8,219.6,415.3,1819,110.3,8.1,10.7,101.0,203.7,1788,365.7,28.7,48.0,96.5,199.9,1585,43.5,60.0,71.3,91.5,239.1,1858,73.3,172.9,211.4,259.7,474.7,1732,75.1,46.6,41.7,96.7,187.4,1876,241.9,46.4,75.3,91.9,228.4,1445,187.3,88.8,104.3,84.9,204.6,2133,135.7,173.4,246.3,143.5,317.9,1680,199.9,64.2,64.1,106.9,229.0,2447,601.3,247.8,415.2,372.0,643.7,2133,215.5,376.0,575.1,386.9,602.1,1723,157.7,427.1,550.1,302.8,631.3,1631,280.3,362.2,426.7,596.4,778.9,2138,538.6,16.3,18.6,182.0,311.7,2379,1092,37.2,29.8,151.7,231.8,2110,942.9,41.5,34.1,161.3,351.5,2768,1317,173.6,125.2,481.0,652.6,2587,1014
2025-06-02,大村,10,3連単,12.7,59.6,123.9,29.9,161.3,658.1,9.6,37.0,87.8,47.3,256.6,1145,30.2,77.2,176.7,27.7,107.0,660.6,60.1,132.0,280.0,48.8,191.3,1062,21.7,134.5,187.1,55.2,264.1,920.6,16.1,168.3,233.2,115.3,657.7,1493,37.3,317.7,463.3,68.4,277.6,872.0,63.8,435.3,616.9,110.5,446.3,1682,10.9,71.7,144.5,104.4,525.7,1597,17.0,137.1,206.2,170.1,832.1,1866,18.6,143.9,223.8,137.9,468.1,1533,34.0,196.5,324.3,220.9,997.6,2236,50.0,214.2,422.4,27.7,93.0,701.6,73.7,448.9,676.8,39.7,129.8,655.7,43.6,258.5,432.6,83.2,227.4,1063,86.4,500.4,935.0,38.3,115.1,670.0,166.2,541.3,744.9,102.8,464.9,1274,238.0,1020,1248,136.8,534.6,1580,138.4,557.9,967.9,228.0,893.0,1876,204.1,893.0,1348,96.0,347.9,799.9
