日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-03-04,福岡,1,3連単,9.7,52.7,46.9,199.4,2204,40.1,23.3,88.2,40.1,151.4,1397,44.9,155.4,532.2,244.9,707.5,2566,71.7,10.2,54.4,33.7,141.0,1772,373.7,13.2,76.9,83.1,287.5,3070,85.3,19.3,114.2,108.4,318.3,3581,138.3,155.3,674.2,582.8,1193,3243,204.1,13.5,119.1,114.0,338.4,4193,818.7,39.3,168.2,44.7,126.4,1591,74.1,34.6,173.8,77.6,228.6,4093,130.8,361.9,1081,225.3,554.6,2491,105.7,34.3,206.8,57.7,146.9,4524,682.2,634.4,1562,599.0,1386,2566,175.9,505.6,1577,976.8,1931,3820,304.2,934.3,2096,690.4,1375,3508,203.2,634.4,2262,993.8,1312,3820,939.4,9.7,90.8,54.4,215.1,2387,1245,11.9,149.2,117.6,399.8,4524,2046,23.6,221.8,79.0,262.4,4912,1868,210.9,1177,443.1,1041,3998,1482
2025-03-04,福岡,2,3連単,9.3,26.4,60.4,264.4,982.5,27.1,21.9,53.8,139.3,370.6,1030,55.1,57.4,132.3,196.7,570.9,1432,113.7,7.9,19.9,50.7,201.1,857.8,250.7,12.3,64.4,103.1,360.3,1362,47.7,25.7,140.7,273.8,565.2,1920,86.4,76.0,336.6,416.2,875.6,2223,150.8,11.7,59.0,98.1,251.8,1689,355.7,41.7,174.9,276.5,380.6,1469,110.4,47.6,267.3,290.8,603.5,2223,134.9,177.3,725.3,673.2,960.2,2223,293.9,40.4,143.7,238.6,382.3,862.2,443.5,215.0,569.0,507.4,1097,1742,240.3,245.2,804.7,725.3,1351,2283,247.0,396.7,1261,1233,1242,2315,438.9,194.4,592.9,619.0,789.7,1609,797.1,12.9,39.8,97.1,244.5,1036,719.1,17.8,67.7,124.0,233.7,1624,603.5,41.8,112.6,225.3,392.1,824.3,642.5,100.1,289.8,405.2,565.2,1482,954.7
2025-03-04,福岡,3,3連単,23.1,26.6,16.4,653.8,142.9,658.5,98.7,145.8,55.9,504.9,78.7,873.8,49.1,51.9,12.5,818.7,653.8,2596,165.8,157.7,47.8,1044,201.0,1056,15.4,33.4,22.3,841.5,160.5,1262,56.7,87.3,56.2,480.8,62.2,693.7,16.3,22.8,12.6,826.2,614.0,1683,77.8,59.3,36.0,1165,167.3,826.2,180.3,381.8,110.0,478.3,66.0,678.2,165.8,241.7,90.0,418.8,49.2,590.1,328.1,380.2,80.2,528.4,267.3,1540,475.8,561.0,159.1,998.7,73.9,391.7,69.9,126.9,16.6,977.2,918.0,2673,44.8,43.7,14.0,998.7,1021,2113,311.2,321.1,64.4,738.9,663.3,2931,184.7,152.7,22.4,1465,1056,2840,342.9,547.5,121.9,2524,199.7,918.0,328.1,256.7,110.7,2272,183.9,715.6,1069,1021,277.0,1747,133.4,383.4,557.5,328.1,64.5,2596,818.7,1817
2025-03-04,福岡,4,3連単,10.8,12.2,25.8,260.9,114.3,1510,45.8,44.7,48.9,317.4,111.8,2694,29.0,29.1,30.7,366.4,331.1,3833,275.3,289.7,261.6,706.9,717.1,3020,14.2,22.0,21.6,241.3,125.2,2034,42.9,31.9,25.5,202.1,71.5,2076,24.7,19.0,13.3,246.7,276.1,2265,232.9,145.0,109.7,506.0,533.0,2555,101.3,114.3,66.8,212.0,106.3,1718,100.7,88.0,40.8,143.6,67.1,1748,145.7,120.5,36.5,144.6,176.7,1993,521.9,516.4,170.1,533.0,376.1,1329,49.3,71.3,41.0,401.9,486.2,3691,53.0,39.4,25.9,276.8,359.8,3322,153.8,102.2,46.4,265.1,258.9,3560,544.7,410.2,171.8,511.1,931.6,2848,898.0,1444,823.8,1311,1172,2492,692.2,1017,651.5,1444,1277,2555,1060,1261,803.8,1172,837.6,2167,1186,1095,498.4,1145,1424,2555
2025-03-04,福岡,5,3連単,14.3,21.2,79.2,27.8,1098,1112,10.9,12.6,37.8,44.1,987.2,2662,70.8,96.0,205.2,88.0,828.9,2584,130.3,158.8,313.8,158.0,1351,4624,19.5,44.5,82.3,28.5,1203,1464,10.7,22.4,48.1,29.9,1098,2196,74.0,121.3,204.3,86.9,821.1,1021,159.4,201.0,273.7,123.5,1372,4393,13.0,18.2,70.0,78.8,1689,3820,12.2,18.1,51.4,57.9,1627,2510,41.3,68.5,153.8,165.7,1331,2834,95.5,110.2,241.3,246.8,2510,3661,210.7,443.7,510.8,189.3,955.0,2662,202.9,388.7,469.8,210.2,714.3,1689,138.5,307.2,395.7,251.0,1273,2662,686.4,813.5,1141,314.9,1273,3514,578.0,915.2,1126,452.9,1757,4881,516.8,1071,976.2,424.4,1996,2662,414.4,585.7,934.7,566.8,2662,4393,1255,1793,2043,605.9,2043,3254
2025-03-04,福岡,6,3連単,62.9,112.1,342.9,26.3,160.4,534.8,23.5,46.3,315.1,81.7,369.6,1309,33.6,59.2,445.4,12.3,84.3,385.5,83.2,99.4,560.5,30.0,125.5,610.0,76.2,223.3,363.4,44.6,245.8,730.3,77.3,212.7,342.1,167.6,630.3,1787,118.6,280.2,426.7,30.3,143.3,384.5,200.9,449.4,643.6,47.4,235.1,622.5,21.1,57.1,361.6,202.8,1019,1808,35.5,155.3,303.2,271.7,967.5,2450,16.6,49.8,293.8,124.4,723.3,1706,34.6,76.6,436.5,242.2,839.2,1651,64.9,149.0,669.1,13.3,61.3,317.1,152.3,384.5,568.9,23.6,80.2,279.2,32.1,96.3,434.0,81.3,249.8,1047,85.6,163.3,558.4,13.4,46.3,124.1,195.2,366.9,1108,37.4,187.5,591.0,325.2,759.5,1168,54.5,232.9,542.5,122.9,210.3,863.1,216.3,533.0,1205,148.2,280.7,878.0,24.7,84.8,146.0
2025-03-04,福岡,7,3連単,55.2,203.4,106.6,1146,110.2,149.6,253.1,452.1,312.7,1563,35.5,62.1,47.5,254.4,20.8,1597,267.6,460.5,48.3,243.3,24.3,1531,23.9,42.7,32.7,341.9,285.9,1390,388.9,425.2,155.4,1471,981.2,2114,695.0,950.1,8.0,617.8,415.8,2175,857.8,1808,10.9,636.1,441.5,2001,379.1,573.0,428.9,1172,636.1,2056,55.5,102.4,418.1,2274,547.9,2633,240.9,409.0,305.7,3263,1316,3127,417.0,754.4,306.3,1429,857.8,2544,46.8,88.1,30.4,469.1,34.1,1103,622.9,981.2,11.9,676.2,165.8,1377,1146,1352,165.1,2056,452.1,2207,1403,1745,9.8,484.2,32.0,867.7,586.4,921.0,39.8,469.1,49.7,1230,27.9,47.7,17.3,944.1,198.0,1516,108.7,183.3,187.8,2502,644.3,2588,38.0,69.6,14.9,691.8,43.3,1501,189.0,329.2
2025-03-04,福岡,8,3連単,9.5,83.3,61.9,446.4,367.6,128.7,20.8,156.5,72.8,398.9,200.2,86.1,18.1,156.9,50.2,463.6,607.0,218.6,14.8,111.7,36.7,310.2,117.3,122.6,10.0,214.1,134.2,718.1,760.2,295.0,17.3,581.9,283.1,922.2,1442,641.7,10.7,661.8,276.6,1110,2009,1088,8.5,448.8,194.4,1041,932.4,724.3,40.4,568.2,176.5,516.1,370.9,161.5,38.1,953.5,264.5,927.3,975.5,508.3,53.8,1308,242.1,730.6,1259,602.7,38.8,1172,200.2,596.3,442.9,370.1,41.7,613.7,135.0,777.7,953.5,471.4,29.9,1117,288.9,1318,1506,1577,77.7,1739,303.5,897.7,1430,1054,26.2,937.6,145.2,651.6,1029,1259,31.5,389.7,98.5,659.2,219.4,236.0,20.5,796.0,248.9,1214,712.1,823.2,51.4,1172,272.2,927.3,484.9,454.9,28.5,1054,174.5,848.0,1205,1035
2025-03-04,福岡,9,3連単,8.9,33.8,31.0,579.5,844.0,72.3,29.4,96.3,61.9,539.2,590.5,54.3,37.2,122.9,59.7,1008,1537,246.5,13.5,41.7,21.1,485.3,560.6,219.6,8.8,80.2,60.0,750.3,1316,124.4,20.3,252.9,162.1,1063,1142,164.1,23.0,235.3,134.0,1411,1991,539.2,8.5,90.5,59.2,989.2,1176,521.1,66.9,316.3,122.1,473.5,897.7,70.8,57.1,354.5,173.1,687.2,1185,136.5,167.0,736.0,216.9,830.5,2043,259.2,62.5,407.6,101.9,408.7,848.7,329.0,108.5,462.2,176.4,1537,2389,452.8,90.4,477.8,233.5,2098,2465,887.4,262.3,1071,305.1,1584,2823,501.0,103.1,599.6,157.1,1652,2353,1262,23.6,144.7,38.4,765.0,835.0,577.3,16.1,182.0,61.8,1159,1071,753.9,68.8,526.4,100.3,609.0,839.5,581.6,84.8,566.8,111.7,1568,1991,1305
2025-03-04,福岡,10,3連単,8.5,9.9,50.4,558.4,97.0,107.9,35.2,37.4,197.8,976.6,247.7,208.4,13.0,13.0,136.9,1275,629.1,453.2,16.6,17.9,151.3,1051,165.3,252.6,16.4,25.7,52.3,604.7,108.0,126.0,36.8,82.5,138.4,731.7,191.3,182.7,35.2,40.1,97.7,1023,514.1,354.7,27.5,45.9,94.5,760.3,117.4,186.8,108.8,142.3,440.4,1406,437.1,309.1,170.2,165.5,322.8,956.6,388.3,333.9,211.0,248.3,637.7,2161,1275,748.1,198.4,253.1,573.5,1768,426.7,531.7,33.8,39.2,238.6,1556,1296,1228,72.6,58.9,203.1,1311,1090,901.2,209.3,169.8,577.7,2311,1913,1406,73.6,57.7,265.5,1365,1178,1414,43.0,62.5,321.0,1545,216.3,355.8,81.6,95.0,253.4,1061,155.6,225.3,200.8,250.1,696.7,1781,360.2,518.7,103.1,88.1,357.4,1632,648.4,908.2
