日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-05-21,大村,1,3連単,12.0,32.7,19.6,89.1,1501,227.3,26.9,67.7,22.3,62.1,1228,177.6,194.4,384.7,197.4,492.5,1802,358.6,34.5,70.3,26.2,94.6,1729,1092,11.4,44.1,30.6,110.6,1395,300.3,15.7,59.8,37.4,79.7,1758,233.0,149.9,469.0,301.6,677.8,2544,411.1,20.6,62.1,35.6,106.5,2574,1613,39.0,129.1,23.5,51.7,1287,169.2,31.2,102.8,30.6,53.0,1471,189.3,285.2,1108,156.4,267.3,1638,151.0,61.6,170.9,20.4,44.0,1334,854.7,540.6,1228,543.3,831.7,2162,399.7,444.9,1162,523.6,841.4,2962,392.4,667.4,1729,472.1,699.8,1787,202.8,563.1,1743,407.2,507.6,1638,1249,75.3,197.6,41.7,135.1,1983,1533,60.4,163.7,48.9,115.3,2574,2276,115.7,226.9,37.1,83.7,1522,1676,398.9,1081,255.0,439.5,1772,1802
2025-05-21,大村,2,3連単,13.4,39.4,35.9,252.1,53.2,2361,33.9,107.9,45.9,189.8,28.1,3148,16.1,48.7,16.4,143.3,71.3,4897,366.2,1111,374.6,1111,396.5,3889,13.5,79.0,71.6,370.9,90.0,3724,19.5,186.9,153.6,430.0,103.0,4068,8.0,82.9,59.5,331.8,195.6,4808,256.2,1202,803.8,1461,747.0,4335,55.3,229.5,84.5,233.8,36.2,3622,43.4,281.9,153.0,410.6,75.0,4482,36.5,268.4,58.0,148.6,71.6,3075,520.6,1519,591.6,1429,463.9,2034,18.8,94.6,22.2,138.7,133.3,5085,11.7,103.0,45.2,216.0,215.1,4989,31.3,196.1,40.2,134.6,111.6,3526,299.1,1265,255.2,625.2,676.3,3186,1120,2542,1477,2754,1021,3724,1079,2726,2066,3673,1296,3434,1537,3778,1564,2299,951.3,2518,1075,3039,839.5,1836,1235,2592
2025-05-21,大村,3,3連単,5.9,5.0,29.5,199.9,1044,792.0,16.8,14.3,64.2,232.8,1299,1088,67.6,62.3,215.9,672.9,1540,2073,42.4,31.7,158.3,520.2,1931,2517,13.0,9.3,26.0,175.2,975.6,751.9,29.3,16.0,42.6,164.3,1132,728.6,126.7,74.3,165.2,640.8,1668,1184,83.3,44.3,114.3,360.5,2136,2311,53.6,38.1,95.3,276.4,1557,1431,64.5,35.4,76.9,184.0,1220,924.5,277.5,174.5,316.8,726.7,1688,1424,210.7,101.3,225.7,485.3,2389,2819,359.6,283.3,679.4,1330,2073,2451,454.8,293.7,490.3,1174,2517,1629,661.9,395.4,798.7,1264,1931,1639,655.7,596.1,736.2,1566,3032,3241,230.5,131.2,488.6,1052,2877,3569,339.7,141.0,376.9,736.2,2906,3759,454.8,222.9,565.0,939.9,2937,3317,689.4,612.9,915.5,1648,3204,4272
2025-05-21,大村,4,3連単,17.1,20.8,65.7,468.0,155.9,62.0,86.8,80.2,285.1,965.3,241.9,88.0,21.6,21.3,86.8,666.3,669.3,301.2,20.6,18.0,73.3,605.6,163.4,101.2,24.1,33.5,62.8,476.4,151.0,55.4,151.7,156.3,254.8,786.3,159.9,49.7,37.4,29.4,57.4,530.8,573.5,218.7,39.4,24.0,46.1,420.2,84.9,48.2,238.5,207.1,531.8,1271,299.4,111.3,320.7,309.5,475.6,1008,219.4,72.5,358.0,226.2,567.9,1523,937.5,273.3,299.0,193.0,390.5,1083,198.3,98.5,53.2,51.8,123.6,720.4,1005,514.0,73.9,50.2,85.9,598.1,862.8,400.1,352.0,205.1,480.3,919.8,1288,572.4,71.5,31.0,70.8,435.2,625.0,419.0,45.2,35.9,105.0,716.9,136.7,118.6,67.1,37.2,69.0,521.4,76.4,69.1,271.8,157.2,346.5,998.3,140.4,114.4,74.5,35.6,76.3,527.0,342.1,306.2
2025-05-21,大村,5,3連単,7.4,27.7,31.1,190.5,184.2,850.5,15.4,45.0,46.8,296.2,230.2,1283,9.3,33.1,28.0,205.1,401.6,1536,34.2,102.4,91.1,398.9,375.3,1136,9.6,69.9,57.5,285.7,256.6,1234,16.9,165.1,123.5,491.0,482.1,1832,10.5,114.4,75.3,359.7,681.4,1993,34.7,329.6,214.0,767.0,721.7,2246,33.2,147.4,88.9,347.9,359.2,1853,41.5,273.5,135.9,505.1,586.6,2155,47.8,259.1,93.1,451.0,822.6,2381,88.9,605.2,204.0,852.1,996.5,2560,24.5,126.6,68.6,310.1,580.8,2195,27.6,225.3,106.3,381.9,740.8,2940,57.1,318.4,133.5,558.4,914.2,2904,62.5,377.7,172.1,484.0,877.2,2493,132.5,497.7,387.8,1022,803.2,1479,148.5,932.1,542.5,1330,1128,1614,223.1,1145,558.4,1653,1396,2520,167.9,745.4,443.9,1037,1392,2323
2025-05-21,大村,6,3連単,25.3,122.0,96.0,715.3,17.8,711.1,102.0,386.4,217.9,760.0,14.9,499.0,14.7,86.8,40.3,441.6,80.6,1169,46.1,202.1,86.0,591.3,29.6,319.7,24.5,157.2,172.0,1082,56.2,996.8,80.3,520.4,491.0,1158,75.8,1289,11.5,160.7,152.6,1341,273.4,1940,32.9,300.5,251.4,1539,140.3,945.1,196.2,696.2,399.5,903.0,34.9,489.0,182.6,864.5,618.3,1245,63.7,1102,114.7,994.0,357.6,803.5,227.5,1381,214.1,1240,383.6,838.6,70.4,511.6,7.2,117.0,48.1,480.6,313.7,1326,6.9,146.6,93.4,907.5,582.8,1650,44.4,518.9,246.1,771.3,510.2,1403,14.3,237.9,75.7,638.9,462.4,1180,91.2,618.3,160.0,707.0,121.4,330.7,82.6,698.9,320.0,1216,244.0,715.3,228.5,1430,428.2,996.8,156.1,459.4,50.4,566.5,144.5,723.8,466.5,1126
2025-05-21,大村,7,3連単,15.6,64.3,184.0,14.8,143.6,1433,6.3,24.7,115.9,41.6,279.8,3406,21.4,70.9,282.2,17.6,105.0,1725,189.6,572.7,1006,197.7,822.2,3668,28.4,188.2,320.8,31.1,199.0,2167,19.6,236.6,368.4,124.2,662.4,4371,55.8,473.4,606.5,52.0,262.9,3032,434.6,2033,2559,435.0,1516,4371,6.2,46.3,156.1,129.5,532.0,3857,14.8,161.1,292.2,222.1,940.1,4371,10.9,117.5,315.0,231.3,809.6,4197,139.1,716.7,1697,1165,2805,4684,49.8,208.4,636.6,26.7,109.5,1880,83.3,528.8,832.7,38.2,162.2,2331,39.3,258.8,597.5,103.1,361.3,3857,391.2,1533,2649,189.9,632.0,2914,635.9,1742,2474,646.8,2428,4857,940.1,3451,4684,827.4,3278,4813,592.7,1893,3668,1348,3801,4163,843.4,2271,4163,628.2,2010,3618
2025-05-21,大村,8,3連単,15.1,6.8,155.2,88.8,1694,2330,14.7,5.4,275.3,248.1,3508,5422,109.8,54.8,1084,595.8,3074,5522,96.7,44.1,868.2,479.4,4696,6413,40.1,11.1,100.9,52.7,1612,1955,90.4,8.6,89.8,71.6,2616,2604,458.1,62.7,487.7,197.9,1917,1813,403.0,49.6,500.4,145.6,3074,3848,47.6,7.8,303.3,315.2,4322,5680,110.5,9.0,152.6,152.5,3155,3950,414.5,44.8,936.3,898.3,5186,5964,373.0,29.0,923.3,793.1,6554,6935,517.3,204.4,2748,1055,4030,5964,1012,224.4,1634,566.9,2434,2330,1080,188.8,2549,1647,4771,4929,1331,264.3,3659,1188,5186,6278,577.9,174.4,3332,1009,6778,8521,1258,218.5,2161,480.6,4353,5142,1147,145.1,3637,1537,6086,7363,1553,331.3,4142,1569,5142,6483
2025-05-21,大村,9,3連単,15.4,55.2,251.7,53.1,356.9,203.8,7.2,35.6,150.2,94.0,676.4,601.0,22.0,95.3,269.0,53.1,236.0,225.9,13.3,54.2,263.8,44.2,282.4,425.6,27.2,263.2,427.8,110.8,648.0,293.7,18.0,395.0,652.4,399.8,1698,1242,38.7,631.3,883.9,245.0,930.0,534.8,38.1,572.3,917.0,165.7,940.5,1152,10.2,109.1,192.7,211.9,1123,1342,16.8,190.6,472.9,524.3,1542,1765,16.4,328.2,337.4,361.5,1202,1245,12.3,187.2,304.8,327.8,1518,1979,57.6,391.8,681.9,76.8,266.1,299.1,94.4,891.9,1189,155.6,536.8,491.4,45.5,592.5,690.7,244.1,667.9,873.4,60.8,600.4,826.7,75.9,259.2,431.9,38.7,179.0,628.0,81.1,481.8,728.4,90.6,652.4,1053,141.5,882.6,1335,34.2,304.7,634.1,276.4,1402,1878,73.6,610.4,1024,102.2,414.2,559.2
2025-05-21,大村,10,3連単,10.0,54.4,147.5,125.7,1653,33.2,8.4,46.5,144.5,229.7,2051,47.0,85.0,281.7,452.3,405.7,1768,44.8,9.0,43.5,116.8,114.6,1592,212.4,15.3,158.8,263.2,244.1,2347,61.7,15.5,317.8,501.6,671.8,3717,116.6,85.5,1008,1305,1260,2906,112.6,14.4,225.6,360.9,320.0,3026,464.6,16.9,136.0,318.1,514.2,2409,118.3,22.7,322.9,575.2,869.7,3359,177.7,93.8,1034,1341,1564,3794,196.4,15.6,179.2,379.2,573.4,3438,678.7,261.8,1123,1392,835.0,2441,103.7,283.1,1699,2288,1171,3184,162.8,293.1,1947,2332,1715,4068,213.5,195.7,1319,1683,743.4,2416,492.4,14.3,95.3,207.2,152.1,2347,674.3,18.8,198.2,362.0,244.1,3390,986.9,19.4,196.0,358.4,357.4,3698,1030,113.9,765.2,1106,568.1,2490,864.6
