日付,レース場,レース番号,券種, 1-2-3, 2-1-3, 3-1-2, 4-1-2, 5-1-2, 6-1-2, 1-2-4, 2-1-4, 3-1-4, 4-1-3, 5-1-3, 6-1-3, 1-2-5, 2-1-5, 3-1-5, 4-1-5, 5-1-4, 6-1-4, 1-2-6, 2-1-6, 3-1-6, 4-1-6, 5-1-6, 6-1-5, 1-3-2, 2-3-1, 3-2-1, 4-2-1, 5-2-1, 6-2-1, 1-3-4, 2-3-4, 3-2-4, 4-2-3, 5-2-3, 6-2-3, 1-3-5, 2-3-5, 3-2-5, 4-2-5, 5-2-4, 6-2-4, 1-3-6, 2-3-6, 3-2-6, 4-2-6, 5-2-6, 6-2-5, 1-4-2, 2-4-1, 3-4-1, 4-3-1, 5-3-1, 6-3-1, 1-4-3, 2-4-3, 3-4-2, 4-3-2, 5-3-2, 6-3-2, 1-4-5, 2-4-5, 3-4-5, 4-3-5, 5-3-4, 6-3-4, 1-4-6, 2-4-6, 3-4-6, 4-3-6, 5-3-6, 6-3-5, 1-5-2, 2-5-1, 3-5-1, 4-5-1, 5-4-1, 6-4-1, 1-5-3, 2-5-3, 3-5-2, 4-5-2, 5-4-2, 6-4-2, 1-5-4, 2-5-4, 3-5-4, 4-5-3, 5-4-3, 6-4-3, 1-5-6, 2-5-6, 3-5-6, 4-5-6, 5-4-6, 6-4-5, 1-6-2, 2-6-1, 3-6-1, 4-6-1, 5-6-1, 6-5-1, 1-6-3, 2-6-3, 3-6-2, 4-6-2, 5-6-2, 6-5-2, 1-6-4, 2-6-4, 3-6-4, 4-6-3, 5-6-3, 6-5-3, 1-6-5, 2-6-5, 3-6-5, 4-6-5, 5-6-4, 6-5-4
2025-03-13,大村,1,3連単,20.6,59.7,44.3,91.4,291.3,743.8,36.5,91.9,28.1,38.9,121.1,582.6,63.6,162.4,18.3,102.2,267.5,832.9,125.2,202.8,48.7,172.9,294.2,1095,15.7,65.7,56.9,175.7,555.2,1095,13.6,69.5,62.9,104.9,299.4,1075,20.6,84.1,61.9,236.5,523.3,1689,52.4,103.8,84.1,409.2,619.2,1516,28.5,129.9,36.4,63.8,85.3,603.4,15.8,87.0,63.5,114.6,177.8,961.5,39.6,271.9,37.6,90.0,107.3,565.9,87.6,314.5,61.5,158.3,95.8,417.9,108.6,329.4,24.4,220.6,344.8,909.8,61.4,198.4,54.0,346.8,473.1,1714,126.0,376.6,33.1,161.1,197.7,793.8,168.4,382.7,27.6,280.2,380.3,1285,329.4,571.3,78.1,512.0,571.3,1497,177.8,356.2,148.0,783.2,609.6,1765,256.0,629.1,97.6,396.9,275.7,532.7,380.3,606.5,58.1,547.5,484.7,1115
2025-03-13,大村,2,3連単,4.5,36.1,71.3,110.3,117.2,741.6,8.2,44.1,99.7,228.2,160.6,1086,7.3,44.5,95.4,98.0,211.3,2142,37.4,163.7,180.6,282.5,276.4,2084,10.4,108.6,126.0,184.9,262.3,1205,22.9,251.2,313.5,435.7,563.0,2084,13.6,247.2,265.0,353.8,558.9,2754,72.7,756.1,670.7,748.8,771.3,2410,19.2,155.1,233.0,464.6,374.4,1353,35.8,349.0,350.6,688.6,714.1,2203,30.3,301.2,329.6,659.2,1056,2203,94.4,714.1,575.6,976.3,857.0,2754,19.5,188.1,199.3,137.4,357.0,2856,25.2,369.0,383.7,281.5,479.0,2966,41.5,395.5,485.1,461.8,1205,3213,100.0,763.6,485.1,266.8,539.3,2754,200.8,756.1,670.7,664.9,866.6,2488,180.2,1483,1056,1001,1134,2488,308.5,1574,1244,1455,1676,2488,237.3,1014,976.3,531.9,1086,2754
2025-03-13,大村,3,3連単,17.5,137.0,181.2,138.3,82.0,58.3,17.8,125.1,181.0,241.8,122.6,78.3,17.8,119.8,180.5,66.9,71.4,60.4,29.3,189.3,231.6,93.4,52.7,46.6,28.2,205.9,217.0,306.9,171.9,114.0,25.4,650.2,689.5,719.7,461.8,236.0,24.5,636.3,733.9,396.4,346.3,232.7,33.2,497.5,748.7,476.7,215.1,188.6,27.4,230.5,348.0,481.3,321.6,188.8,29.0,680.0,764.2,920.8,653.1,348.8,16.0,427.2,479.8,522.0,500.8,342.3,21.3,633.5,531.3,620.3,277.6,340.0,24.6,275.0,336.9,88.6,110.2,121.4,25.4,730.3,776.2,233.1,289.5,298.3,20.3,525.7,610.1,289.5,436.0,421.1,19.2,502.5,482.9,80.0,101.8,126.3,43.6,439.9,479.8,166.5,70.4,73.9,45.1,944.3,1029,470.6,172.5,177.1,34.6,950.3,847.1,555.2,226.0,239.1,28.6,653.1,702.6,116.2,100.0,104.1
2025-03-13,大村,4,3連単,8.9,97.9,284.0,310.3,240.8,86.3,11.9,122.7,394.2,677.3,417.1,247.6,7.6,81.2,353.2,426.0,640.8,262.7,6.0,54.5,260.9,277.1,149.2,138.7,15.1,279.7,446.0,469.8,400.2,156.7,34.5,369.7,720.4,1213,1029,656.7,25.2,396.2,709.7,1070,1177,601.9,22.7,297.9,559.4,581.3,458.9,402.2,32.8,302.8,870.9,1257,1143,880.5,58.7,486.2,1171,1606,1748,1366,34.4,471.7,1213,1948,2899,1828,24.2,302.1,1042,1292,1476,1948,20.9,248.4,808.6,681.2,978.4,656.7,44.3,546.5,1244,1206,1553,890.4,67.0,579.8,1735,1686,1902,1432,20.3,243.6,910.9,515.7,713.9,724.8,13.9,127.2,647.8,502.6,241.8,245.3,42.6,400.9,914.4,701.3,437.8,489.2,39.9,339.1,1231,1406,947.2,1090,24.6,272.3,1121,675.4,771.9,939.7
2025-03-13,大村,5,3連単,8.0,76.8,70.5,726.0,71.1,769.6,60.0,283.2,212.5,733.4,44.6,850.8,7.7,79.6,33.1,521.1,300.8,2447,35.2,216.0,109.5,743.4,86.8,644.4,7.7,117.4,135.7,1022,192.0,1502,41.0,648.2,709.5,1728,270.9,2367,5.3,225.2,181.2,2016,1094,4537,22.5,433.0,522.3,1523,411.7,2156,119.8,730.9,468.4,1259,84.2,1259,128.9,1062,981.1,2393,273.9,2624,94.4,1281,591.9,2178,751.1,3821,163.0,1533,1062,2624,286.6,1320,10.7,176.3,63.0,412.5,548.6,6223,8.7,290.0,161.2,1216,1230,7511,65.0,955.3,394.6,656.0,1105,6406,23.0,531.2,183.1,596.7,761.6,4840,96.7,878.3,535.1,2503,226.8,735.8,100.1,1369,1042,3300,518.6,1962,292.3,2624,1433,3156,379.4,1122,75.6,1378,485.1,2245,915.2,3300
2025-03-13,大村,6,3連単,23.1,149.1,75.1,404.8,42.5,1872,37.2,183.3,59.5,262.0,17.3,1971,19.0,104.6,21.6,160.9,42.4,3146,214.0,708.7,254.1,885.5,77.2,1880,17.7,285.6,220.1,660.2,107.8,3666,14.5,698.7,516.5,1332,171.6,4436,5.4,350.1,230.8,761.0,273.3,4185,106.4,1825,1051,1760,303.4,4392,50.4,503.6,158.6,363.0,29.6,2881,37.0,1079,411.5,1031,115.4,5159,24.7,686.8,120.7,303.8,81.9,5477,227.8,1810,846.7,1488,169.7,2825,16.1,209.1,30.6,167.2,106.0,5477,6.8,359.8,127.1,421.7,277.3,5688,15.8,530.7,79.6,236.5,145.8,6249,65.3,1082,226.7,540.4,376.9,2133,517.1,1971,1039,2092,210.6,1825,484.8,3018,1753,3412,383.4,4146,557.3,3361,1896,3215,362.1,2535,381.1,3169,909.1,1912,548.4,2918
2025-03-13,大村,7,3連単,10.6,115.2,25.0,337.3,379.0,1794,57.9,397.6,23.1,141.9,139.0,821.8,38.8,295.0,13.6,195.6,348.4,2980,96.5,563.0,44.6,397.3,428.2,2334,5.2,123.3,81.8,681.6,908.1,3140,8.3,285.9,212.0,769.1,630.3,2561,5.0,192.7,125.5,1061,1825,5122,20.7,527.0,334.1,1498,2284,5276,65.0,779.3,80.5,193.3,181.0,1046,24.2,727.7,200.1,495.8,477.4,2947,53.2,1283,107.1,260.5,547.8,2931,122.2,1584,220.3,665.3,642.6,1359,51.6,713.9,43.2,262.6,495.4,3664,18.3,505.3,125.8,592.1,1204,4840,78.9,1594,119.6,339.0,628.1,3879,95.9,2102,121.6,492.6,977.0,4090,261.4,2284,266.4,1106,1441,3382,149.3,2573,713.0,1819,2980,4360,367.1,3471,733.8,1283,1433,2431,274.6,3382,436.4,1238,2334,4289
2025-03-13,大村,8,3連単,12.3,67.7,38.6,102.7,536.1,363.3,22.6,110.8,22.0,57.3,371.4,240.7,51.7,174.1,51.2,95.2,359.5,387.3,41.4,143.1,29.9,68.7,438.7,599.0,10.0,120.8,78.9,218.9,1184,843.7,7.7,147.7,106.9,220.7,1168,1041,24.5,284.4,199.6,353.4,1483,1184,13.8,228.5,134.9,244.1,1410,1905,26.7,227.2,37.1,82.8,624.3,361.5,15.9,248.4,81.8,167.8,1184,823.5,46.1,508.7,80.7,165.4,774.1,530.1,33.5,367.7,49.3,102.9,950.9,1077,91.7,523.6,158.6,136.0,501.8,678.5,65.9,585.4,324.5,250.9,902.7,1004,95.7,684.8,164.0,195.6,628.1,614.7,101.1,683.0,170.3,121.3,432.4,901.1,93.4,552.2,91.9,129.3,959.7,863.4,54.2,667.1,187.4,238.2,1613,1034,89.0,752.7,101.6,157.6,1124,867.8,144.8,1173,200.2,173.2,790.7,747.2
2025-03-13,大村,9,3連単,23.5,70.8,401.7,36.2,77.1,1251,7.0,21.5,431.4,153.5,233.3,2481,11.9,25.3,509.3,24.1,56.7,1248,76.2,127.3,1092,92.1,159.4,1224,42.3,211.2,463.9,60.0,117.2,1705,44.3,242.5,599.7,233.4,395.1,3284,59.5,265.0,650.3,53.8,113.0,1685,165.8,735.5,1812,162.5,281.7,2198,10.6,45.6,711.9,499.6,647.3,3682,39.8,171.7,739.2,503.1,730.8,3959,10.4,50.4,720.8,454.8,755.7,4250,60.3,202.7,1695,940.0,1369,4314,22.9,63.8,730.8,26.2,57.4,1757,67.2,237.0,843.9,35.8,77.0,1823,22.7,72.5,848.9,140.1,270.2,3503,84.5,241.9,1762,48.7,106.2,781.2,226.5,551.6,2181,247.5,408.2,1690,361.0,1133,2820,292.5,534.8,2249,221.3,485.0,2934,685.7,1037,3441,250.3,704.1,2964,177.7,315.0,802.9
2025-03-13,大村,10,3連単,10.5,113.6,69.9,377.8,127.3,949.6,27.0,267.9,66.0,274.8,67.6,500.9,19.5,210.8,40.6,204.5,138.8,1681,45.2,353.3,68.2,310.7,115.0,967.0,8.2,195.9,180.4,807.0,449.1,1711,9.0,637.5,743.7,1252,674.6,2188,5.6,411.5,430.7,1136,1221,3175,12.1,652.7,614.5,1602,1017,3413,38.9,791.1,263.4,502.7,173.4,613.4,23.4,1330,747.8,1134,587.0,1527,29.3,1382,367.8,628.1,509.1,1801,56.5,1835,526.0,868.6,375.1,1323,24.1,635.7,120.8,232.3,263.1,2370,11.9,745.3,370.6,564.2,650.2,3448,32.9,1768,348.7,439.9,480.1,3061,31.1,1474,269.8,295.3,369.0,1815,114.1,946.9,247.3,591.6,386.3,1204,56.0,1264,702.4,1155,869.7,3021,130.9,1715,814.7,969.8,543.1,1591,94.5,1641,560.5,621.2,669.3,2322
